unit_id,new_variable_role,instrumentation_stage,stage_ordinal,checkpoint_id,checkpoint_hash,target_id,seed,level,regime,trajectory_id,candidate_order,pt_path_hash,sidecar_path_hash,target_outcome_used_for_role_or_sampling,z_Wz_generated_in_C74,execution_ordinal
c74u_6c9c3de839144092,T2_instrumentation,P0_pilot,1,0a88dd039cd1101f88dc4938a5a10d79e234488008dd2f2725d41960e046cab0,ae92f0885d10d8f95bae3f66ea49af556da922b3954463c4fceadb881935de22,1,2,1,S0_full_support,2|1|1|S0_full_support,2,d843551bc7b59bd066350b38b950daa1be9dede2ac8c54710cf21e0aa9407f42,73edc63b179d0ea7577ca4b2bd5853e5a07e1542a384511a30ff31c518e85185,0,0,0
c74u_0a7470a918eab12f,T2_instrumentation,P0_pilot,7,4a3f6824de624883d46bffe71cdf3af8fe88815733de2b074f58ec9b51559c49,d431b9be3f01562722887f2bff9df4b7f99c9035e53d2b0dd12586047c25e52f,1,2,0,S0_full_support,2|1|0|S0_full_support,3,3c824ccfead4a9055d59a8bc3c47956495ed9733594005694fe3b5ad1f04e17c,56b0d640dd1cfe3f46c7049a79616f69ab858d1f35652a3d4b6a72dcbec849ea,0,0,1
c74u_bcae1769111be523,T2_instrumentation,P0_pilot,8,4b4247ebfcfbf9dd8781809751032d77847c84fc4e2355212f61309031fd019f,79ed1a05147a8ae0a7faa7e4d217b9829bf9d1e91245b08a641c5162f58ff4f3,1,0,0,S0_full_support,0|1|0|S0_full_support,0,8e62e2bf3f318a3d40933d33d4c1ebca4a0b35e6fbca9e53653232be22752e03,25e3d4f31acd7c4704655a900ee28246ac33b4fd4e8e468644dd4113633ac0af,0,0,2
c74u_2fa9be2c7e13484c,T2_instrumentation,P0_pilot,12,8d87c088be250c8f54cf36e6f20d26ff8e9e80123b8b1594a6083d71d447301c,2dc4641ae6d56e734b7b2005673f2b137a3e427f7815c8053468666f2e0f3059,1,0,1,S0_full_support,0|1|1|S0_full_support,2,dd5f10dfd1c14dec3871ed17b1c285856da593e04cb467415ab8c7b5e231f8ce,96f2aab6818483a277c4c6bcc93a903eb8ebeb9ae2f1bccc5a844f9859f89279,0,0,3
c74u_b20e667bf3001af5,T2_instrumentation,P0_pilot,18,d6beba1aecf8396ea51eada0fc02e0cdfb597e16ac4dbd8a26ae95b402ebc692,2015f5ec5fc177f0daa73b22829b4539832ff15ea98123f6d3b3cbb5a141b608,1,1,1,S0_full_support,1|1|1|S0_full_support,3,f3dab2285115b54ef2b7702b1b262e063cf0be8efc54e9155e20f5253905b2df,11a5cd52a9a9a3c7d34244c712a7bef1300503cb5c9e17bf7cfcf2aa75682a81,0,0,4
c74u_d9c3628a82614737,T2_instrumentation,P0_pilot,22,fa58e38030a6df6e3e73055338e4091fff50e013d5b46fa7eab87a0fb45c0ce7,39dd0ebf2b127c1de4044c85c76b8566dfb7c50b2a9065353a612d57d9fc1aeb,1,1,0,S0_full_support,1|1|0|S0_full_support,2,22b7fc73006d51b1a99e000ad8dd55147fadf3f3864c1e3b27291feeb67a55a1,afbad84fc8364ff74a55faf606ca17de140a77f7635861510fbacc1b20c8c08a,0,0,5
c74u_17a5cabd53494039,T2_instrumentation,P0_pilot,24,01e72246f2b7bb026ea0188f4cc3baf82491eb3a09e19ff205e9677bec13c3ac,eb43c40ab41235f472bae7c8fb69baad82771f3863f7c913cec278c8ffcc61cc,2,0,1,S0_full_support,0|2|1|S0_full_support,2,54d5d4b043e2c5ff4da759c54ca4198ec690be72b045674135de1059bbe4d838,72826a21d3c4ba3f5e9257ed9268647fe60188938115a6eacbacd7f64e3fcc2d,0,0,6
c74u_b8c7081a68609c66,T2_instrumentation,P0_pilot,28,28882bbb648b7eaf639bad4856ba2886e0f4729450d095fec4f4a39d6d8214ac,402479fcd5d31370930eb642a7715a030db72e8461633d5f5a9d13e748a055cf,2,0,0,S0_full_support,0|2|0|S0_full_support,1,1708832e8c34b525bf945d8527c101429d8966ef4257786eb029c77cfa01867d,bce37bfd1ed81a79a89aa9261ed5d33d16e53381513b23e2d0cda0de7e0f7a7d,0,0,7
c74u_9f5145468b4e0891,T2_instrumentation,P0_pilot,31,49aa997c015d83a9e4948f24c91b26901ba86682f27e13a716cdd9d779e74b5a,5699eb5a10c24e6d7eb386a840115af1d10011caaebe0a4d4fb47c8fe8b34804,2,1,0,S0_full_support,1|2|0|S0_full_support,2,1b032d6f18612b298f74d1f42176e674d02985937bf8315390b1351c52579bca,39e116cc31125df3d5e04057b6b90d481b72e85c8aa84f15b1e694bb37a875c7,0,0,8
c74u_6c5478992b5df90f,T2_instrumentation,P0_pilot,34,6b4644a8752ad642786bae5dcf67e239911f073717566bb79c59d16dbf11c39b,b7b7dad30c1604880d0fb1a7578b96e988d2ebf3b1e5605562415b34dd420870,2,2,1,S0_full_support,2|2|1|S0_full_support,2,3b5c0664e8b7e3788d26ee380b1369bb2d3d979b65132a48d29c036ed0997e07,b10fbf8af2e0ff41d701f824b5940b4f7564360fd8431ea9d00df7a8c9b3579f,0,0,9
c74u_553d0810585f0df6,T2_instrumentation,P0_pilot,42,dad04c7d7c3276407c7def5b58f42737bee1da0e9a4410bbb11f652c43549fab,931362156ccccf380d3edd62afb6b2f39eb51bd3c74a757a3bafe1e74728570b,2,1,1,S0_full_support,1|2|1|S0_full_support,1,9433f6dad4f2aeb15bb6e6bc7d63db988d72e5b5786440fbfdde8b3b8627ee11,a7827d7900531364dd997b90e3d9f1915f5afa30fc30c07139db35142705b1ad,0,0,10
c74u_49b587170517b1bc,T2_instrumentation,P0_pilot,43,f3acb42a355a848b57317aa2aba6a1135d3920883a502d37808e749561559569,8e47a69ae313a25875a5b6f3867745673d4b46b71aebf130451246a487849f64,2,2,0,S0_full_support,2|2|0|S0_full_support,1,068a0857551511dab4b672dda4b844e9f6e06aaa181a707ae1695a5750f5f258,1f2f24965f346d1639b921d383a91a638cb0ed345b4378276c0d1e4207321840,0,0,11
