path,sha256,size_bytes,row_count,external_raw_payload
oaci/reports/C74_PROTOCOL_TIMING_AUDIT.md,93d21d7cc5ee406c52c11d0ca749162e5db0d6a79aa0d0fde7ea380bc3c535a2,587,,0
oaci/reports/C74_RED_TEAM_VERIFICATION.md,2fe4671e1491f42288d7cd359ceffd26a119cab786e2f887165a0038683c35be,3173,,0
oaci/reports/C74_T2_SOURCE_WZ_ANALYSIS_STATE.json,e13fa13e82aa7f4e9b64d4738a1142675c209b7edcd7e9bcdcfd17f8e70eeb2a,4653,,0
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION.json,d75cc0ac618009c87a7cb1c751b6cd212c265880adb43107688e9851efa265f7,8557,,0
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION.md,7dc6f8312535524607e3050e40cbfbebd35526151204318c2762d8d7b1381595,4805,,0
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION_PROTOCOL.json,76d0f4d9d96d012856d72934a720c52e067e7f0ae27081ad5c97d6b4eea1acb6,9962,,0
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION_PROTOCOL.sha256,6fe04603edcb4504184e21ddebb271bf23309f8b75096f817fd5ea625e0ac6d7,65,,0
oaci/reports/C74_T3_HO_NEW_VARIABLE_HOLDOUT_CONTRACT.md,eb11725361e0ca081c3ab4d6d51a3932b29501e952cfdc56294a23c87f0f0f16,589,,0
oaci/reports/C75_T2_REPRESENTATION_CONSTRUCT_ANALYSIS_PROTOCOL_DRAFT.json,54abaaa14ca53785ab6c8a8cb13173986557b1984ac99adf832fb752ba6c3c57,1719,,0
oaci/reports/C76_T3_HO_NEW_VARIABLE_HOLDOUT_PROTOCOL_DRAFT.json,3277142493de2d2b9a981a0d9341f242eb1a8df3f778a5c34175b94a32730f1d,1032,,0
oaci/reports/c74_tables/c73_attribution_metric_semantics.csv,6691e5506a3888593fec451c7730863fe802f4aed3b661506ced77e640c52015,2194,6,0
oaci/reports/c74_tables/c73_protocol_replay.csv,e5d2c52d95ccc7a3e91c08fb40134eeea414be039eab92c7a60f66814b3e1e53,522,3,0
oaci/reports/c74_tables/cache_content_manifest.csv,b41c0bcaa6d0e46c2e6d44b5393e278265fb9590dbd4d929bb7fd82023d10c2c,494087,1296,0
oaci/reports/c74_tables/checkpoint_ABI_audit.csv,ae8811dd703df65d54c17581f7a2282efd1526485217127b00a46652021aa359,44861,216,0
oaci/reports/c74_tables/checkpoint_Wb_manifest.csv,8af4a2d9553de15aa20a76dbc7af8961e354ae81548eddd3db062d965e66ff38,63159,216,0
oaci/reports/c74_tables/execution_attempt_ledger.csv,5bf24473fde30b55e180950040ef42f8535f7f4c0d08cbcf3b1a8b447a86cf72,1384,11,0
oaci/reports/c74_tables/failure_reason_ledger.csv,0391ac5379b9259372c6324a1d6944b86620b5faaca284d6c87580cc5b4dc8ee,208,1,0
oaci/reports/c74_tables/full_t2_unit_manifest.csv,860acf1485554dd2f6884a44eb26f6089e477aeea3e7ab8474c18f3050fe3a36,80178,216,0
oaci/reports/c74_tables/hook_identity_summary.csv,7997c2571aef510625a3823a8f63b8dec590e0f0d9b954e17f512dfcb0c45f9f,30672,216,0
oaci/reports/c74_tables/incremental_prediction_feasibility.csv,92b4dffbd92988fa355600595af895c134076c88ba8d9b66ce50ee7a8ff46243,1639,5,0
oaci/reports/c74_tables/physical_view_manifest.csv,b037c9dfe1696ef450a15db81fbaed97cbdb7468255fee9241cc786edf866eeb,2135,5,0
