path,size_bytes,over_50MB,passed
oaci/reports/C74_PROTOCOL_TIMING_AUDIT.md,587,0,1
oaci/reports/C74_RED_TEAM_VERIFICATION.md,3173,0,1
oaci/reports/C74_T2_SOURCE_WZ_ANALYSIS_STATE.json,4653,0,1
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION.json,8557,0,1
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION.md,4805,0,1
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION_PROTOCOL.json,9962,0,1
oaci/reports/C74_T2_SOURCE_WZ_INSTRUMENTATION_PROTOCOL.sha256,65,0,1
oaci/reports/C74_T3_HO_NEW_VARIABLE_HOLDOUT_CONTRACT.md,589,0,1
oaci/reports/C75_T2_REPRESENTATION_CONSTRUCT_ANALYSIS_PROTOCOL_DRAFT.json,1719,0,1
oaci/reports/C76_T3_HO_NEW_VARIABLE_HOLDOUT_PROTOCOL_DRAFT.json,1032,0,1
oaci/reports/c74_tables/c73_attribution_metric_semantics.csv,2194,0,1
oaci/reports/c74_tables/c73_protocol_replay.csv,522,0,1
oaci/reports/c74_tables/cache_content_manifest.csv,494087,0,1
oaci/reports/c74_tables/checkpoint_ABI_audit.csv,44861,0,1
oaci/reports/c74_tables/checkpoint_Wb_manifest.csv,63159,0,1
oaci/reports/c74_tables/execution_attempt_ledger.csv,1384,0,1
oaci/reports/c74_tables/failure_reason_ledger.csv,208,0,1
oaci/reports/c74_tables/full_t2_unit_manifest.csv,80178,0,1
oaci/reports/c74_tables/hook_identity_summary.csv,30672,0,1
oaci/reports/c74_tables/incremental_prediction_feasibility.csv,1639,0,1
oaci/reports/c74_tables/physical_view_manifest.csv,2135,0,1
oaci/reports/c74_tables/pilot_unit_manifest.csv,20042,0,1
oaci/reports/c74_tables/power_and_storage_plan.csv,731,0,1
oaci/reports/c74_tables/precision_drift_audit.csv,30672,0,1
oaci/reports/c74_tables/preprocessing_contract_audit.csv,9459,0,1
oaci/reports/c74_tables/projection_counterfactual_feasibility.csv,9887,0,1
oaci/reports/c74_tables/projection_split_stability_smoke.csv,4173,0,1
oaci/reports/c74_tables/red_team_checks.csv,2075,0,1
oaci/reports/c74_tables/risk_register.csv,1680,0,1
oaci/reports/c74_tables/source_trial_schema.csv,587,0,1
oaci/reports/c74_tables/t2_sampling_blindness_audit.csv,2334,0,1
oaci/reports/c74_tables/t2_t3_ho_new_variable_split.csv,478504,0,1
oaci/reports/c74_tables/t3_ho_holdout_unit_manifest.csv,397518,0,1
oaci/reports/c74_tables/target_common_candidate_projection_variance.csv,6257,0,1
oaci/reports/c74_tables/target_unlabeled_representation_schema.csv,530,0,1
oaci/reports/c74_tables/test_command_manifest.csv,1762,0,1
