target_id,class_index,candidate_count,pearson,spearman,construction_mean,evaluation_mean,mean_absolute_split_difference,construction_labels_used,evaluation_labels_used,same_label_oracle_used,diagnostic_only
1,0,24,0.9873024902483455,0.9695652173913042,1.399340571835637,1.1610021345938246,0.23886980271587768,1,1,0,1
1,1,24,0.9918186558765515,0.9539130434782607,1.175762667010228,1.2276342151065667,0.08549419790506363,1,1,0,1
1,2,24,0.9888920315807701,0.9791304347826085,1.1541224932298064,1.0738566399862368,0.09562471291671197,1,1,0,1
1,3,24,0.9926488335113944,0.9826086956521738,0.08312090393155813,0.22438059677369893,0.14333120135900876,1,1,0,1
2,0,24,0.9909180751153224,0.9782608695652173,1.0677199084311724,1.194831651635468,0.14522719910989204,1,1,0,1
2,1,24,0.9906692343077368,0.9660869565217389,1.130164870681862,1.1203491933022935,0.07411973799268405,1,1,0,1
2,2,24,0.9902814287365309,0.9860869565217389,-0.5166494683362544,-0.3991669602692127,0.134896753821522,1,1,0,1
2,3,24,0.9945312469805832,0.9930434782608695,-0.5113326556359729,-0.6461144558464488,0.13704491903384527,1,1,0,1
3,0,24,0.9849351311365919,0.9756521739130434,1.5363255354265373,1.5698284407456715,0.09173303221662839,1,1,0,1
3,1,24,0.9674540054522394,0.9539130434782607,0.7453913154701391,0.8551398674026132,0.130358909877638,1,1,0,1
3,2,24,0.992490088487093,0.9808695652173912,0.4806153414150079,0.5218602195382118,0.08202976857622464,1,1,0,1
3,3,24,0.9787606219609358,0.9713043478260868,2.177876671155294,2.2469980816046395,0.11138791839281718,1,1,0,1
4,0,24,0.9939278231794477,0.9895652173913043,0.04860580704795817,0.07745218323543668,0.08694238176879783,1,1,0,1
4,1,24,0.9946291772077608,0.9843478260869565,2.2864097406466803,2.484536213800311,0.19812647315363088,1,1,0,1
4,2,24,0.9970045179438881,0.9904347826086956,0.5067485066829249,0.5181480019527953,0.06080894188683791,1,1,0,1
4,3,24,0.9972140549925458,0.983478260869565,0.6446513828802077,0.7050993051379919,0.07264168154021415,1,1,0,1
5,0,24,0.99744634519621,0.9913043478260868,2.5793526843190193,2.460359419385592,0.13469955573479334,1,1,0,1
5,1,24,0.9957736781620159,0.988695652173913,1.0626447902371485,1.00566114547352,0.10065458342432976,1,1,0,1
5,2,24,0.9987380111304857,0.9939130434782607,-0.20868053721884885,-0.15823883501191935,0.0665725643436114,1,1,0,1
5,3,24,0.996835579065573,0.9930434782608695,-1.069786381907761,-1.2201815424486995,0.1567365980396668,1,1,0,1
6,0,24,0.9903597704675161,0.9365217391304346,-0.4147117603570223,-0.1983036668971181,0.2164080934599042,1,1,0,1
6,1,24,0.9777925898352693,0.9608695652173912,0.14909124684830508,0.14500103443909515,0.09062461170105962,1,1,0,1
6,2,24,0.9823526809485933,0.9652173913043477,1.2522125095129013,1.1943683102726936,0.0990801453590393,1,1,0,1
6,3,24,0.9902835455820623,0.9930434782608695,1.879289671778679,1.8799070144693057,0.07328294465939204,1,1,0,1
7,0,24,0.9876214822642668,0.9695652173913042,0.5647591125452891,0.5523783306901654,0.0526108288904652,1,1,0,1
7,1,24,0.9692360899408056,0.96,0.10782913072034717,0.004405041846136252,0.10775801710163553,1,1,0,1
7,2,24,0.9878792665903888,0.9626086956521739,0.6337052657424161,0.6822759181377478,0.06607111502671614,1,1,0,1
7,3,24,0.9862447544656792,0.9773913043478261,0.048309588727230825,0.09681118628941476,0.0660346286992232,1,1,0,1
8,0,24,0.9882249016369243,0.9826086956521738,0.6317367916344665,0.7868380811608707,0.16086430333477134,1,1,0,1
8,1,24,0.9938272994720417,0.994782608695652,0.93254905877014,1.0012716688215733,0.07857686467468739,1,1,0,1
8,2,24,0.9926182773611301,0.983478260869565,-0.3355746362746383,-0.30983021381932,0.06213315681088716,1,1,0,1
8,3,24,0.9924107023323825,0.983478260869565,1.085696402316292,1.0111071090553498,0.0920410911833945,1,1,0,1
9,0,24,0.9811108208334712,0.9756521739130434,0.5430082757181177,0.5877809951392313,0.09945079257401328,1,1,0,1
9,1,24,0.9920998965477253,0.983478260869565,0.9352312989649363,0.4301688829436898,0.5050624160212465,1,1,0,1
9,2,24,0.9937044966551148,0.983478260869565,1.3261543937260285,1.2415725090540946,0.10737034969497472,1,1,0,1
9,3,24,0.9925726109252042,0.946086956521739,2.205054722726345,2.1612041667103767,0.0882242073615392,1,1,0,1
