unit_id,target_id,stage,view_kind,external_path,sha256,size_bytes,row_count,fields,git_tracked
c74u_bcae1769111be523,1,P0_pilot,checkpoint_Wb,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/checkpoint_Wb_sha256_c6de016f92197cfb.npz,c6de016f92197cfb08b188a1deff7be26c167191a8ddc8dd339adfbc807a5783,13266,4,W;b,0
c74u_bcae1769111be523,1,P0_pilot,strict_source_trial,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/strict_source_trial_sha256_46a10dd33672839f.npz,46a10dd33672839f006eb746af4c5cf8f153e0712b5e20459b0f0043d7b6c0e3,16738610,4608,Wz;Wz_plus_b;logits;predicted_class;probabilities;source_class_label;source_domain_id;source_role;source_trial_id;z,0
c74u_bcae1769111be523,1,P0_pilot,target_unlabeled_representation,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/target_unlabeled_representation_sha256_536ea6318947fe03.npz,536ea6318947fe038ab2935998a615bd7c5068481173f591de49cab0b27991cb,2010946,576,Wz;Wz_plus_b;logits;predicted_class;probabilities;target_id;target_trial_id;z,0
c74u_bcae1769111be523,1,P0_pilot,target_construction_labels,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/target_construction_labels_sha256_bf6fa50f1211c8e5.npz,bf6fa50f1211c8e5dbbafde7513735095d7622efea3d381dd6ffe8ba79cd0840,80824,280,split_role;target_class_label;target_trial_id,0
c74u_bcae1769111be523,1,P0_pilot,target_evaluation_labels,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/target_evaluation_labels_sha256_1d356d4c912a94c8.npz,1d356d4c912a94c8a31f9becb6776ec21ab5be58c53adb8f7cc18986e5421894,85400,296,split_role;target_class_label;target_trial_id,0
c74u_bcae1769111be523,1,P0_pilot,same_label_oracle,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_bcae1769111be523/same_label_oracle_sha256_75ac2e5174e7a425.npz,75ac2e5174e7a4257c03fe8d7d507233005d8f2a589ca7ee548db311c25d0517,165480,576,split_role;target_class_label;target_trial_id,0
c74u_bbe9f8ae3d870b20,1,P1_expansion,checkpoint_Wb,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_bbe9f8ae3d870b20/checkpoint_Wb_sha256_666127ace3b96047.npz,666127ace3b960470c2696c59cadb7cd07c7f48911a73f252e290ce2fa90e924,13266,4,W;b,0
c74u_bbe9f8ae3d870b20,1,P1_expansion,strict_source_trial,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_bbe9f8ae3d870b20/strict_source_trial_sha256_f75c9ef351d09297.npz,f75c9ef351d092975354b3371f2a5507d8d97d6d7c0017d7500e28f22d3ccb32,16738610,4608,Wz;Wz_plus_b;logits;predicted_class;probabilities;source_class_label;source_domain_id;source_role;source_trial_id;z,0
c74u_bbe9f8ae3d870b20,1,P1_expansion,target_unlabeled_representation,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_bbe9f8ae3d870b20/target_unlabeled_representation_sha256_a9f3c45b30564a1d.npz,a9f3c45b30564a1de45d38bf9e1a92013f9d5ba108f2851b320accf73691363f,2010946,576,Wz;Wz_plus_b;logits;predicted_class;probabilities;target_id;target_trial_id;z,0
c74u_bbe9f8ae3d870b20,1,P1_expansion,target_construction_labels,/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_bbe9f8ae3d870b20/target_construction_labels_sha256_bf6fa50f1211c8e5.npz,bf6fa50f1211c8e5dbbafde7513735095d7622efea3d381dd6ffe8ba79cd0840,80824,280,split_role;target_class_label;target_trial_id,0
