target_id,counterfactual,candidate_count,mean_evaluation_bAcc,utility_spearman_vs_original,pairwise_rank_flip_fraction,top1_agreement,original_best_bAcc,counterfactual_best_bAcc,best_utility_delta,original_Wz_plus_b_vs_stored_logits_max_abs,evaluation_labels_used,same_label_oracle_used,hyperparameter_tuned_on_evaluation,diagnostic_only
1,I0_original,24,0.44304467601681224,0.9999999999999999,0.0,1,0.5266765038436865,0.5266765038436865,0.0,2.3655593395233154e-07,1,0,0,1
1,shrink_candidate_residual_alpha_0.5,24,0.484923474692244,0.8286956521739129,0.18840579710144928,1,0.5266765038436865,0.5672264310035208,0.0405499271598343,2.3655593395233154e-07,1,0,0,1
1,replace_with_target_common_alpha_0,24,0.5115805962845436,-0.03095043309433539,0.5145228215767634,0,0.5266765038436865,0.5185855062016053,-0.00809099764208121,2.3655593395233154e-07,1,0,0,1
1,candidate_permuted_residual,24,0.4436370443288013,0.3095652173913043,0.38405797101449274,0,0.5266765038436865,0.5392473325909859,0.012570828747299423,2.3655593395233154e-07,1,0,0,1
1,trajectory_preserving_shuffle,24,0.4428951941045594,-0.13130434782608694,0.5471014492753623,0,0.5266765038436865,0.5266765038436865,0.0,2.3655593395233154e-07,1,0,0,1
1,magnitude_matched_random_residual,24,0.41419270581906037,-0.4339130434782608,0.644927536231884,0,0.5266765038436865,0.4639076442482015,-0.06276885959548495,2.3655593395233154e-07,1,0,0,1
2,I0_original,24,0.2986350424672793,0.9999999999999999,0.0,1,0.34800861401471156,0.34800861401471156,0.0,2.3655593395233154e-07,1,0,0,1
2,shrink_candidate_residual_alpha_0.5,24,0.30863275121238054,0.6217391304347826,0.2826086956521739,0,0.34800861401471156,0.3358599751411048,-0.012148638873606732,2.3655593395233154e-07,1,0,0,1
2,replace_with_target_common_alpha_0,24,0.3114887277475531,-0.0889693824983791,0.5297029702970297,0,0.34800861401471156,0.3180238451820608,-0.029984768832650777,2.3655593395233154e-07,1,0,0,1
2,candidate_permuted_residual,24,0.29882227481814294,-0.02260869565217391,0.5217391304347826,0,0.34800861401471156,0.34782586547669986,-0.0001827485380117011,2.3655593395233154e-07,1,0,0,1
2,trajectory_preserving_shuffle,24,0.29851501424632043,0.5739130434782608,0.2608695652173913,0,0.34800861401471156,0.35129808769892207,0.003289473684210509,2.3655593395233154e-07,1,0,0,1
2,magnitude_matched_random_residual,24,0.29629775552533094,-0.41913043478260864,0.6485507246376812,0,0.34800861401471156,0.32609916559691915,-0.02190944841779241,2.3655593395233154e-07,1,0,0,1
3,I0_original,24,0.5606800388742906,0.9999999999999999,0.0,1,0.6559893158688026,0.6559893158688026,0.0,2.384185791015625e-07,1,0,0,1
3,shrink_candidate_residual_alpha_0.5,24,0.5864441463662246,0.8843478260869565,0.13043478260869565,0,0.6559893158688026,0.6277371472524931,-0.028252168616309525,2.384185791015625e-07,1,0,0,1
3,replace_with_target_common_alpha_0,24,0.6030245833944681,0.005341940130971792,0.5,0,0.6559893158688026,0.6102367804439939,-0.04575253542480873,2.384185791015625e-07,1,0,0,1
3,candidate_permuted_residual,24,0.5612482761853101,-0.08434782608695651,0.5217391304347826,0,0.6559893158688026,0.6596703836594594,0.0036810677906568,2.384185791015625e-07,1,0,0,1
3,trajectory_preserving_shuffle,24,0.5610915174237742,0.0826086956521739,0.463768115942029,0,0.6559893158688026,0.6591538728308279,0.0031645569620253333,2.384185791015625e-07,1,0,0,1
3,magnitude_matched_random_residual,24,0.5512803987912364,-0.02,0.5217391304347826,0,0.6559893158688026,0.5873588676510473,-0.06863044821775532,2.384185791015625e-07,1,0,0,1
4,I0_original,24,0.33237039941945007,0.9999999999999999,0.0,1,0.3942908428667922,0.3942908428667922,0.0,2.360902726650238e-07,1,0,0,1
4,shrink_candidate_residual_alpha_0.5,24,0.32693463280884166,0.8843478260869565,0.13768115942028986,0,0.3942908428667922,0.38263828058131855,-0.011652562285473678,2.360902726650238e-07,1,0,0,1
4,replace_with_target_common_alpha_0,24,0.3257754054826839,-0.09171988833992313,0.5330578512396694,0,0.3942908428667922,0.32820122772654414,-0.06608961514024808,2.360902726650238e-07,1,0,0,1
4,candidate_permuted_residual,24,0.3311114736154293,-0.18521739130434778,0.572463768115942,0,0.3942908428667922,0.3978981589741083,0.003607316107316072,2.360902726650238e-07,1,0,0,1
4,trajectory_preserving_shuffle,24,0.3321961179951686,0.5860869565217391,0.286231884057971,0,0.3942908428667922,0.3875340861100355,-0.006756756756756743,2.360902726650238e-07,1,0,0,1
4,magnitude_matched_random_residual,24,0.3293409102348976,-0.39391304347826084,0.6557971014492754,0,0.3942908428667922,0.3735261203615634,-0.020764722505228816,2.360902726650238e-07,1,0,0,1
5,I0_original,24,0.254584322116578,0.9999999999999999,0.0,1,0.2816904467405726,0.2816904467405726,0.0,3.8743019104003906e-07,1,0,0,1
5,shrink_candidate_residual_alpha_0.5,24,0.2564541570488399,0.6562230509684416,0.24175824175824176,1,0.2816904467405726,0.2705840168526736,-0.011106429887899005,3.8743019104003906e-07,1,0,0,1
5,replace_with_target_common_alpha_0,24,0.253882497236042,0.20755901652690228,0.37857142857142856,0,0.2816904467405726,0.25590796019900497,-0.025782486541567617,3.8743019104003906e-07,1,0,0,1
5,candidate_permuted_residual,24,0.2525994781308012,-0.05131550458338445,0.5127272727272727,0,0.2816904467405726,0.2782182245183504,-0.00347222222222221,3.8743019104003906e-07,1,0,0,1
5,trajectory_preserving_shuffle,24,0.2544249393196019,-0.09217391304347824,0.5181159420289855,0,0.2816904467405726,0.2782182245183504,-0.00347222222222221,3.8743019104003906e-07,1,0,0,1
5,magnitude_matched_random_residual,24,0.25447164608075973,-0.046956521739130425,0.5289855072463768,0,0.2816904467405726,0.2888393867253335,0.007148939984760905,3.8743019104003906e-07,1,0,0,1
6,I0_original,24,0.2961556493868732,0.9999999999999999,0.0,1,0.3439918989908183,0.3439918989908183,0.0,3.296881914138794e-07,1,0,0,1
6,shrink_candidate_residual_alpha_0.5,24,0.29123500231523614,0.6947826086956521,0.25,0,0.3439918989908183,0.33175775087974757,-0.012234148111070708,3.296881914138794e-07,1,0,0,1
6,replace_with_target_common_alpha_0,24,0.288750251221029,0.43575774158675923,0.3372093023255814,0,0.3439918989908183,0.29446264611899853,-0.04952925287181975,3.296881914138794e-07,1,0,0,1
6,candidate_permuted_residual,24,0.29523535486734687,0.16,0.4528985507246377,0,0.3439918989908183,0.3477232422744004,0.0037313432835821003,3.296881914138794e-07,1,0,0,1
6,trajectory_preserving_shuffle,24,0.2962094617739554,0.6365217391304347,0.2644927536231884,1,0.3439918989908183,0.3439918989908183,0.0,3.296881914138794e-07,1,0,0,1
6,magnitude_matched_random_residual,24,0.29913706234874066,-0.1243478260869565,0.5543478260869565,0,0.3439918989908183,0.334631150649193,-0.009360748341625258,3.296881914138794e-07,1,0,0,1
