pair_id,seed,target,level,regime,selection_ucl_prefers,source_endpoint_majority_prefers,source_pareto_status,target_endpoint_prefers,target_bacc_delta,target_nll_improve_delta,target_ece_improve_delta,target_gauge_prefers,leakage_source_target_conflict_class,leakage_endpoint_decoupled
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,selected,selected,source_pareto_incomparable,better,0.026041666666666574,0.05558207706117613,0.06860014266367442,better,source_endpoint_conflict,0
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,selected,selected,source_pareto_incomparable,better,0.01215277777777779,0.005949657389187291,-0.005331816743904719,better,source_endpoint_conflict,0
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,selected,selected,source_pareto_incomparable,better,-0.006944444444444475,0.21817126051429336,0.06492600893763659,selected,source_endpoint_conflict,0
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,selected,better,source_pareto_incomparable,better,0.02083333333333337,0.2050756132655298,0.05316164174919619,better,pure_selection_leakage_conflict,1
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,selected,selected,source_pareto_incomparable,better,0.09895833333333326,0.18391770480451586,0.08466597985004098,better,source_endpoint_conflict,0
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,selected,selected,source_pareto_incomparable,better,0.013888888888888729,0.045768205884761604,0.0017215556515128086,better,source_endpoint_conflict,0
0|4|1|S0_full_support|nearest_continuous_better|2|1,0,4,1,S0_full_support,selected,better,source_pareto_incomparable,better,0.015625,0.13318270604371718,0.08710997542683796,better,leakage_endpoint_conflict,1
0|5|0|S0_full_support|nearest_continuous_better|19|18,0,5,0,S0_full_support,selected,better,source_pareto_incomparable,better,-0.003472222222222321,0.16663394182359292,-0.00790710181833748,selected,leakage_endpoint_conflict,1
0|6|1|S0_full_support|nearest_continuous_better|20|19,0,6,1,S0_full_support,selected,selected,source_pareto_incomparable,better,0.019097222222222265,0.05578218952912373,0.06022071697834286,better,source_endpoint_conflict,0
0|7|1|S0_full_support|nearest_continuous_better|5|0,0,7,1,S0_full_support,selected,better,source_pareto_incomparable,better,0.02083333333333337,0.0934569187792389,0.03377899366621309,better,pure_selection_leakage_conflict,1
0|8|0|S0_full_support|nearest_continuous_better|17|15,0,8,0,S0_full_support,selected,better,source_pareto_incomparable,better,0.04861111111111105,0.10271628525394627,-0.008363270164413572,better,leakage_endpoint_conflict,1
0|9|0|S0_full_support|nearest_continuous_better|19|18,0,9,0,S0_full_support,selected,selected,source_pareto_incomparable,better,0.00347222222222221,0.07985759073226162,-0.004758480937393311,better,source_endpoint_conflict,0
0|9|1|S0_full_support|nearest_continuous_better|12|13,0,9,1,S0_full_support,selected,better,source_pareto_incomparable,better,0.0434027777777779,0.0551823732634138,0.022175578165376797,better,pure_selection_leakage_conflict,1
