pair_id,pair_key,seed,target,level,regime,selection_ucl_prefers,target_endpoint_prefers,target_gauge_delta_better_minus_selected,target_gauge_prefers,target_margin_mean_delta_better_minus_selected,target_margin_mean_prefers,leakage_target_gauge_conflict,target_gauge_non_source_only,c27_class_conditioned_confidence_global_available,c29_representation_projection_global_available,pair_local_representation_projection_atom_available
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,selected,better,0.026041666666666574,better,-0.06996458360195795,selected,1,1,1,1,0
0|1|1|S0_full_support|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S0_full_support,selected,better,0.01215277777777779,better,0.04216001025037158,better,1,1,1,1,0
0|2|0|S0_full_support|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S0_full_support,selected,better,-0.0013570206152028197,selected,-0.09113371240742679,selected,0,1,1,1,0
0|2|1|S0_full_support|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S0_full_support,selected,better,0.045611410249885964,better,-0.028316893535594634,selected,1,1,1,1,0
0|3|0|S0_full_support|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S0_full_support,selected,better,0.09895833333333326,better,0.009927717663378521,better,1,1,1,1,0
0|3|1|S0_full_support|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S0_full_support,selected,better,0.013888888888888729,better,0.04057532122439328,better,1,1,1,1,0
0|4|1|S0_full_support|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S0_full_support,selected,better,0.015625,better,-0.11902748544682445,selected,1,1,1,1,0
0|5|0|S0_full_support|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S0_full_support,selected,better,-0.003472222222222321,selected,0.048272352100262095,better,0,1,1,1,0
0|6|1|S0_full_support|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S0_full_support,selected,better,0.019097222222222265,better,-0.07128403338044315,selected,1,1,1,1,0
0|7|1|S0_full_support|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S0_full_support,selected,better,0.02083333333333337,better,-0.012608217126385657,selected,1,1,1,1,0
0|8|0|S0_full_support|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S0_full_support,selected,better,0.04861111111111105,better,0.10769635788414869,better,1,1,1,1,0
0|9|0|S0_full_support|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S0_full_support,selected,better,0.00347222222222221,better,0.006577806435115352,better,1,1,1,1,0
0|9|1|S0_full_support|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S0_full_support,selected,better,0.0434027777777779,better,0.03560885052926749,better,1,1,1,1,0
1|1|0|S0_full_support|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S0_full_support,selected,better,0.02777777777777779,better,0.012835157491619176,better,1,1,1,1,0
1|1|1|S0_full_support|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S0_full_support,selected,better,0.013888888888888895,better,-0.014755980886838327,selected,1,1,1,1,0
1|2|0|S0_full_support|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S0_full_support,selected,better,0.027034410613021254,better,-0.06443444171423152,selected,1,1,1,1,0
1|2|1|S0_full_support|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S0_full_support,selected,better,0.041341211372349196,better,-0.042773473251122185,selected,1,1,1,1,0
1|3|0|S0_full_support|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S0_full_support,selected,better,0.06423611111111105,better,-0.01720655724191461,selected,1,1,1,1,0
1|3|1|S0_full_support|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S0_full_support,selected,better,0.00694444444444442,better,-0.009949483995392694,selected,1,1,1,1,0
1|5|1|S0_full_support|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S0_full_support,selected,better,0.0143280126415678,better,-0.1815074583764315,selected,1,1,1,1,0
1|6|0|S0_full_support|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S0_full_support,selected,better,0.036458333333333315,better,8.057917628184752e-05,better,1,1,1,1,0
1|6|1|S0_full_support|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S0_full_support,selected,better,-0.001736111111111105,selected,-0.03458346350422775,selected,0,1,1,1,0
