epsilon_quantile,epsilon_radius,trajectory_id,seed,target,level,regime,mean_neighbors_including_self,mean_target_utility_variance,mean_target_utility_range,mean_joint_good_entropy,mean_pareto_good_entropy,mean_preference_robust_entropy,mean_target_gauge_variance,joint_good_cohabitation_rate,baseline_target_utility_variance,baseline_joint_good_entropy,baseline_pareto_good_entropy,baseline_preference_robust_entropy,baseline_target_gauge_variance,target_labels_diagnostic_only
0.01,0.03462955414672538,0|1|0|S0_full_support,0,1,0,S0_full_support,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,1
0.01,0.03462955414672538,0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,1
0.01,0.03462955414672538,0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,1
0.01,0.03462955414672538,0|1|1|S0_full_support,0,1,1,S0_full_support,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1
0.01,0.03462955414672538,0|1|1|S2_rare_cells,0,1,1,S2_rare_cells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1
0.01,0.03462955414672538,0|1|1|S3_nonestimable_cells,0,1,1,S3_nonestimable_cells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1
0.01,0.03462955414672538,0|2|0|S0_full_support,0,2,0,S0_full_support,1.0740740740740742,6.512618596946415e-08,0.00013891237415959763,0.0,0.0,0.0,4.983084127347802e-10,0.0,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,1
0.01,0.03462955414672538,0|2|0|S2_rare_cells,0,2,0,S2_rare_cells,1.1481481481481481,1.360725922865883e-07,0.0002838991233034282,0.0,0.0,0.0,6.820044321077542e-08,0.0,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,1
0.01,0.03462955414672538,0|2|0|S3_nonestimable_cells,0,2,0,S3_nonestimable_cells,1.0740740740740742,6.512618596946415e-08,0.00013891237415959763,0.0,0.0,0.0,4.983084127347802e-10,0.0,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,1
0.01,0.03462955414672538,0|2|1|S0_full_support,0,2,1,S0_full_support,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1
0.01,0.03462955414672538,0|2|1|S2_rare_cells,0,2,1,S2_rare_cells,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1
0.01,0.03462955414672538,0|2|1|S3_nonestimable_cells,0,2,1,S3_nonestimable_cells,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1
0.01,0.03462955414672538,0|3|0|S0_full_support,0,3,0,S0_full_support,1.5217391304347827,7.92817796312634e-06,0.0018789253645143074,0.0,0.08695652173913043,0.0,6.55235171766006e-08,0.0,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1
0.01,0.03462955414672538,0|3|0|S2_rare_cells,0,3,0,S2_rare_cells,2.130434782608696,1.769135059701142e-05,0.005697422028402836,0.0,0.12005849519148676,0.0,1.2110930091475011e-07,0.0,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1
0.01,0.03462955414672538,0|3|0|S3_nonestimable_cells,0,3,0,S3_nonestimable_cells,1.6956521739130435,1.4298307649116177e-05,0.0038004804988897288,0.0,0.07875122280257099,0.0,1.0287192196726296e-07,0.0,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1
0.01,0.03462955414672538,0|3|1|S0_full_support,0,3,1,S0_full_support,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35689241601597277,0.0,0.7219280948873623,0.24229218908241482,0.0006513985339506176,1
0.01,0.03462955414672538,0|3|1|S2_rare_cells,0,3,1,S2_rare_cells,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35689241601597277,0.0,0.7219280948873623,0.24229218908241482,0.0006513985339506176,1
0.01,0.03462955414672538,0|3|1|S3_nonestimable_cells,0,3,1,S3_nonestimable_cells,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35689241601597277,0.0,0.7219280948873623,0.24229218908241482,0.0006513985339506176,1
0.01,0.03462955414672538,0|4|0|S0_full_support,0,4,0,S0_full_support,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3336440921623078,0.954434002924965,0.5435644431995964,0.0,0.000548055306056563,1
