path,sha256,size_bytes,row_count,raw_EEG_or_weights,tracked_or_to_be_tracked
oaci/reports/c78r_tables/ERM_OACI_SRC_asymmetry_contract.csv,bb1397e6742fc3aaa125cea47a7fcbbb9d5e60eb531aa4f67104146da1a73f1a,159,3,0,1
oaci/reports/c78r_tables/SRC_Wz_logit_identity_summary.csv,733925f6cdaca5f6b4d603cb1ecdb9ccccdec9bdbd7e64954106ffa546ef4c5c,148,1,0,1
oaci/reports/c78r_tables/SRC_actual_compute_storage_summary.csv,1c57384e5e442b4a16e33f0d7473e59013f7fb554ff91a76451435cfb8518eac,434,1,0,1
oaci/reports/c78r_tables/SRC_authorization_audit.csv,f8c2bff047f8fdc85536819d284ef3b6cc3581d638da1c634f0d29c46f4c2089,288,1,0,1
oaci/reports/c78r_tables/SRC_checkpoint_cadence_audit.csv,0d141708f9fdaadf65469e5e220b36780268d48247a31c061b21dd2e41635216,717,2,0,1
oaci/reports/c78r_tables/SRC_checkpoint_genealogy.csv,7a5fe68758cc3b07583359681c276b600a66046b096210c917ec30300f228b93,22806,80,0,1
oaci/reports/c78r_tables/SRC_checkpoint_manifest.csv,0a9982faf97c2f5d001c4a38bca51bed88542a25c07be300badc7af50abc25e4,26971,80,0,1
oaci/reports/c78r_tables/SRC_code_config_hash_replay.csv,4ebfaaa6d0982e757edc57bfed291f3250467e273268cb762ec65f216b7a0559,981,4,0,1
oaci/reports/c78r_tables/SRC_determinism_replay.csv,d277a9c0803b690861779049c2d9beb998f5b9c09ff077eece9fd7889c42ed23,127,1,0,1
oaci/reports/c78r_tables/SRC_environment_preflight.csv,9e70cd464acc36e7e24d28319613440956dff38c7cbb841a2cba9b7a6d52d48d,278,4,0,1
oaci/reports/c78r_tables/SRC_instrumentation_schema_audit.csv,4220ec8af61ada21dbd16feb51829f22e74dd291b4297e8d2770e2e681adc872,869,22,0,1
oaci/reports/c78r_tables/SRC_level_compatibility_preflight.csv,c59f1d9941335ca8df33e44e962ba8820961d1f2fd51599dc3a8bcffec1f8d13,501,2,0,1
oaci/reports/c78r_tables/SRC_level_compatibility_runtime.csv,ae46694a6018fc5a967212e7159d3dde3e1a9ba4cfffd6c300149df6233ccbe2,87,2,0,1
oaci/reports/c78r_tables/SRC_lock_and_scratch_preflight.csv,44663e494c5bf0474502747a09db6b6ec3449d7d54fba3d88bd1cbfa352e99bc,166,4,0,1
oaci/reports/c78r_tables/SRC_physical_view_manifest.csv,9f0dba859b9366390d37472ce33a4d690b0f74f36f66a4d9778ab93c6445e5f2,1841,6,0,1
oaci/reports/c78r_tables/SRC_registered_feature_block_computability.csv,c2ab406a6f79fb956b7e1613c872f01dd0b575a9c970cf2491f7a6ea1c36bc8d,299,4,0,1
oaci/reports/c78r_tables/SRC_runner_path_audit.csv,b5fa328351d132f92effe9dc6944c313212d9b152a325dbbb7731f1de9bb36f2,454,4,0,1
oaci/reports/c78r_tables/SRC_storage_preflight.csv,d0aea662b0d9813e1ccaabe57b2612af1029d1e9e3be31ce8d360bf08dfb099e,223,1,0,1
oaci/reports/c78r_tables/SRC_target_isolation_preflight.csv,2831996ddc98385ef657fea5d21d1583e16445d226841a72d40c1df5b549e95b,226,5,0,1
oaci/reports/c78r_tables/SRC_target_isolation_runtime_audit.csv,a691e7453a99a0d7aa6e698f072cb00aa92c42a2fdd48b68d10b43e0f1bc85b5,334,1,0,1
oaci/reports/c78r_tables/SRC_training_runtime_ledger.csv,18bf761420fcea59875632d307ea09613e0c202c042776344837db8d8d986ca9,469,2,0,1
oaci/reports/c78r_tables/SRC_trajectory_trace_manifest.csv,10c94dad666c695b9649c53c2c1060f124db3d43f83dfeed868dc1e693e5af09,1008,2,0,1
oaci/reports/c78r_tables/SRC_unit_manifest.csv,e13114216bfff56d836d2c8d8633631a6352017916d4ad65b6d375932f1ea4f9,8319,80,0,1
oaci/reports/c78r_tables/c77_SRC_history_replay.csv,3cdd4cf8d30f6b77831fef6f715722f5e7e8f4a6a3f2cde32bd0e618df1d81f1,428,1,0,1
oaci/reports/c78r_tables/c78_environment_replay.csv,c9ac79b2404394229f44b106b150dfe3330d0e5993648a1ddfbd91198c0cbf3c,224,1,0,1
oaci/reports/c78r_tables/c78_protocol_replay.csv,cb83a88bcb59b25f4d5b5a886ea57a419b6785b6b8064237b5c4d154c3f4e789,262,1,0,1
oaci/reports/c78r_tables/c78_target_isolation_replay.csv,40f6fa6667caed4bc92c1427aac4f16e193145cfaa9a90f48c97b660f6ecc108,436,1,0,1
oaci/reports/c78r_tables/c78_unit_and_cache_replay.csv,0a41b7882015bbdf1d3887a52bfc217134638e3544850c429f1cded2bab78808,142,1,0,1
oaci/reports/c78r_tables/cross_regime_runner_difference_ledger.csv,b0df94c3b331944b6d775c5db0af5f64a49a9ca6ed90221c44e1a1dd736e4a5d,357,5,0,1
oaci/reports/c78r_tables/cross_regime_schema_compatibility.csv,8240b3030288312964bc45711d9381db8e0123f39d9fcc98f7967dfe0c1b8268,589,3,0,1
oaci/reports/c78r_tables/execution_attempt_ledger.csv,51e92ab1bc83b0ffe6f5c6de368d36a0ece27abb79fc6f7085797569a5a942be,470,6,0,1
oaci/reports/c78r_tables/external_artifact_manifest.csv,0c936b53425f5114e8f281e7b6a4d83cd17bf95f76197fefc4ae28b3e05a0e22,1282,5,0,1
oaci/reports/c78r_tables/failure_reason_ledger.csv,60b8fc0fa6e69746f9084fd81b10a37058a1f0f2ee1d737c3d2ae01ecc5d632a,428,5,0,1
oaci/reports/c78r_tables/full_seed3_expansion_gate.csv,ad2449505210536a0931b411b79f97c600f765a884960b5a4a8eab78fcd5eee6,264,1,0,1
oaci/reports/c78r_tables/measured_regime_phase_costs.csv,46ff40959823988198c2890e5b5614399646953a0a10d16e22bc1871bf1f97b3,352,4,0,1
oaci/reports/c78r_tables/protocol_red_team_checks.csv,d1f8b7c35f4fad2a247b241621b5a4470604a6f9ca85c2747fc9e6f0c7246b5d,2319,34,0,1
