path,size_bytes,over_50MiB,passed
oaci/reports/c78r_tables/ERM_OACI_SRC_asymmetry_contract.csv,159,0,1
oaci/reports/c78r_tables/SRC_Wz_logit_identity_summary.csv,148,0,1
oaci/reports/c78r_tables/SRC_actual_compute_storage_summary.csv,434,0,1
oaci/reports/c78r_tables/SRC_authorization_audit.csv,288,0,1
oaci/reports/c78r_tables/SRC_checkpoint_cadence_audit.csv,717,0,1
oaci/reports/c78r_tables/SRC_checkpoint_genealogy.csv,22806,0,1
oaci/reports/c78r_tables/SRC_checkpoint_manifest.csv,26971,0,1
oaci/reports/c78r_tables/SRC_code_config_hash_replay.csv,981,0,1
oaci/reports/c78r_tables/SRC_determinism_replay.csv,127,0,1
oaci/reports/c78r_tables/SRC_environment_preflight.csv,278,0,1
oaci/reports/c78r_tables/SRC_instrumentation_schema_audit.csv,869,0,1
oaci/reports/c78r_tables/SRC_level_compatibility_preflight.csv,501,0,1
oaci/reports/c78r_tables/SRC_level_compatibility_runtime.csv,87,0,1
oaci/reports/c78r_tables/SRC_lock_and_scratch_preflight.csv,166,0,1
oaci/reports/c78r_tables/SRC_physical_view_manifest.csv,1841,0,1
oaci/reports/c78r_tables/SRC_registered_feature_block_computability.csv,299,0,1
oaci/reports/c78r_tables/SRC_runner_path_audit.csv,454,0,1
oaci/reports/c78r_tables/SRC_storage_preflight.csv,223,0,1
oaci/reports/c78r_tables/SRC_target_isolation_preflight.csv,226,0,1
oaci/reports/c78r_tables/SRC_target_isolation_runtime_audit.csv,334,0,1
oaci/reports/c78r_tables/SRC_training_runtime_ledger.csv,469,0,1
oaci/reports/c78r_tables/SRC_trajectory_trace_manifest.csv,1008,0,1
oaci/reports/c78r_tables/SRC_unit_manifest.csv,8319,0,1
oaci/reports/c78r_tables/c77_SRC_history_replay.csv,428,0,1
oaci/reports/c78r_tables/c78_environment_replay.csv,224,0,1
oaci/reports/c78r_tables/c78_protocol_replay.csv,262,0,1
oaci/reports/c78r_tables/c78_target_isolation_replay.csv,436,0,1
oaci/reports/c78r_tables/c78_unit_and_cache_replay.csv,142,0,1
oaci/reports/c78r_tables/cross_regime_runner_difference_ledger.csv,357,0,1
oaci/reports/c78r_tables/cross_regime_schema_compatibility.csv,589,0,1
oaci/reports/c78r_tables/execution_attempt_ledger.csv,470,0,1
oaci/reports/c78r_tables/external_artifact_manifest.csv,1282,0,1
oaci/reports/c78r_tables/failure_reason_ledger.csv,428,0,1
oaci/reports/c78r_tables/full_seed3_expansion_gate.csv,264,0,1
oaci/reports/c78r_tables/measured_regime_phase_costs.csv,352,0,1
oaci/reports/c78r_tables/protocol_red_team_checks.csv,2319,0,1
oaci/reports/c78r_tables/red_team_checks.csv,6754,0,1
oaci/reports/c78r_tables/red_team_repair_ledger.csv,1274,0,1
oaci/reports/c78r_tables/regression_verification.csv,737,0,1
oaci/reports/c78r_tables/risk_register.csv,2448,0,1
oaci/reports/c78r_tables/seed4_protection_audit.csv,129,0,1
oaci/reports/c78r_tables/updated_full_seed3_compute_plan.csv,570,0,1
oaci/reports/c78r_tables/updated_full_seed3_storage_plan.csv,827,0,1
oaci/reports/C78R_PROTOCOL_RED_TEAM_VERIFICATION.md,386,0,1
oaci/reports/C78R_PROTOCOL_TIMING_AUDIT.md,774,0,1
oaci/reports/C78R_RED_TEAM_VERIFICATION.md,336,0,1
oaci/reports/C78R_SEED3_SRC_CANARY.md,3715,0,1
oaci/reports/C78R_AUTHORIZED_CANARY_STATE.json,3069,0,1
oaci/reports/C78R_AUTHORIZED_EXECUTION_LOCK.json,2461,0,1
oaci/reports/C78R_SEED3_SRC_CANARY.json,4298,0,1
oaci/reports/C78R_SRC_CANARY_PROTOCOL.json,6619,0,1
oaci/reports/C78R_AUTHORIZED_EXECUTION_LOCK.sha256,65,0,1
oaci/reports/C78R_SRC_CANARY_PROTOCOL.sha256,65,0,1
oaci/conditioned_ceiling_coverage/c78r_collect.py,31856,0,1
oaci/conditioned_ceiling_coverage/c78r_common.py,7711,0,1
oaci/conditioned_ceiling_coverage/c78r_finalize.py,15028,0,1
oaci/conditioned_ceiling_coverage/c78r_instrument.py,19748,0,1
oaci/conditioned_ceiling_coverage/c78r_protocol_red_team.py,7074,0,1
oaci/conditioned_ceiling_coverage/c78r_red_team.py,14344,0,1
oaci/conditioned_ceiling_coverage/c78r_seed3_src_canary.py,21456,0,1
oaci/conditioned_ceiling_coverage/c78r_train.py,24786,0,1
oaci/slurm_c78r_aggregate.sh,673,0,1
oaci/slurm_c78r_collect.sh,508,0,1
oaci/slurm_c78r_finalize.sh,510,0,1
oaci/slurm_c78r_instrument.sh,812,0,1
oaci/slurm_c78r_link_views.sh,611,0,1
oaci/slurm_c78r_protocol_test.sh,765,0,1
oaci/slurm_c78r_red_team.sh,509,0,1
oaci/slurm_c78r_regression.sh,1095,0,1
oaci/slurm_c78r_train.sh,892,0,1
oaci/tests/test_c78r_collect.py,2737,0,1
oaci/tests/test_c78r_seed3_SRC_canary.py,5542,0,1
