seed,target,level,regime,comparison,meaningful_continuous_regret,joint_min_margin_delta,endpoint_norm_regret_reduction,target_gauge_delta,target_margin_mean_delta,source_score_delta,target_unlabeled_R3_delta,target_grouped_centered_delta,gauge_jump,source_insensitive_to_gauge,gauge_jump_unseen_by_source
0,1,0,S0_full_support,nearest_continuous_better,1,0.6095566124877776,0.7825129095188046,0.026041666666666574,-0.06996458360195795,0.015937676583108906,0.04887644182647288,0.015937676583108906,1,1,1
0,1,0,S0_full_support,nearest_pareto_better,1,0.6095566124877776,0.7825129095188046,0.026041666666666574,-0.06996458360195795,0.015937676583108906,0.04887644182647288,0.015937676583108906,1,1,1
0,1,0,S0_full_support,target_oracle,1,1.5175038380149355,1.4740989346682798,0.079861111111111,0.06158070604119792,0.1774065857890238,-0.1077561294454682,0.1774065857890238,1,0,0
0,1,1,S0_full_support,nearest_continuous_better,1,-0.06076721853526634,0.11459495812646225,0.01215277777777779,0.04216001025037158,-0.07624695009060461,0.0011147947199607877,-0.07624695009060461,0,0,0
0,1,1,S0_full_support,nearest_pareto_better,1,0.1568618808785207,0.25849954177879697,0.00694444444444442,0.02185117473921233,0.10881429754129868,0.06808172858121414,0.10881429754129868,0,0,0
0,1,1,S0_full_support,target_oracle,1,0.16102382747804814,0.4045235435041362,0.0190972222222221,0.03134085985664353,-0.03570351008691941,0.06473760006934404,-0.03570351008691941,0,0,0
0,2,0,S0_full_support,nearest_continuous_better,1,0.815643208806299,0.8428721151206853,-0.0013570206152028197,-0.09113371240742679,0.10550589658019538,-0.03177720587111943,0.10550589658019538,0,0,0
0,2,0,S0_full_support,nearest_pareto_better,1,0.815643208806299,0.8428721151206853,-0.0013570206152028197,-0.09113371240742679,0.10550589658019538,-0.03177720587111943,0.10550589658019538,0,0,0
0,2,0,S0_full_support,target_oracle,1,0.9647308822802707,1.216198439106435,0.01600409049590834,-0.06193804853322199,0.294020981178299,-0.20035510117614608,0.294020981178299,0,0,0
0,2,1,S0_full_support,nearest_continuous_better,1,0.7666845342393658,1.0757390364291197,0.045611410249885964,-0.028316893535594634,0.16006000474129056,-0.04352719171140751,0.16006000474129056,1,0,0
