path,size_bytes,over_50mb,passed
oaci/reports/C57_LITERATURE_ALIGNMENT.md,1276,0,1
oaci/reports/C57_MANUSCRIPT_SCAFFOLD_CLAIM_CONTRACT.json,1981,0,1
oaci/reports/C57_MANUSCRIPT_SCAFFOLD_CLAIM_CONTRACT.md,3354,0,1
oaci/reports/C57_PROVENANCE_AUDIT.md,436,0,1
oaci/reports/C57_RED_TEAM_VERIFICATION.md,60,0,1
oaci/reports/C57_REVIEWER_QA_DOSSIER.md,3017,0,1
oaci/reports/c57_manuscript_scaffold/figure_plan.md,4898,0,1
oaci/reports/c57_manuscript_scaffold/information_boundary_formalism.md,1473,0,1
oaci/reports/c57_manuscript_scaffold/manuscript_outline.md,1294,0,1
oaci/reports/c57_manuscript_scaffold/section_claims.md,2464,0,1
oaci/reports/c57_manuscript_scaffold/terminology_contract.md,1725,0,1
oaci/reports/c57_manuscript_scaffold/title_abstract_candidates.md,969,0,1
oaci/reports/c57_tables/bayes_ceiling_vs_action_rule.csv,605,0,1
oaci/reports/c57_tables/claim_contract.csv,3495,0,1
oaci/reports/c57_tables/claim_strength_ladder.csv,625,0,1
oaci/reports/c57_tables/claim_to_literature_map.csv,372,0,1
oaci/reports/c57_tables/contribution_map.csv,528,0,1
oaci/reports/c57_tables/figure_evidence_map.csv,3962,0,1
oaci/reports/c57_tables/forbidden_claim_boundary.csv,1201,0,1
oaci/reports/c57_tables/forbidden_claim_scan.csv,49,0,1
oaci/reports/c57_tables/forbidden_literature_overclaims.csv,465,0,1
oaci/reports/c57_tables/information_class_ladder.csv,1364,0,1
oaci/reports/c57_tables/key_number_provenance.csv,6975,0,1
oaci/reports/c57_tables/key_number_to_figure_map.csv,2230,0,1
oaci/reports/c57_tables/literature_alignment_matrix.csv,1783,0,1
oaci/reports/c57_tables/manuscript_section_map.csv,1201,0,1
oaci/reports/c57_tables/missing_or_ambiguous_provenance.csv,30,0,1
oaci/reports/c57_tables/red_team_failure_ledger.csv,20,0,1
oaci/reports/c57_tables/remaining_caveats.csv,432,0,1
oaci/reports/c57_tables/reviewer_answer_evidence_map.csv,1070,0,1
oaci/reports/c57_tables/reviewer_question_bank.csv,2761,0,1
oaci/reports/c57_tables/schema_validation_summary.csv,53,0,1
oaci/reports/c57_tables/subagent_audit_manifest.csv,819,0,1
oaci/reports/c57_tables/taxonomy_crosswalk.csv,2032,0,1
oaci/reports/c57_tables/term_usage_guardrails.csv,339,0,1
oaci/reports/c57_tables/test_command_manifest.csv,550,0,1
