dataset,method,seed,fold,target_bacc,graph_kl,node_kl,R3_task_drop_k2,R3_task_drop_k8,random_subspace_task_drop_k2,task_head_alignment_k2,mean_logit_norm,mean_margin,prediction_entropy,target_nll,removed_vs_original_agreement,removed_target_bacc,head_replay_ok
BNCI2014_001,dcigl_consistency_beta0.1,0,0,0.4548611111111111,1.0059150457382202,0.441471129655838,0.015625,0.1388888888888889,0.00694444444444442,0.025709320077658734,2.839470451184131,1.0125966041573133,0.9009183023995025,1.2383654140251918,0.859375,0.4392361111111111,True
BNCI2014_001,dcigl_consistency_beta0.1,0,1,0.2586805555555555,1.0764458179473877,0.5103869438171387,0.01041666666666663,0.019097222222222182,0.005208333333333315,0.022196093662755784,3.1484679138656273,1.1412496565748016,0.8627743271753895,2.273096026980481,0.7760416666666666,0.2482638888888889,True
BNCI2014_001,dcigl_consistency_beta0.1,0,2,0.453125,0.881838321685791,0.36121928691864014,0.08333333333333337,0.1423611111111111,-0.0017361111111110494,0.06724227009525496,2.6432101570382223,1.1591682867252229,0.8962980843080407,1.4216980068709557,0.703125,0.36979166666666663,True
BNCI2014_001,dcigl_consistency_beta0.1,0,3,0.3003472222222222,1.1016533374786377,0.4933542013168335,0.029513888888888895,0.029513888888888895,0.010416666666666685,0.024984619247459306,2.8826321526413934,1.2012725157636994,0.8641678954637881,2.0805573266428192,0.8524305555555556,0.2708333333333333,True
BNCI2014_001,dcigl_consistency_beta0.1,0,4,0.2482638888888889,1.0323667526245117,0.4626016616821289,2.7755575615628914e-17,0.008680555555555552,0.0034722222222222376,0.058035918382756166,3.0716767916298258,1.1150590673688219,0.8330859622085912,2.3612379292010868,0.5920138888888888,0.24826388888888887,True
BNCI2014_001,dcigl_consistency_beta0.1,0,5,0.3125,1.0284074544906616,0.42951786518096924,-0.010416666666666685,0.02430555555555558,0.010416666666666685,0.061954060128353146,4.7068095205214355,1.509946185973987,0.6901111344354153,2.588389654182724,0.7256944444444444,0.3229166666666667,True
BNCI2014_001,dcigl_consistency_beta0.1,0,6,0.23958333333333331,1.0668668746948242,0.45283225178718567,0.012152777777777762,-0.0017361111111111605,0.0,0.05447183498198095,2.8087946304052944,1.1978952065820698,0.8637655044435374,2.235965214495716,0.8819444444444444,0.22743055555555555,True
BNCI2014_001,dcigl_consistency_beta0.1,0,7,0.453125,0.9123305082321167,0.4231194257736206,0.032986111111111105,0.125,-0.0017361111111111605,0.14118012366039398,2.249276479654405,1.047143654554721,0.9635900276101409,1.3261868180326535,0.6371527777777778,0.4201388888888889,True
BNCI2014_001,dcigl_consistency_beta0.1,0,8,0.3454861111111111,0.7170723080635071,0.3930377662181854,0.008680555555555525,0.09375,0.00347222222222221,0.22667238009800567,4.0002537945250065,1.8350416561347838,0.63341205665119,2.1842550056963206,0.7690972222222222,0.3368055555555556,True
BNCI2014_001,cigl_graph_node,0,0,0.46875,0.7225001454353333,0.30488571524620056,0.048611111111111105,0.1892361111111111,0.02083333333333337,0.016646606740176203,2.499354913426791,0.9168626556824502,0.9513906220268363,1.1948577844027233,0.8541666666666666,0.4201388888888889,True
BNCI2014_001,cigl_graph_node,0,1,0.2552083333333333,0.8742154240608215,0.38359948992729187,-0.015625,-5.551115123125783e-17,-0.03472222222222221,0.006625995141973174,2.762523696801436,1.0805161001354362,0.9057971634550996,2.1044519288879724,0.8038194444444444,0.2708333333333333,True
BNCI2014_001,cigl_graph_node,0,2,0.4097222222222222,0.530703604221344,0.24376554787158966,0.04166666666666663,0.05555555555555558,0.005208333333333315,0.049236356748330184,2.5123763684564366,1.021198689032943,0.9326430360463305,1.4982931977366103,0.6440972222222222,0.3680555555555556,True
BNCI2014_001,cigl_graph_node,0,3,0.2743055555555556,0.8700322508811951,0.36448246240615845,0.015625,0.01215277777777779,-0.01736111111111105,0.02949492684586832,2.530041315022558,1.0608410352784432,0.9335579324503327,1.9045297811843787,0.7048611111111112,0.2586805555555556,True
BNCI2014_001,cigl_graph_node,0,4,0.2517361111111111,0.7354043126106262,0.33467569947242737,0.008680555555555552,0.0,-0.00694444444444442,0.02441762045522593,3.0300790038896213,1.0216387383258825,0.8563325425998457,2.2732211678861507,0.7517361111111112,0.24305555555555555,True
BNCI2014_001,cigl_graph_node,0,5,0.296875,0.8982024788856506,0.32611382007598877,0.001736111111111105,0.01909722222222221,0.010416666666666685,0.01870544533519162,4.080428995951753,1.3213318057629122,0.748398692174258,2.395181037815364,0.7690972222222222,0.2951388888888889,True
BNCI2014_001,cigl_graph_node,0,6,0.2378472222222222,0.7855993509292603,0.334755539894104,0.005208333333333315,0.026041666666666657,-0.005208333333333315,0.023928714150817872,2.54292932143706,1.0998754469531087,0.9088073055526196,2.1242806887439065,0.8819444444444444,0.2326388888888889,True
BNCI2014_001,cigl_graph_node,0,7,0.45659722222222227,0.6547401547431946,0.28963741660118103,0.0625,0.14409722222222227,-0.008680555555555525,0.03953831356826459,2.07289962313044,0.9529546060154654,1.0048343573333776,1.2987085381593806,0.6163194444444444,0.39409722222222227,True
BNCI2014_001,cigl_graph_node,0,8,0.3576388888888889,0.5984157919883728,0.29119306802749634,0.041666666666666685,0.0763888888888889,0.008680555555555525,0.11959304748877018,3.945213132818332,1.7297347164249968,0.655106142444855,2.0637797623813388,0.8263888888888888,0.3159722222222222,True
BNCI2014_001,fcigl_align_eta0.01,0,0,0.47395833333333337,0.8588619828224182,0.4146333634853363,0.03645833333333337,0.1371527777777778,0.006944444444444475,0.014574840634509176,2.6644353106448824,0.9726344916633844,0.9257937154519236,1.2209260310580459,0.8559027777777778,0.4375,True
BNCI2014_001,fcigl_align_eta0.01,0,1,0.2638888888888889,0.9847379922866821,0.5084917545318604,0.001736111111111105,0.001736111111111105,-0.010416666666666685,0.006502298002511947,3.119651314530971,1.1506479350417302,0.8584418002869684,2.253887191883202,0.7847222222222222,0.2621527777777778,True
BNCI2014_001,fcigl_align_eta0.01,0,2,0.4305555555555556,0.7816225290298462,0.36067309975624084,0.07465277777777779,0.07638888888888895,-0.00694444444444442,0.03306972950014938,2.5049737226902065,1.08342044409786,0.9266909477355855,1.4248929778535318,0.6666666666666666,0.3559027777777778,True
BNCI2014_001,fcigl_align_eta0.01,0,3,0.2899305555555556,1.0492087602615356,0.4871003031730652,-0.005208333333333315,0.01388888888888895,0.0017361111111111605,0.015305237177289554,2.9416194569084397,1.168075969480392,0.8785094456834561,2.0439364152320025,0.84375,0.2951388888888889,True
BNCI2014_001,fcigl_align_eta0.01,0,4,0.2569444444444445,0.9067508578300476,0.44212108850479126,0.0017361111111111605,0.015625000000000056,0.001736111111111105,0.0177252818944838,3.0652765033465843,1.0770100606669726,0.8405684153289821,2.3283439960374936,0.7951388888888888,0.2552083333333333,True
BNCI2014_001,fcigl_align_eta0.01,0,5,0.30208333333333337,0.9648665189743042,0.42379119992256165,-0.012152777777777735,0.022569444444444475,-0.005208333333333259,0.0166710768733998,4.418276622989487,1.4494276924440865,0.7075933074691243,2.5112920524462776,0.78125,0.3142361111111111,True
BNCI2014_001,fcigl_align_eta0.01,0,6,0.2378472222222222,1.0203524827957153,0.4489952623844147,0.001736111111111105,0.001736111111111105,-0.001736111111111105,0.015411052046729552,2.64497457423518,1.1553285065735597,0.8874994467337445,2.172132252448157,0.9131944444444444,0.2361111111111111,True
BNCI2014_001,fcigl_align_eta0.01,0,7,0.4565972222222222,0.7634909749031067,0.41041189432144165,0.05381944444444442,0.1579861111111111,-0.00520833333333337,0.020326280862002086,2.2590867762357076,0.9840872661776986,0.9801366050257856,1.3409836962482657,0.6840277777777778,0.4027777777777778,True
BNCI2014_001,fcigl_align_eta0.01,0,8,0.3454861111111111,0.7899814248085022,0.3905009925365448,0.036458333333333315,0.0642361111111111,0.0,0.0720995397988265,3.8567141562104275,1.808535981246185,0.6620399754657014,2.0744703644698044,0.8697916666666666,0.3090277777777778,True
BNCI2014_001,dcigl_consistency_beta0.1,1,0,0.4461805555555556,0.9288337826728821,0.43547677993774414,-0.005208333333333315,0.08333333333333331,0.0034722222222222654,0.007311176752030376,2.892686882454593,1.157488302215643,0.8640286043930158,1.3074028597376939,0.8784722222222222,0.4513888888888889,True
BNCI2014_001,dcigl_consistency_beta0.1,1,1,0.2986111111111111,1.122288703918457,0.5070061087608337,0.00694444444444442,0.008680555555555525,0.00347222222222221,0.008092565382749294,2.9236660852510488,1.2098809578476173,0.8603403088959207,2.115741017783199,0.9253472222222222,0.2916666666666667,True
BNCI2014_001,dcigl_consistency_beta0.1,1,2,0.40625,0.9082316160202026,0.46660393476486206,0.01215277777777779,0.17881944444444442,0.00868055555555558,0.006855682002471564,2.9773166928732135,1.2487822210128265,0.8440429576122536,1.632514387163568,0.9305555555555556,0.3940972222222222,True
BNCI2014_001,dcigl_consistency_beta0.1,1,3,0.2916666666666667,1.1343538761138916,0.5050368905067444,0.015625,0.0034722222222222654,-0.00694444444444442,0.009443478395866647,2.9752382667962887,1.2345059190462087,0.8414240601205508,2.033986551289377,0.8836805555555556,0.2760416666666667,True
BNCI2014_001,dcigl_consistency_beta0.1,1,4,0.2534722222222222,0.9579585790634155,0.4203149676322937,-0.015625,0.005208333333333315,-0.006944444444444475,0.021970801333818277,4.2118483454937,1.1212466534339485,0.7522566544878383,2.7965568853445455,0.8697916666666666,0.2690972222222222,True
BNCI2014_001,dcigl_consistency_beta0.1,1,5,0.2795138888888889,0.9655600190162659,0.5140251517295837,-0.008680555555555525,0.020833333333333315,-0.008680555555555525,0.009301555715283927,4.037798476770397,1.4316104779569616,0.7252540440983359,2.4408845329802245,0.8993055555555556,0.2881944444444444,True
BNCI2014_001,dcigl_consistency_beta0.1,1,6,0.22916666666666666,1.0206435918807983,0.5245596170425415,0.020833333333333315,0.03819444444444445,0.020833333333333315,0.052060026991415397,2.952759233712272,1.1644302876944885,0.8648228452088085,2.3466707124862807,0.8263888888888888,0.20833333333333334,True
BNCI2014_001,dcigl_consistency_beta0.1,1,7,0.4114583333333333,1.0570346117019653,0.49952441453933716,0.029513888888888895,0.027777777777777735,0.010416666666666685,0.03816887838812329,2.7343837396238735,1.2572826649601572,0.8577415946495994,1.4803178990831085,0.7395833333333334,0.3819444444444444,True
BNCI2014_001,dcigl_consistency_beta0.1,1,8,0.3663194444444444,1.0346797704696655,0.44122886657714844,0.03819444444444442,0.11631944444444445,-0.015625,0.05321606804270378,3.5597795530659635,1.3934391964795436,0.7651667877380538,1.8427408791399766,0.8159722222222222,0.328125,True
BNCI2014_001,cigl_graph_node,1,0,0.4392361111111111,0.7007626891136169,0.3225965201854706,-0.00347222222222221,0.10243055555555558,0.006944444444444475,0.005286366776244905,2.6390060008302907,1.0928161780777843,0.9071038252046217,1.2816536465253237,0.9166666666666666,0.4427083333333333,True
BNCI2014_001,cigl_graph_node,1,1,0.2951388888888889,0.9257690906524658,0.3970000743865967,-0.017361111111111105,0.05208333333333334,0.005208333333333315,0.009693344715477463,2.565973231753958,1.0731330195078062,0.9163286663931002,1.9771931934333347,0.828125,0.3125,True
BNCI2014_001,cigl_graph_node,1,2,0.41666666666666663,0.6416118741035461,0.3357601463794708,0.02951388888888884,0.16666666666666663,0.01736111111111105,0.07014296190346779,2.677373174005664,1.0752239567435646,0.9198252609357327,1.5617876190039535,0.6892361111111112,0.3871527777777778,True
BNCI2014_001,cigl_graph_node,1,3,0.3107638888888889,0.9211033582687378,0.3999779522418976,-0.006944444444444475,0.036458333333333315,0.00868055555555558,0.022743967413987543,2.8125135318848065,1.2155679953067806,0.869690543056659,1.8793319871733365,0.8420138888888888,0.31770833333333337,True
BNCI2014_001,cigl_graph_node,1,4,0.2569444444444444,0.6029818654060364,0.31372252106666565,0.008680555555555552,0.00694444444444442,0.001736111111111105,0.05397467939703612,3.765561793407313,1.1381340300933045,0.7749739167121971,2.6215601480945394,0.7170138888888888,0.24826388888888887,True
BNCI2014_001,cigl_graph_node,1,5,0.2690972222222222,0.689201831817627,0.38021162152290344,-0.00868055555555558,0.0,-0.01909722222222221,0.011157225227117354,4.148186564221736,1.431176292491026,0.708683214885499,2.5364470351695108,0.9131944444444444,0.2777777777777778,True
BNCI2014_001,cigl_graph_node,1,6,0.24305555555555555,0.808135449886322,0.4090034067630768,0.015625,0.05902777777777776,0.015625,0.016175257009531548,2.508975175524845,0.9637521949136539,0.9436223185035407,2.126364783556459,0.8489583333333334,0.22743055555555555,True
BNCI2014_001,cigl_graph_node,1,7,0.4201388888888889,0.7789766192436218,0.29977864027023315,0.043402777777777735,0.055555555555555525,5.551115123125783e-17,0.024591863745848222,2.6255734550572813,1.1318042839271598,0.9061551263187049,1.4468082809337872,0.75,0.37673611111111116,True
BNCI2014_001,cigl_graph_node,1,8,0.37326388888888884,0.8104823231697083,0.3217560946941376,0.027777777777777735,0.12673611111111108,0.00694444444444442,0.01781659258572211,3.2597590885172583,1.1376180434975207,0.8399570233888498,1.727106910053222,0.9184027777777778,0.3454861111111111,True
BNCI2014_001,fcigl_align_eta0.01,1,0,0.4600694444444445,0.8151038289070129,0.42320123314857483,0.00520833333333337,0.10069444444444448,0.026041666666666685,0.007719964190591483,2.8128319669515474,1.1290093900914353,0.8823968873907375,1.3015763797633584,0.8802083333333334,0.4548611111111111,True
