dataset,backbone,feature_object,training_method,level,eraser,mean,ci_lo,ci_hi,n_clusters,state
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,lw_leace_full,-0.007957175925925904,-0.01779513888888886,0.00043402777777779244,6,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,repo_leace,-0.00969328703703702,-0.01837384259259257,-0.0020254629629629464,6,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,random_k,-0.006130790776855872,-0.010959896228367853,-0.0016589246192375811,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,whitening_only,-0.019882605820105814,-0.03116732804232802,-0.00756448412698412,7,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,lw_leace_full,-0.004790380658436211,-0.013245884773662526,0.0029899691358024586,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,repo_leace,-0.004179526748971195,-0.012893036265432083,0.003858024691358002,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,random_k,0.0012615740740740697,-0.0034296231995884774,0.005905992798353904,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,whitening_only,-0.003279320987654327,-0.004726080246913598,-0.0016075102880658441,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,lw_leace_full,-0.00524048353909465,-0.017521862139917695,0.00990226337448559,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,repo_leace,-0.005272633744855963,-0.017361111111111112,0.00945216049382716,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,random_k,0.0011754115226337415,-0.00400921103395062,0.006717705118312751,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,whitening_only,-0.0030221193415637827,-0.00504758230452676,-0.0011574074074073972,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,lw_leace_full,-0.005494694468370194,-0.009299701227390225,-0.0018385169932529527,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,repo_leace,-0.005436525026318317,-0.009401714577950063,-0.0017168172492582924,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,random_k,0.00028007506493690396,-0.003174467890158,0.0030605352105225647,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,whitening_only,-0.0014226839888984493,-0.0025618555005263673,-0.0003540148877882861,9,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,lw_leace_full,-0.006908275462962966,-0.015625,-0.0004340277777777809,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,repo_leace,-0.005931712962962961,-0.014286747685185175,0.0009042245370370343,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,random_k,-0.0026916956018518514,-0.006844618055555555,0.0012566912615740748,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,whitening_only,-0.012912326388888893,-0.024088541666666678,-0.00343514901620371,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,lw_leace_full,-0.0010850694444444538,-0.005316840277777778,0.003327546296296284,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,repo_leace,-0.0012297453703703758,-0.005533854166666668,0.003255208333333315,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,random_k,0.002429108796296293,0.0005237087673611093,0.004481336805555548,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,whitening_only,0.00043402777777777504,-0.0022786458333333274,0.002821180555555549,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,lw_leace_full,0.0031105324074074143,-0.008572952835648141,0.015010127314814825,8,inconclusive
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,repo_leace,0.0027488425925925987,-0.008825231481481465,0.014431423611111114,8,inconclusive
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,random_k,0.0027228009259259215,0.0009027054398148113,0.004795482494212951,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,whitening_only,0.0008318865740740733,-0.0019531249999999896,0.0032190393518518575,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,lw_leace_full,-0.008147273363479746,-0.012892168490256227,-0.002925145348837189,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,repo_leace,-0.00818327411714039,-0.012923416807978018,-0.0028510199652777655,8,practical_gain_ruled_out
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,random_k,0.0030992411678380785,0.0014303599494315455,0.00482445393463648,9,practical_gain_ruled_out
