unit_id,dataset,panel,training_seed,level,level_intervention_id,regime,epoch,trajectory_order,checkpoint_path,checkpoint_sha256,optimizer_path,optimizer_sha256,sidecar_path,sidecar_sha256,source_audit_path,source_audit_sha256,canary_target_path,canary_target_sha256,model_state_hash,parent_ERM_model_state_hash,previous_trajectory_model_state_hash,reuse_source,model_state_source_audit_reusable,canary_target_slice_only,complete_target_artifact_reusable,byte_hash_manifest_replay_pass,failed_artifact_reused
c84v2_385a892d09aafb68300c5641c4a30674,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ERM,199,0,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_385a892d09aafb68300c5641c4a30674.pt,55a0a8882fd817813b47c9229c389dc0801127353ef23802fb61d696ad54d6c3,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/erm_00_22a65516fb0eb700.pt,dca7e8ef33502ddbfde7b466fa566340bcfc045a5c961c5ee653efc076e1ff38,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_385a892d09aafb68300c5641c4a30674.json,8d5888474160ba15e2e7e062abb46226cdc3e77b9a860c30d52a11812939bd69,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_385a892d09aafb68300c5641c4a30674.npz,c8838be9a1b8c78c48031c48cd66a4ef6ce1be254a7a998178dff3da2149c41f,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_385a892d09aafb68300c5641c4a30674.npz,36a93dccb19f43da948683d23193c1bb229ba007d787624e9266008f04c58a45,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,C84C,1,1,0,1,0
c84v2_f77bb08cb2f793872157059ef3194132,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,4,1,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_f77bb08cb2f793872157059ef3194132.pt,406c512e778564b029ed185b13f87b3464a7cbf8b041d16a8e82a0148b0dc482,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_01_2271e9923d0e47ce.pt,d8b6426e6d861f9ca89173610cfc997a49b2d8caa506860530fd8eb2d7f294d5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_f77bb08cb2f793872157059ef3194132.json,33b4c1dde2f62403d83f633b4a749c34b5dd3fa5e67e3e00adfa95c0db19d064,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_f77bb08cb2f793872157059ef3194132.npz,766e35f6cd271b9dffc357e20d7b53caf1cc2e83bd2b4aa71c3d3b2d4879be09,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_f77bb08cb2f793872157059ef3194132.npz,09b457109e5bafdf9dcc1d8bba77c1da7fb0914592cc8be2dbc52baa4c7eb1dc,bd6fbd92275ac50cbb046ce0f2e56816800cedd9bffe059378b12d66386168e0,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,C84C,1,1,0,1,0
c84v2_78e7350808670a01b11680b71ef590b8,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,9,2,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_78e7350808670a01b11680b71ef590b8.pt,1439f7808c05c05460f87cca5f9937a1c8d3935869a0d89610fcb074f2b24867,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_02_ea15f6d1ebda3e92.pt,60a7345ef493dc54c93cf593d17114c0bbe2c80c02f07acdf7f7b81a5a7b075a,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_78e7350808670a01b11680b71ef590b8.json,8091bb7cd434290da1ad2ea1155f43a16eb107f05be3695665614b7710101ab8,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_78e7350808670a01b11680b71ef590b8.npz,03e04a4a0cf5b8da2572102608902ba9da62e121e70949626a0f91e7f6138b04,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_78e7350808670a01b11680b71ef590b8.npz,33854f0fae6bafddbc5f38642964cc6983cd18d12216ff9c679124d5965ebfd3,08779ace7e91baa4fa241c60c2d76eb7906d6db8a1164fb14ce214802e01c8f8,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,bd6fbd92275ac50cbb046ce0f2e56816800cedd9bffe059378b12d66386168e0,C84C,1,1,0,1,0
c84v2_8c69bfdedc4781fd52c4c4cad33203e3,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,14,3,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_8c69bfdedc4781fd52c4c4cad33203e3.pt,d4b0b2abdde84ae4459a4cd69f0bc617333055b40d808c74b1419215d824f699,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_03_d43bf9e7a410bfa8.pt,40448639bdc06e9a107e1d60dfccb53de429c7e33e962e977b7c85f47571b5ab,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_8c69bfdedc4781fd52c4c4cad33203e3.json,98d228109b89e1f100b66c56eb148594e56633836a1cff5a9a8526374d015adf,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_8c69bfdedc4781fd52c4c4cad33203e3.npz,76db2e4fc262160241e426235f7e90c7760d49a12b62fc3c9b190f23ebcd61c6,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_8c69bfdedc4781fd52c4c4cad33203e3.npz,6bc09bb78ea93f7e0f7c42a2e3e0c0033b5b3131e2bfa5a4796556ff4b137423,128856a187b39e3d05c1a4a9acc378879062d05f227e4a1b13981fff9391790d,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,08779ace7e91baa4fa241c60c2d76eb7906d6db8a1164fb14ce214802e01c8f8,C84C,1,1,0,1,0
c84v2_2d4ea23794a6e78589599f68375c6f98,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,19,4,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_2d4ea23794a6e78589599f68375c6f98.pt,cd4cf19c9cdc92cfbe1dd1ffe5646bcaefa9c91b9e2a8b02f607e0c221a14def,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_04_f02fe1709ed41a15.pt,6d3a89fdd37ab09489d404eef77a7754c307f3ed9e6ea7a6b1f8fd4b6e719cb1,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_2d4ea23794a6e78589599f68375c6f98.json,87dff24e8a9c103a02d3eaeb2c2068559473abfae2e66d620eca1b9aa7a60a91,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_2d4ea23794a6e78589599f68375c6f98.npz,1d595c2abc8929108360388c2d3a35659f5fcd940d63081aef7c371c3b2a20ce,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_2d4ea23794a6e78589599f68375c6f98.npz,1d5ec160da7e574eb011c91a25c9aa4f62531352083afa3c770606811d2e8c7e,ab3cc348a9a7ae6618b3d9a1dedcb770abecff151edbd1c6f7f6dda119b9dd57,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,128856a187b39e3d05c1a4a9acc378879062d05f227e4a1b13981fff9391790d,C84C,1,1,0,1,0
c84v2_f7ef398e2b0a5b0e6685de90df97d09b,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,24,5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_f7ef398e2b0a5b0e6685de90df97d09b.pt,cc3bc0582ffe3d72f8747bd8d2536b21246427f3b9b493abcc68d4b85ee398fc,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_05_b28c6ac5123d15d7.pt,97e3ee4cb333b8e8d6b3fb1bccbcd5b7b5c5ab8d4b0c8905d4c84bdac787f301,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_f7ef398e2b0a5b0e6685de90df97d09b.json,a3ca440c2719e64141d0ce1d7e1a7599927cc37652b9026384694e43c432657f,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_f7ef398e2b0a5b0e6685de90df97d09b.npz,0364996d07ddb23753de133e257fce8fdac41124772c7a245c12257e8f1b8c89,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_f7ef398e2b0a5b0e6685de90df97d09b.npz,12ec86ce92c91f8fcdcea7c1d312d08d397b3ae068e8cd4a66534b823e34e960,640179d26b27db4a1effdae6fedceb69d80e7b0a5ebe8d5ad24674f9d542fc49,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,ab3cc348a9a7ae6618b3d9a1dedcb770abecff151edbd1c6f7f6dda119b9dd57,C84C,1,1,0,1,0
c84v2_e00a2d923e313c6cd26d425ef9bc1665,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,29,6,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_e00a2d923e313c6cd26d425ef9bc1665.pt,a66d3d34a144d7d26f037c1b45133a4401c284edf287127b327b4a4dc4ccf052,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_06_01772b76ec74c2b6.pt,4b8a7db47236ba846edd030f44de672a331a0e2b36de87ac14192ddbe7f75d68,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_e00a2d923e313c6cd26d425ef9bc1665.json,5f08bb6669653a2040b608368601e206a11be708e76a48cc077e248e47ca06a1,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_e00a2d923e313c6cd26d425ef9bc1665.npz,2917b2c16d64d2e869addc244265d2f227ed0cce4500ee0f3040f82bb96b9c19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_e00a2d923e313c6cd26d425ef9bc1665.npz,4f8e64ee9075206aed3ec296f204aed7c41c8aec202c4e1a3cffd0e73cc16c24,486a41aa853aed86e8d89e4784c98555bdc6553138cceee96bf38e7a5625318e,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,640179d26b27db4a1effdae6fedceb69d80e7b0a5ebe8d5ad24674f9d542fc49,C84C,1,1,0,1,0
c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,34,7,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4.pt,104ff6968499c655424944a4f8ee87565beb00940abf12e4eaf6e1b89fd1b572,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_07_cc91ebeb2333461a.pt,dfd8ef80c09b273ba16e380782329358e4540877d47803a95f7d21ffa07f7488,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4.json,b045b3dfb20ea2d643b1f124c570f569d26fa9221a16957919e5f9f328f36fbc,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4.npz,0122f71b3543c03a0b08edd2fa54e699d35b113bfadbfe447c7c5195bf2c8eb6,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4.npz,b8ed2b1edf53426b9b87aa96c5921e288a8fc4695b3faad0278fd82fff4c33e5,37eacd98d8bc3f70462b9c425a5ccc509dda353e6635dccdd92f2456a2d65365,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,486a41aa853aed86e8d89e4784c98555bdc6553138cceee96bf38e7a5625318e,C84C,1,1,0,1,0
c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,39,8,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3.pt,2733589e6c769c2061483dd12882d53f3e616943c38c908be32e5c7e57b9bec5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_08_8248e1d470e901d0.pt,b7e101441c5daf6e8d20565edcbed8fb537396e195e59e87b687a806b133e158,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3.json,3bb5ed7349e93140c55922284abba835ff79a01b34a231c340167b0c64041bc0,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3.npz,e38121605d0d4e0795aa7daff5e39254eca7165f2d8fa7c3d244a34a8c596ab2,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3.npz,c29fa50660138a49e8448d60c11af84d441ff5249d4347a0dc88bc84106f605b,8b5bcb026a16320c8108a64506e6c8bdc5d939eced246f71352ad4e701588e98,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,37eacd98d8bc3f70462b9c425a5ccc509dda353e6635dccdd92f2456a2d65365,C84C,1,1,0,1,0
c84v2_184d52af6a5b240f31cb25de25dfd61d,Cho2017,A,5,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,OACI,44,9,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/checkpoints/c84v2_184d52af6a5b240f31cb25de25dfd61d.pt,ce2a0d64705cea7bab36bef16154a1ad0f78e88f1ea693568c1c648ed1359e10,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/optimizer_states/oaci_09_d665237af735c330.pt,65b3b8beb74dbc1772a9859c2c1a58b57c185cceaeaa6376a3ba837956b32cac,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/sidecars/c84v2_184d52af6a5b240f31cb25de25dfd61d.json,b7b50a88c03a4591d574e0017e41a9442db2f12d4e44682fa13af3a3b12f27d5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/source_audit/c84v2_184d52af6a5b240f31cb25de25dfd61d.npz,57fac3923f6f00862037647423b6533dd4bb46134a1861f84403bc6484882e2c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Cho2017/target_unlabeled/c84v2_184d52af6a5b240f31cb25de25dfd61d.npz,1415de250c9208eae22e8cc0bf5c9a1a295a4bda9e9b25364c4108bc868e5350,eeeac5b9215fcda5b46dd37cb32f245ecbdc1cac40cd735239640593aa71dc9d,2649cad01c0efb34b06e84e69ee68160b572b92a43b82d725a2896cf505e8e9b,8b5bcb026a16320c8108a64506e6c8bdc5d939eced246f71352ad4e701588e98,C84C,1,1,0,1,0
