path,object_class,commit,blob,sha256,bytes,runtime_replay_required
oaci/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,ee163db63768fcd0571f7d6f76ed7a3348d4d5d5,2fff46cc93431df27b0ab59227cff8b4f11cad628d89eaaae1a4c84841180ee6,1414,1
oaci/config.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,7e935d027fc1cb0b90833b0a8978de51c03f81ca,619b5f2ede840ae65d1658f72b9903b19f9f1661e741e4890320bd88a5f009b6,9735,1
oaci/support_graph.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,e1c2e7ecf10f8967060980db1883af6ca1b3c69c,e2c94763b30d8856f1ab6ed3684bea2e7662da333fda4e02b34818e41126247f,20755,1
oaci/multidataset/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,14852c7d2d9c8889e4250bcd0e96c62751253dbb,c1368aadbb86a26647768e7a65fa459753bcde5fdfdbeb9f52fd560487de7613,179,1
oaci/multidataset/c84_dataset_registry.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,7798e5337d25650475508a7771831cda378854fc,306e009901f57018b3375c1e5a0c4aa9252aa46ef9eb4aad4c0d2c6472195baf,11222,1
oaci/multidataset/c84_dataset_registry_v2.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,8a7403e291c3a670ebc21001bcd5cafe33e7d9da,4470d0e23461ea64c4306b2dd640e0d582a4c2d14aad69549a0fd41e745277eb,5620,1
oaci/multidataset/c84r_montage_repair.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,2b5241c1720d44292dcb4b40b90836b204b62ceb,af71fd76221fa1f68cba874ecc7d1a24953a64998e0f8bf2df9307075da614db,15309,1
oaci/multidataset/c84c_real_canary.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,d6c3959f7a063c1407fcd5343585f9802f5e730e,8217d5092aab166d92074c4753b22863aeb5c736d36dd22b17e15f7d82b2cfb4,35523,1
oaci/multidataset/c84c_real_canary_v2.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,9ff290e89c7378be4ea68a26fa2fa1dcea1bb3d4,5a4de281eb0020bc316bf38e2c4641f0337bc361c5514b67aa7ae55afdb1ca2a,37001,1
oaci/multidataset/c84r2_canary_runtime_repair.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,d469712218212c959eec5abc1ba834f7687b8b00,c077ee7801e2c19dc26bc6be4fb1cfb752d932861a7fcc035b5cd2b38d8cf79a,33985,1
oaci/multidataset/c84l1_protocols.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,caaac0591b4a146a7afa47a3d9493ce511a068c8,af3319e998f8ddeac5e134933fc2278bc7ce9ad339284423b54f9771221f1bb6,35311,1
oaci/multidataset/c84l1_intervention.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,155943c8bcf8b42d440b45b3e9a430b6ab916239,a6ec014bbb496a8da6ec4f2674bd4673c3d1abcd3ded03612977a0145f634d7b,11175,1
oaci/multidataset/c84l1_canary.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,8690bef0ec9d863e79fddddea3660efce9da8e67,b1546dc53c4f345f9b80bdc2c111e5ab0a4ad404e3281b52a0a8035baadf72d5,25780,1
oaci/multidataset/c84fl2_protocol.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,d4193b6ebdc128a9aef85391605e0aa4b7be959c,dad7912213b560ea6cc0d468bae1b6a7a4581a578575d5074b57ab5a15ff97aa,40647,1
oaci/multidataset/c84f_runtime_guard.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,d8511d3e562423e704e7e3a9c76602ebe273e4c6,988d39e244200c7409f7639612a9e4fbc1be37e58c628e0ee297813c5e8a2876,25376,1
oaci/multidataset/c84f_dual_level_training.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,a3c36ac3ee9a1e662727a2d4a2ad4df2446b5d31,ec166548cd3827719097dd50a3c9960f363744bbd78d0fd4b9a2da98f2957490,41281,1
oaci/multidataset/c84f_target_instrumentation.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,a6381eec634c691fee13de9f1990558a346a5941,ff81592a962ebb49cf1f8c8a806cbc7e4526c525aa7972101666ef84cc442c22,26399,1
oaci/multidataset/c84f_field_manifest.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,9a463bb82599d3d3ea3858e67b472107aa0500b0,ab61cc0239d764b3ffe561fcc408b4bfe30133bccb3bb482849497553fc1c293,21873,1
oaci/models/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,44e30c8cc399543d2d8b65196ab361d63f3d9e77,09a6b3f743553b60891e9e1a0d12c445f7b69ac285a80ca6a327d0b27b65e605,473,1
oaci/models/factory.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,cf97e1e781d27213a9ba87d46d1308124243b6b4,566dc5c10a4936e50c4099840db679291e623befb8683beccd5933052ee314a6,1771,1
oaci/models/shallow.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,1702f1fe0fab0e957be27d7be68a68ffd92768d7,f08f5dd3688db42050d41977869eb68876b243bd0825e49bea1d486ee50d76ad,4209,1
oaci/models/output.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,e6c0b1269040a8c6f7a96c93145ddcf6e841fd94,b0dda77de9110cd70aaaa369d64a0dc3e8dd4c3d1a36ef0359c86257dc08cea3,654,1
oaci/data/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,814750a4cd7b939a71f2b2bcaacd818ff003657c,d87ccf5d64b355208407885c64f8089feda8c4d4a4a294a56055aa11ac7427e5,885,1
oaci/data/plan_materialize.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,a6b4b32894f9d2d12c9f83a901581f49168804c9,cd0659747e563e0f2af250e2c161ac308720d234fc43db1cd66b8ba2bdd82815,7329,1
oaci/data/plan_sampler.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,a4fe37538994868cc36a2f5f393211f776f97845,300f1e8e250c25e312baba6cf9a8c2bbb26906510fecb710cb892f0a93de1fac,8322,1
oaci/methods/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,661bc177c7d5b09aaadc4f395f0f14496d7f9762,7995291f5db05a7764e4370fa349995f633205cef066f7f3201e68b1bace5201,905,1
oaci/methods/oaci.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,536f7f4f79945d08408b2f5489b14f795896bc20,e24948c81aa4092a1e5a7f4a294a6a02430327ff17428fc6b55f4bb856a26dd0,3612,1
oaci/methods/source_robust.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,d7fccf8376cbc6cb68cea69a67ef4043a8eca51a,e1804d322b9d1460ee2e32540b879f7063dbb0be49ede8e1835caf5e9cd224d5,4959,1
oaci/train/__init__.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,c88222f277c7f6ad4f5d2990f0b3ff091731ce64,6d4d6627e345f88f396bb43c0077fc1cac28f386ff1188fdc2cc6fde5459ece1,1584,1
oaci/train/batch_plan.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,a5ee874563109ec9079adadbf039927f29b52738,d214a7b60108fb2e691390ca1667b900275c47fc1a4b5b5426df3f30a5719733,12096,1
oaci/train/bn.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,c7eb0bcf7e0149daaea6070994da22e2773f7fe5,1c6d73f40b895e3dffb37c048dc04db63a2b458106a4ff0f17c66747b0e5ec66,2047,1
oaci/train/checkpoint.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,baac8aeb6ad0a69347d0d814f8c7ccb018c74d7f,067e882ed5281e7758942cc072dc0ac8d808ff1688d3319e8b40f94f6b8407ae,2799,1
oaci/train/data.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,13881209350043803d53f6747adbe26c7df72f6b,a230dd1caa6223801dd2bc853916c02ecad7ff0b08b980deb154719eabdcdab1,4499,1
oaci/train/engine.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,fcbba5ea4cdc2cff6836ff8594fb26e8935029e9,bd8753f0d5fa5cd7806080803718ab5958bcff0b121bbddfec7bb99d7354cc12,17929,1
oaci/train/evaluate.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,7a7dde9fc56de9e71515f2a55dc44a1574772f88,ef8edb4a526ee81d412886dec73d34fc5a1277e5e65b1e5a563c29b2f0920534,3558,1
oaci/train/objective.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,422ca3334bcf9831c17476b5cf7e0c01f786e2e1,2fc435844cf04e9b50a1258c1a50d692c1f4bcdabe3891ac6c3427af7bb33727,3425,1
oaci/train/risk.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,07d70df001323adbda3876942dd7c29166bd2d32,875a024589018bf40f44538d453518737bc9ef4ba107a215ad0c0ddf443cae38,4542,1
oaci/train/rng.py,implementation,96af9f3751451f7def6d9b35b8ab395675e41394,c32d42184edbcd97f8dfe7b90536dac4a6432d11,e6dfbea28ab42f3512f5ad4ce89a1d6a33be47f4201efa81d85b852a0ab318bb,2057,1
oaci/reports/C84FL2_DUAL_LEVEL_FULL_FIELD_RECONCILIATION_PROTOCOL.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,3000ddc8abf02e61e8d4741e7902c80c5e1438a7,2ac679a5308d5d972b14d38e01cbc0d875ca6c5e547b752945fc831e38081f62,5697,1
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,9b47f7a7b39b5092f0a2d3740b853ba6c53d7fbc,9db0219befecb11cf72386b96e28ee9d9430c3df5d7947298f102492f072b737,5313,1
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,009cfae0db800c02fb9ee84e35f76e4625bd8dd0,dafc44dbc24ea5d4d1cea61207479cbd986c9f8129b111682a00f15a44b1d15d,3229,1
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,be9e0d74fa1a251853e18a8b564be52d241ad5ed,cd338bf1b97180b27dd42471dd2a67768194b74ed9896275424591d17e970ce0,8334,1
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,60ed33e6e69327f1ab3b389fe983d8695e15d7bb,bf6c7f718413b4b2ac2ad9786aa2e47dc045a536e7237d5d8c0464b6598130b8,3297,1
oaci/reports/C84L1_FIXED_PANEL_SUPPORT_DELETION_PROTOCOL.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,00fe5c640c2b051b78487b6e287712e67802b5c2,b9fed16afe9961d0d25f4801fa29859a8acb87c091e125ffe57e20e72ad00f35,3339,1
oaci/reports/C84L1R1_FLOAT32_LINEAR_REPLAY_REPAIR_PROTOCOL.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,c66746a9cae5bfca6467c0fd3280b6a45fc5cd8a,2e199f6f63dffd1b02c1e31102ed189e31bf6e4961465394230f8e9de1d4ddf0,3298,1
oaci/reports/C84FL2_DUAL_LEVEL_FULL_FIELD_RECONCILIATION_PROTOCOL.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,e2a3775dfe4f654a80a173e28efc3b61b0ccc702,dbb39a95efa374f948005345e506cf6078207a0b501a4b7ef04b86aff9ee91a4,124,1
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,34e3138f8507dd678e7b965d721085cbb796fd1a,cb124e03dde06893de6f9fa99b831185f264ca80bdbaf78ef53bc64da0ab36c4,104,1
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,ded3124d08040fbf8c3b4c1020da9e1e677e161d,40b071b8aecb27f4ac5672ca44ef417f6d830ad01bbc4534a46ca0463d7e6356,122,1
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,65413d1a3928196d11bdc81aea3d0a27ae3f82b4,9b40e381a742adff018b95f38065935adafd3e42f4754fa84fe3fe29709ea680,118,1
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,7a73e9af5127ad15af5bcce3d1a46f7cfb56578b,c9ae6ddd2f5095fbcf0809b8f527b7ed6ffc7d7d6f9cf0fcd7fca14a78c95b17,107,1
oaci/reports/C84L1_FIXED_PANEL_SUPPORT_DELETION_PROTOCOL.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,6b879725f142f313eaa5b3e72f703ba4df118593,857caf1139e43ec1d78d10cc37c636aa4153defc923cf9af1d526b1645f47bae,115,1
oaci/reports/C84L1R1_FLOAT32_LINEAR_REPLAY_REPAIR_PROTOCOL.sha256,registry,96af9f3751451f7def6d9b35b8ab395675e41394,9e36f531bd18cee2e85cacbd37867121db0c6ecc,e4c22f3e075565b57545a377fdbb240bb7e6431a7406d795a577babc0eb520b3,117,1
oaci/reports/C84FL2_PROTOCOL_TIMING_AUDIT.md,registry,96af9f3751451f7def6d9b35b8ab395675e41394,01cab13c49bf5882174c1224f8bfae7cb011a2f4,60c1ce7a98b5d83c273e1131446d4f97dceeacf08a7c3d1e7231dc1b907a9739,1641,1
oaci/reports/C84C_ENGINEERING_CANARY_RESULT.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,88beb07b7a7361dfde1f2899f4ff4945c15e9189,bec3a8b205a3d13fdb848ce1f82f71f903d05a97f746fdae25b3b4cce40e67f0,8368,1
oaci/reports/C84L1C_ENGINEERING_CANARY_RESULT.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,8cea27195e705050c581909a0e561c451b23e968,5bcccf351704c427d148ca1f44de26ef7e0b137d8de56aa0cf9ca3f6723abaf5,8196,1
oaci/reports/C84C_EXECUTION_LOCK_V3.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,0b569dbab9b455eb1cae65845bdcbaaf0942381f,c198607fb9e46ea2353ffa57d6b71bfa966c36e8ece53fdc40292681bba8bd1a,38061,1
oaci/reports/C84L1C_EXECUTION_LOCK_V2.json,registry,96af9f3751451f7def6d9b35b8ab395675e41394,bbb6587483164c7c44bb611db13de3351d47b7a6,f9ebd88c72915bb41ba2d2d84a2a00c6748272021d48043c299bce52a1ad3813,54937,1
oaci/reports/c84l1p_tables/operative_complete_unit_registry_v2.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,48023bfc7e099a7d9a85bee19f0110e98f0c98bf,462fa840f7048511cb3e1a41b55f60441435d14f665014b856fe5fd8d66ac1b0,474993,1
oaci/reports/c84l1p_tables/level_intervention_registry.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,c5a902200f190143b7b1537bef45e27a0326c944,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,986,1
oaci/reports/c84fl2_tables/c84c_result_identity_replay.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,dc72b5e7f72aac542f1e4b9e83e80e8067d3749a,5fa70123d7eb70d5ad89311216970c17df1483e5c03b504403466c753f1d34af,688,1
oaci/reports/c84fl2_tables/c84l1c_result_identity_replay.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,7b54f0c176ad480f7fd1d4bc4022f293e1234549,3c6c7f0066389f63269ea0279847c0d1e49e7e36ee9f56327e530bd349b6f8bb,712,1
oaci/reports/c84fl2_tables/historical_failed_root_rejection.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,9412cf9e4edf32922cf5520f82512ed6393ec471,c0f6661578391d788898e258be6dd60119721c82e5a4875acb35ec8865e4f86f,289,1
oaci/reports/c84fl2_tables/dual_canary_reuse_registry.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,51855cd43ee8a44e2c5952db33fcb09c10de5e89,ce126edb69df0c1724c3ed4ba0c303c1cb4160abccf98a2eabc57acb98c3cda9,680767,1
oaci/reports/c84fl2_tables/operative_complete_unit_registry_replay.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,8b2b842f64eea0f6513bd34be58cef10f625c8a6,b0117d94f221eaab1b49b7181f3a026a77ee19ee4e1f7e8e9b9de541c7d45591,515432,1
oaci/reports/c84fl2_tables/remaining_paired_training_registry.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,622902ee4a276e24757de8f00b6ebfaf0dd05695,50c30e1b1004de2c786cd738d74c31759e8558f3207f98312ec8f3fc1a27d341,380705,1
oaci/reports/c84fl2_tables/wave_registry.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,e1fe11029bd963250ed55e33d6a56907e0a390cd,82629811e44fbe5794fc6de94b30ead0ca4c89f205bb273ffd87f4aa48f1651f,908,1
oaci/reports/c84fl2_tables/level_intervention_replay.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,c5a902200f190143b7b1537bef45e27a0326c944,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,986,1
oaci/reports/c84fl2_tables/paired_rng_plan_contract.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,9f065d1bb620462ab56b7a6a064d2ba371410cf4,9d0d6c127f98db2281dacbdc527ce4aa1fd05f2b10817dd3dc8595ae7dc5179b,1140,1
oaci/reports/c84fl2_tables/source_view_contract.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,eba93580b4f5523b3511a7dd139b5c918daa5334,50a830563f68cbd3c62b2a7484307b5e1388db465bec01fb5748672d65b60c09,824,1
oaci/reports/c84fl2_tables/model_field_manifest_schema.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,da2229819c180753f0f0af4a06788fba65085145,921b1c7de35cf785a81e9c2cb0c57885b6a7c5edbcc47a9021132b0130d6da6f,1797,1
oaci/reports/c84fl2_tables/target_unlabeled_trial_registry_schema.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,51320ba12183567f74d437d01c8b50d4c85ea002,dc2cb5f0308687a8fc8e8de3bd5f0439deb459719d57e45c7f4957d88f51eb79,799,1
oaci/reports/c84fl2_tables/target_instrumentation_schema.csv,registry,96af9f3751451f7def6d9b35b8ab395675e41394,ff4c8303ab3d64558cd9ebd9999f2f6292ff7a2d,cdd7dfc3e3b9fbf679ad1d66fcbdad203a6dc0cb9032f616a226b1b27f300d89,980,1
