dataset,panel,training_seed,level,regime,epoch,trajectory_order,unit_id,historical_planned_unit_id,identity_status,level_intervention_id,deleted_source_subject,deleted_class,level_intervention_registry_sha256,C84C_reusable,C84L1C_canary,reuse_source,wave,wave_order,train_in_C84F,target_subject_contexts,complete_target_artifact_required
Lee2019_MI,A,5,0,ERM,199,0,c84v2_6a3c564f2e54713057ad9c7cc5e67126,c84v2_6a3c564f2e54713057ad9c7cc5e67126,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,4,1,c84v2_d2b388b46c8b30ff927c6938252392e1,c84v2_d2b388b46c8b30ff927c6938252392e1,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,9,2,c84v2_47113118d42ff78374237776adc4aa10,c84v2_47113118d42ff78374237776adc4aa10,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,14,3,c84v2_be45de5a3ca99235f2d9bb0a36766a20,c84v2_be45de5a3ca99235f2d9bb0a36766a20,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,19,4,c84v2_164c7d6b8a677fad4ec7e97930ff3b96,c84v2_164c7d6b8a677fad4ec7e97930ff3b96,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,24,5,c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35,c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,29,6,c84v2_a365ba3ef502d4e1dc9deb08f06a2023,c84v2_a365ba3ef502d4e1dc9deb08f06a2023,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,34,7,c84v2_fb07305cfed7feb61b7b2ce6ae17262f,c84v2_fb07305cfed7feb61b7b2ce6ae17262f,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,39,8,c84v2_def7990a4244d6d3a198b4b90a2a4836,c84v2_def7990a4244d6d3a198b4b90a2a4836,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,44,9,c84v2_8074a6b1b9e576311b54a3b4da79e95c,c84v2_8074a6b1b9e576311b54a3b4da79e95c,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,49,10,c84v2_4fea141169bfb7e2bb9887c7f96c55f3,c84v2_4fea141169bfb7e2bb9887c7f96c55f3,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,54,11,c84v2_c86443af27fcc6b583d01789172d78a8,c84v2_c86443af27fcc6b583d01789172d78a8,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,59,12,c84v2_1708df6d469593eeead0a04d8a79f7cf,c84v2_1708df6d469593eeead0a04d8a79f7cf,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,64,13,c84v2_ff9e1d555bb9072d64668a8309e319ad,c84v2_ff9e1d555bb9072d64668a8309e319ad,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,69,14,c84v2_9e4bcc71115681d6f28489cb0df6216c,c84v2_9e4bcc71115681d6f28489cb0df6216c,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,74,15,c84v2_8a7754c2784a247c88f6f009b218f1a6,c84v2_8a7754c2784a247c88f6f009b218f1a6,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,79,16,c84v2_fe702de6fd7774ab52c51bd246ae5b28,c84v2_fe702de6fd7774ab52c51bd246ae5b28,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,84,17,c84v2_afbe9805afe72dd15edd0cde66267775,c84v2_afbe9805afe72dd15edd0cde66267775,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,89,18,c84v2_6a3322654b529c9ee6669c2daecbb711,c84v2_6a3322654b529c9ee6669c2daecbb711,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,94,19,c84v2_99aced3b32675991c7ec82c6c622670e,c84v2_99aced3b32675991c7ec82c6c622670e,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,99,20,c84v2_973f80e21b350382951e66e61d5ab2cc,c84v2_973f80e21b350382951e66e61d5ab2cc,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,104,21,c84v2_60a779d1e52df64ea0d2bf4ef39bf460,c84v2_60a779d1e52df64ea0d2bf4ef39bf460,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,109,22,c84v2_458f2d81f786a4efc906c1761f9b455f,c84v2_458f2d81f786a4efc906c1761f9b455f,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,114,23,c84v2_656bf280e3ada1fbe5050eaf1bb94127,c84v2_656bf280e3ada1fbe5050eaf1bb94127,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,119,24,c84v2_4e4e2d32c18250e9774d431df4c2295e,c84v2_4e4e2d32c18250e9774d431df4c2295e,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,124,25,c84v2_858154a3c63070394ff52b6f61b7f5ec,c84v2_858154a3c63070394ff52b6f61b7f5ec,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,129,26,c84v2_60ce8643fbd112a06d6d9525229fd6ba,c84v2_60ce8643fbd112a06d6d9525229fd6ba,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,134,27,c84v2_d503d16d77bea517094274612148cd93,c84v2_d503d16d77bea517094274612148cd93,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,139,28,c84v2_77ade3fcffa72b7b41858f5f2677c1e3,c84v2_77ade3fcffa72b7b41858f5f2677c1e3,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,144,29,c84v2_3ca170cba91025962a8cfd3d21ae34fa,c84v2_3ca170cba91025962a8cfd3d21ae34fa,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,149,30,c84v2_7a39f8331ff92de6183de44350678d6a,c84v2_7a39f8331ff92de6183de44350678d6a,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,154,31,c84v2_3f9e47fba6aa1074fa8a4667212e52fd,c84v2_3f9e47fba6aa1074fa8a4667212e52fd,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,159,32,c84v2_36037a7bb7cd48f9b590e22cb723ccdb,c84v2_36037a7bb7cd48f9b590e22cb723ccdb,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,164,33,c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
