0	fast_dualpc_regression_checks	/home/infres/yinwang/anaconda3/envs/icml/bin/python scripts/dualpc_regression_checks.py
1	synthetic_current_code_gate	/home/infres/yinwang/anaconda3/envs/icml/bin/python synthetic/dualpc_validation.py --n 700 --seeds 5 --epochs 80 --probe_epochs 150 --warmup 20 --bs 128 --n_inner 2 --lam 0.1 --gamma 1.0 --dgps null_prior concept all_three --out results/dualpc_protocol_paper/dualpc_paper_synthetic_gate.json
2	loso_bnci2014_001_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_loso --dataset BNCI2014_001 --backbone EEGNet --configs erm:0 lpc_prior:0.1 dualc:0.1:0.05 dualpc:0.1:0.05 dualpc_marginal:0.1:0.05 --epochs 200 --warmup 40 --n_inner 2 --resample 128 --decoder_null_perms 20 --decoder_null_quantile 0.95 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_loso_BNCI2014_001_s0.json
3	source_only_selector_bnci2014_001_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_lambda_select --dataset BNCI2014_001 --backbone EEGNet --method dualpc --lams 0 0.05 0.1 --gammas 0.05 0.1 --select_rule guarded_probe --select_tolerance 0.05 --select_cond_weight 1.0 --select_pz_weight 1.0 --select_py_weight 1.0 --epochs 200 --select_epochs 80 --select_probe_epochs 80 --final_probe_epochs 80 --warmup 40 --n_inner 2 --resample 128 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_select_BNCI2014_001_s0.json
4	loso_mumtaz_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_loso --dataset MUMTAZ --backbone EEGNet --configs erm:0 lpc_prior:0.1 dualc:0.1:0.05 dualpc:0.1:0.05 dualpc_marginal:0.1:0.05 --epochs 200 --warmup 40 --n_inner 2 --resample 128 --decoder_null_perms 20 --decoder_null_quantile 0.95 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_loso_MUMTAZ_s0.json
5	source_only_selector_mumtaz_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_lambda_select --dataset MUMTAZ --backbone EEGNet --method dualpc --lams 0 0.05 0.1 --gammas 0.05 0.1 --select_rule guarded_probe --select_tolerance 0.05 --select_cond_weight 1.0 --select_pz_weight 1.0 --select_py_weight 1.0 --epochs 200 --select_epochs 80 --select_probe_epochs 80 --final_probe_epochs 80 --warmup 40 --n_inner 2 --resample 128 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_select_MUMTAZ_s0.json
6	scps_pd_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_scps_crossdataset --condition PD --backbone EEGNet --domain cohort --dec_domain cohort --configs erm:0 lpc_prior:0.1 dualc:0.1:0.05 dualpc:0.1:0.05 dualpc_marginal:0.1:0.05 --epochs 120 --warmup 30 --n_inner 2 --decoder_null_perms 20 --decoder_null_quantile 0.95 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_scps_PD_s0.json
7	scps_scz_seed_0	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_scps_crossdataset --condition SCZ --backbone EEGNet --domain cohort --dec_domain cohort --configs erm:0 lpc_prior:0.1 dualc:0.1:0.05 dualpc:0.1:0.05 dualpc_marginal:0.1:0.05 --epochs 120 --warmup 30 --n_inner 2 --decoder_null_perms 20 --decoder_null_quantile 0.95 --bs 64 --device cuda --seed 0 --out results/dualpc_protocol_paper/dualpc_paper_scps_SCZ_s0.json
8	loso_bnci2014_001_seed_1	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_loso --dataset BNCI2014_001 --backbone EEGNet --configs erm:0 lpc_prior:0.1 dualc:0.1:0.05 dualpc:0.1:0.05 dualpc_marginal:0.1:0.05 --epochs 200 --warmup 40 --n_inner 2 --resample 128 --decoder_null_perms 20 --decoder_null_quantile 0.95 --bs 64 --device cuda --seed 1 --out results/dualpc_protocol_paper/dualpc_paper_loso_BNCI2014_001_s1.json
9	source_only_selector_bnci2014_001_seed_1	MPLCONFIGDIR=/tmp/matplotlib /home/infres/yinwang/anaconda3/envs/icml/bin/python -m cmi.run_lambda_select --dataset BNCI2014_001 --backbone EEGNet --method dualpc --lams 0 0.05 0.1 --gammas 0.05 0.1 --select_rule guarded_probe --select_tolerance 0.05 --select_cond_weight 1.0 --select_pz_weight 1.0 --select_py_weight 1.0 --epochs 200 --select_epochs 80 --select_probe_epochs 80 --final_probe_epochs 80 --warmup 40 --n_inner 2 --resample 128 --bs 64 --device cuda --seed 1 --out results/dualpc_protocol_paper/dualpc_paper_select_BNCI2014_001_s1.json
