stage,field_level,target_id,trajectory,candidate_count,k_definition,k,observed_hit,random_hit,enrichment,continuous_regret,regret_to_utility_range
T2,target_universe,1,ALL_TARGET_CANDIDATES,24,top1,1,1.0,0.041666666666666664,24.0,0.0,0.0
T2,target_universe,1,ALL_TARGET_CANDIDATES,24,top3,3,1.0,0.125,8.0,0.0,0.0
T2,target_universe,1,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.0,0.0
T2,target_universe,1,ALL_TARGET_CANDIDATES,24,top10pct,3,1.0,0.125,8.0,0.0,0.0
T2,trajectory_cell,1,0|1|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,0|1|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,1,0|1|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,1,0|1|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,0|1|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,0|1|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,1,0|1|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,1,0|1|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,1|1|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,1|1|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,1,1|1|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,1,1|1|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,1|1|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,1|1|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,1,1|1|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,1,1|1|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,1,2|1|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.00012712164414951932,0.0014324049898463713
T2,trajectory_cell,1,2|1|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.00012712164414951932,0.0014324049898463713
T2,trajectory_cell,1,2|1|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.00012712164414951932,0.0014324049898463713
T2,trajectory_cell,1,2|1|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.00012712164414951932,0.0014324049898463713
T2,trajectory_cell,1,2|1|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.04841122081834154,0.8595089921292084
T2,trajectory_cell,1,2|1|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.04841122081834154,0.8595089921292084
T2,trajectory_cell,1,2|1|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.04841122081834154,0.8595089921292084
T2,trajectory_cell,1,2|1|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.04841122081834154,0.8595089921292084
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,top1,1,1.0,0.041666666666666664,24.0,0.0,0.0
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,top3,3,1.0,0.125,8.0,0.0,0.0
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.0,0.0
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,top10pct,3,1.0,0.125,8.0,0.0,0.0
T2,trajectory_cell,2,0|2|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.011883112252175143,0.7195404071560767
T2,trajectory_cell,2,0|2|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.011883112252175143,0.7195404071560767
T2,trajectory_cell,2,0|2|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.011883112252175143,0.7195404071560767
T2,trajectory_cell,2,0|2|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.011883112252175143,0.7195404071560767
T2,trajectory_cell,2,0|2|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.015883840699309204,0.6564819201010568
T2,trajectory_cell,2,0|2|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.015883840699309204,0.6564819201010568
T2,trajectory_cell,2,0|2|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.015883840699309204,0.6564819201010568
T2,trajectory_cell,2,0|2|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.015883840699309204,0.6564819201010568
T2,trajectory_cell,2,1|2|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.0027877111477881966,0.16264209822423764
T2,trajectory_cell,2,1|2|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0027877111477881966,0.16264209822423764
T2,trajectory_cell,2,1|2|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0027877111477881966,0.16264209822423764
T2,trajectory_cell,2,1|2|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.0027877111477881966,0.16264209822423764
T2,trajectory_cell,2,1|2|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.023538266397701568,0.5879190788218078
T2,trajectory_cell,2,1|2|1|S0_full_support,4,top3,3,0.0,0.75,0.0,0.023538266397701568,0.5879190788218078
T2,trajectory_cell,2,1|2|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.023538266397701568,0.5879190788218078
T2,trajectory_cell,2,1|2|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.023538266397701568,0.5879190788218078
T2,trajectory_cell,2,2|2|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.024499128919860613,0.8681965881397222
T2,trajectory_cell,2,2|2|0|S0_full_support,4,top3,3,0.0,0.75,0.0,0.024499128919860613,0.8681965881397222
T2,trajectory_cell,2,2|2|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.024499128919860613,0.8681965881397222
T2,trajectory_cell,2,2|2|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.024499128919860613,0.8681965881397222
T2,trajectory_cell,2,2|2|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,2,2|2|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,2,2|2|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,2,2|2|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,top1,1,1.0,0.041666666666666664,24.0,0.0,0.0
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,top3,3,1.0,0.125,8.0,0.0,0.0
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.0,0.0
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,top10pct,3,1.0,0.125,8.0,0.0,0.0
T2,trajectory_cell,3,0|3|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,0|3|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,3,0|3|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,3,0|3|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,0|3|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,0|3|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,3,0|3|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,3,0|3|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,1|3|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,1|3|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,3,1|3|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,3,1|3|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,1|3|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.0032890717744195053,0.09361558076701781
T2,trajectory_cell,3,1|3|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0032890717744195053,0.09361558076701781
T2,trajectory_cell,3,1|3|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0032890717744195053,0.09361558076701781
T2,trajectory_cell,3,1|3|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.0032890717744195053,0.09361558076701781
