left_out_trajectory_hash,component,mean_shapley_gain,trajectory_count_remaining
01c7ddffd3b59620,finite_label_noise,0.0,53
01c7ddffd3b59620,extreme_order_geometry,0.2419345810213985,53
01c7ddffd3b59620,utility_mismatch,0.0,53
01c7ddffd3b59620,shared_target_calibration,-0.0059855065504712335,53
01c7ddffd3b59620,candidate_specific_unexplained_residual,0.44329620854794066,53
051f1974096d7849,finite_label_noise,0.0,53
051f1974096d7849,extreme_order_geometry,0.24087628397253544,53
051f1974096d7849,utility_mismatch,0.0,53
051f1974096d7849,shared_target_calibration,-0.011987562670451882,53
051f1974096d7849,candidate_specific_unexplained_residual,0.4503565617167844,53
0b3fae5b95a319d0,finite_label_noise,0.0,53
0b3fae5b95a319d0,extreme_order_geometry,0.23817712254695889,53
0b3fae5b95a319d0,utility_mismatch,0.0,53
0b3fae5b95a319d0,shared_target_calibration,-0.0052920700079780855,53
0b3fae5b95a319d0,candidate_specific_unexplained_residual,0.44636023047988715,53
0f02703d2ed381a4,finite_label_noise,0.0,53
0f02703d2ed381a4,extreme_order_geometry,0.24073477453857314,53
0f02703d2ed381a4,utility_mismatch,0.0,53
0f02703d2ed381a4,shared_target_calibration,-0.011916807953470752,53
0f02703d2ed381a4,candidate_specific_unexplained_residual,0.45042731643376555,53
1c2dbc827374b3dc,finite_label_noise,0.0,53
1c2dbc827374b3dc,extreme_order_geometry,0.24421747894108886,53
1c2dbc827374b3dc,utility_mismatch,0.0,53
1c2dbc827374b3dc,shared_target_calibration,0.0013772172037619526,53
1c2dbc827374b3dc,candidate_specific_unexplained_residual,0.45251851140231897,53
220c0600995360bb,finite_label_noise,0.0,53
220c0600995360bb,extreme_order_geometry,0.24379336440947685,53
220c0600995360bb,utility_mismatch,0.0,53
220c0600995360bb,shared_target_calibration,0.000953102672149904,53
220c0600995360bb,candidate_specific_unexplained_residual,0.45336674046554315,53
2293aeed09318df7,finite_label_noise,0.0,53
2293aeed09318df7,extreme_order_geometry,0.24153142024087929,53
2293aeed09318df7,utility_mismatch,0.0,53
2293aeed09318df7,shared_target_calibration,-0.006250440777669615,53
2293aeed09318df7,candidate_specific_unexplained_residual,0.4439643035556583,53
30c0ea2033e35f74,finite_label_noise,0.0,53
30c0ea2033e35f74,extreme_order_geometry,0.24069284581739916,53
30c0ea2033e35f74,utility_mismatch,0.0,53
30c0ea2033e35f74,shared_target_calibration,-0.00560653541678312,53
30c0ea2033e35f74,candidate_specific_unexplained_residual,0.44415897261825193,53
32e09e8d9ffca004,finite_label_noise,0.0,53
32e09e8d9ffca004,extreme_order_geometry,0.2408531615160056,53
32e09e8d9ffca004,utility_mismatch,0.0,53
32e09e8d9ffca004,shared_target_calibration,-0.01197600144218699,53
32e09e8d9ffca004,candidate_specific_unexplained_residual,0.4503681229450493,53
40ba5c44e5f016ac,finite_label_noise,0.0,53
40ba5c44e5f016ac,extreme_order_geometry,0.2388281211125553,53
40ba5c44e5f016ac,utility_mismatch,0.0,53
40ba5c44e5f016ac,shared_target_calibration,-0.00550171361384811,53
40ba5c44e5f016ac,candidate_specific_unexplained_residual,0.4459188755201608,53
40d5447358bb93b7,finite_label_noise,0.0,53
40d5447358bb93b7,extreme_order_geometry,0.2442567871171895,53
40d5447358bb93b7,utility_mismatch,0.0,53
40d5447358bb93b7,shared_target_calibration,0.0014165253798625814,53
40d5447358bb93b7,candidate_specific_unexplained_residual,0.4524398950501177,53
4990aed0f3459ad4,finite_label_noise,0.0,53
4990aed0f3459ad4,extreme_order_geometry,0.23807846673243185,53
4990aed0f3459ad4,utility_mismatch,0.0,53
4990aed0f3459ad4,shared_target_calibration,-0.0053167339616098565,53
4990aed0f3459ad4,candidate_specific_unexplained_residual,0.446483550248046,53
4ad1225855ecaf7d,finite_label_noise,0.0,53
4ad1225855ecaf7d,extreme_order_geometry,0.23783507245317098,53
4ad1225855ecaf7d,utility_mismatch,0.0,53
4ad1225855ecaf7d,shared_target_calibration,-0.00550171361384811,53
4ad1225855ecaf7d,candidate_specific_unexplained_residual,0.44691192417954506,53
523ddae0766192bf,finite_label_noise,0.0,53
523ddae0766192bf,extreme_order_geometry,0.2463436939210774,53
523ddae0766192bf,utility_mismatch,0.0,53
523ddae0766192bf,shared_target_calibration,-0.005930530080400425,53
523ddae0766192bf,candidate_specific_unexplained_residual,0.43883211917819087,53
52f9eeb49c190ba2,finite_label_noise,0.0,53
52f9eeb49c190ba2,extreme_order_geometry,0.24510769351748546,53
52f9eeb49c190ba2,utility_mismatch,0.0,53
52f9eeb49c190ba2,shared_target_calibration,-0.005501713613848106,53
52f9eeb49c190ba2,candidate_specific_unexplained_residual,0.4396393031152306,53
5412b8cf5ae76a7a,finite_label_noise,0.0,53
5412b8cf5ae76a7a,extreme_order_geometry,0.24341821269370942,53
5412b8cf5ae76a7a,utility_mismatch,0.0,53
5412b8cf5ae76a7a,shared_target_calibration,-0.013258527031038882,53
5412b8cf5ae76a7a,candidate_specific_unexplained_residual,0.44908559735619746,53
560e02ef2280522d,finite_label_noise,0.0,53
560e02ef2280522d,extreme_order_geometry,0.23806423752841352,53
560e02ef2280522d,utility_mismatch,0.0,53
560e02ef2280522d,shared_target_calibration,-0.00550171361384811,53
560e02ef2280522d,candidate_specific_unexplained_residual,0.4466827591043025,53
573244bc56edcf5a,finite_label_noise,0.0,53
573244bc56edcf5a,extreme_order_geometry,0.2467725103876298,53
573244bc56edcf5a,utility_mismatch,0.0,53
573244bc56edcf5a,shared_target_calibration,-0.00550171361384811,53
573244bc56edcf5a,candidate_specific_unexplained_residual,0.4568424107733882,53
60cceb5bf4b06e33,finite_label_noise,0.0,53
60cceb5bf4b06e33,extreme_order_geometry,0.24677251038762973,53
60cceb5bf4b06e33,utility_mismatch,0.0,53
60cceb5bf4b06e33,shared_target_calibration,-0.00550171361384811,53
60cceb5bf4b06e33,candidate_specific_unexplained_residual,0.45684241077338816,53
62fc31b23ce0facb,finite_label_noise,0.0,53
62fc31b23ce0facb,extreme_order_geometry,0.24382439718008259,53
62fc31b23ce0facb,utility_mismatch,0.0,53
62fc31b23ce0facb,shared_target_calibration,0.0009841354427556647,53
62fc31b23ce0facb,candidate_specific_unexplained_residual,0.4533046749243316,53
659d818b8d34e32a,finite_label_noise,0.0,53
659d818b8d34e32a,extreme_order_geometry,0.2467725103876298,53
659d818b8d34e32a,utility_mismatch,0.0,53
