candidate_count,requested_near_tie_count,gauge_tail,candidate_dependence,label_budget,replicates,mean_spearman,mean_pairwise_accuracy,mean_top1,mean_top3,mean_regret,mean_effective_M,mean_realized_near_tie_M,common_offset_rank_flip_rate,candidate_specific_rank_flip_rate,high_reliability_poor_top1,raw_draws_persisted
8,2,gaussian,0.0,8,256,0.9524739583333335,0.9407087053571428,0.46484375,0.984375,0.006928259615491052,1.9212180528125598,2.0,0.0,0.80078125,0,0
8,2,gaussian,0.0,64,256,0.9595424107142858,0.9482421875,0.4453125,0.99609375,0.005361777565208534,1.9228279012952427,2.0,0.0,0.75390625,0,0
8,2,gaussian,0.0,256,256,0.9636346726190477,0.9534040178571428,0.52734375,0.9921875,0.004245275307390214,1.9245348965072449,2.0,0.0,0.72265625,0,0
8,2,gaussian,0.5,8,256,0.9442894345238095,0.9366629464285713,0.5,0.98046875,0.003300398134031946,1.93262307160568,2.0,0.0,0.82421875,0,0
8,2,gaussian,0.5,64,256,0.9603794642857144,0.9493582589285713,0.51953125,0.9921875,0.003565642578329481,1.9282740966746323,2.0,0.0,0.7421875,0,0
8,2,gaussian,0.5,256,256,0.9562872023809524,0.9458705357142856,0.43359375,0.98828125,0.003391385136344659,1.9300612254676257,2.0,0.0,0.75390625,0,0
8,2,gaussian,0.9,8,256,0.9504278273809524,0.940150669642857,0.53125,0.984375,0.003183855065213582,1.9315555377741265,2.0,0.0,0.7265625,0,0
8,2,gaussian,0.9,64,256,0.9616815476190477,0.949916294642857,0.5,1.0,0.004199809653530064,1.9297579752181069,2.0,0.0,0.77734375,0,0
8,2,gaussian,0.9,256,256,0.9589843750000001,0.9478236607142856,0.49609375,0.9921875,0.002320111644298577,1.9239671092707553,2.0,0.0,0.8046875,0,0
8,2,skewed,0.0,8,256,0.9504278273809524,0.9395926339285713,0.51953125,0.984375,0.004981277709536458,1.9190488855228311,2.0,0.0,0.76171875,0,0
8,2,skewed,0.0,64,256,0.955450148809524,0.9457310267857142,0.4375,0.98046875,0.004596934577125835,1.9265296194520602,2.0,0.0,0.76171875,0,0
8,2,skewed,0.0,256,256,0.9664248511904763,0.9570312499999999,0.54296875,0.9921875,0.0037102507475213087,1.9312185115308507,2.0,0.0,0.7734375,0,0
8,2,skewed,0.5,8,256,0.9496837797619049,0.9391741071428572,0.52734375,0.9765625,0.007316872586274692,1.9266359526076295,2.0,0.0,0.74609375,0,0
8,2,skewed,0.5,64,256,0.9600074404761906,0.9492187499999999,0.51171875,0.984375,0.0019219817947887506,1.9302327860880386,2.0,0.0,0.74609375,0,0
8,2,skewed,0.5,256,256,0.9618675595238095,0.9517299107142857,0.5,0.9921875,0.0027905285983134747,1.932738925608302,2.0,0.0,0.73046875,0,0
8,2,skewed,0.9,8,256,0.9544270833333334,0.9441964285714284,0.5390625,0.97265625,0.0024432887901762834,1.9178781081820084,2.0,0.0,0.80078125,0,0
8,2,skewed,0.9,64,256,0.9626116071428572,0.9513113839285713,0.48828125,0.9921875,0.004532667384669822,1.933695983444292,2.0,0.0,0.78125,0,0
8,2,skewed,0.9,256,256,0.9647507440476191,0.9543805803571428,0.5,0.9765625,0.002162921756108076,1.9306527963741338,2.0,0.0,0.76953125,0,0
8,2,heteroskedastic,0.0,8,256,0.9499627976190477,0.9369419642857142,0.51953125,0.98828125,0.0027833404651387205,1.927216035051334,2.0,0.0,0.80859375,0,0
8,2,heteroskedastic,0.0,64,256,0.9594494047619049,0.9481026785714285,0.51953125,0.984375,0.002245327121711586,1.9290240065260584,2.0,0.0,0.7890625,0,0
8,2,heteroskedastic,0.0,256,256,0.958984375,0.9481026785714285,0.46875,0.9921875,0.005582834781788994,1.929406930004909,2.0,0.0,0.77734375,0,0
8,2,heteroskedastic,0.5,8,256,0.9506138392857144,0.9373604910714286,0.4140625,1.0,0.007851521646803278,1.928987249344265,2.0,0.0,0.71484375,0,0
8,2,heteroskedastic,0.5,64,256,0.9627046130952381,0.9518694196428571,0.5390625,0.98828125,0.0030490348236238245,1.9273221798013145,2.0,0.0,0.7578125,0,0
8,2,heteroskedastic,0.5,256,256,0.96484375,0.953125,0.4921875,1.0,0.002745374510492111,1.930734990953616,2.0,0.0,0.7734375,0,0
8,2,heteroskedastic,0.9,8,256,0.9459635416666667,0.9342912946428572,0.44921875,0.98828125,0.009053797863008098,1.9288636552144862,2.0,0.0,0.78125,0,0
8,2,heteroskedastic,0.9,64,256,0.9647507440476191,0.9536830357142857,0.5234375,0.99609375,0.0021736221841782933,1.9227684539121799,2.0,0.0,0.80859375,0,0
8,2,heteroskedastic,0.9,256,256,0.9584263392857144,0.9483816964285714,0.48046875,1.0,0.0035494820143862553,1.930922792732861,2.0,0.0,0.765625,0,0
8,4,gaussian,0.0,8,256,0.8432849702380953,0.8638392857142857,0.25390625,0.7265625,0.003549915912852967,3.7764375852369594,4.0,0.0,0.96875,0,0
8,4,gaussian,0.0,64,256,0.857700892857143,0.8723493303571429,0.2421875,0.75390625,0.0036201559861159037,3.7825756204032595,4.0,0.0,0.96875,1,0
8,4,gaussian,0.0,256,256,0.8548177083333335,0.8688616071428571,0.21484375,0.73046875,0.0037320576530648466,3.764477554377174,4.0,0.0,0.9609375,1,0
8,4,gaussian,0.5,8,256,0.8512834821428573,0.8638392857142857,0.265625,0.78515625,0.0036009026879746126,3.7764669687520875,4.0,0.0,0.9765625,0,0
8,4,gaussian,0.5,64,256,0.8484002976190477,0.8657924107142858,0.1875,0.75,0.004051045722195671,3.787165429964594,4.0,0.0,0.9921875,1,0
