trajectory_id,seed,target,level,regime,n_candidates,n_source_pareto_front,source_pareto_front_fraction,oaci_selected_on_source_front,oaci_selected_source_pareto_layer,source_rank_top_on_source_front,source_rank_top_source_pareto_layer,joint_good_count,joint_good_front_fraction,joint_good_mean_source_pareto_layer,joint_good_source_pareto_rejected_fraction,pareto_good_count,pareto_good_front_fraction,pareto_good_mean_source_pareto_layer,pareto_good_source_pareto_rejected_fraction,preference_robust_target_better_count,preference_robust_target_better_front_fraction,preference_robust_target_better_mean_source_pareto_layer,preference_robust_target_better_source_pareto_rejected_fraction,no_candidate_id_emitted
0|1|0|S0_full_support,0,1,0,S0_full_support,20,20,1.0,1,0,1,0,1,1.0,0.0,0.0,4,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,20,20,1.0,1,0,1,0,1,1.0,0.0,0.0,4,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,20,20,1.0,1,0,1,0,1,1.0,0.0,0.0,4,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,20,20,1.0,1,0,1,0,5,1.0,0.0,0.0,2,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|1|1|S2_rare_cells,0,1,1,S2_rare_cells,20,20,1.0,1,0,1,0,5,1.0,0.0,0.0,2,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|1|1|S3_nonestimable_cells,0,1,1,S3_nonestimable_cells,20,20,1.0,1,0,1,0,5,1.0,0.0,0.0,2,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|0|S0_full_support,0,2,0,S0_full_support,27,27,1.0,1,0,1,0,14,1.0,0.0,0.0,3,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|0|S2_rare_cells,0,2,0,S2_rare_cells,27,27,1.0,1,0,1,0,14,1.0,0.0,0.0,3,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|0|S3_nonestimable_cells,0,2,0,S3_nonestimable_cells,27,27,1.0,1,0,1,0,14,1.0,0.0,0.0,3,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|1|S0_full_support,0,2,1,S0_full_support,28,28,1.0,1,0,1,0,8,1.0,0.0,0.0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|1|S2_rare_cells,0,2,1,S2_rare_cells,28,28,1.0,1,0,1,0,8,1.0,0.0,0.0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1
0|2|1|S3_nonestimable_cells,0,2,1,S3_nonestimable_cells,28,28,1.0,1,0,1,0,8,1.0,0.0,0.0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1
