dataset,backbone,method,gate_action,task_drop_ucb,benefit_lcb,benefit_mean,domain_gain,dsubj_lin,dsubj_mlp,subj_after,target_dbacc,target_lo,target_hi
Cho2017,EEGNet,TOS_VD,ABSTAIN,0.0007481258603063455,-0.0008615162037037124,0.0001365740740740723,0.23868555552204096,0.24781189311096102,0.29279243979158015,0.07656381118002238,-0.0013141025641025639,-0.002468215811965817,-9.615384615384549e-05
Cho2017,EEGNet,LEACE,REJECT,0.27026235071589827,-0.26652100694444447,-0.25733796296296296,0.29704146097051715,0.30551734402347464,0.4264336261095604,0.0209446809160636,-0.14956730769230772,-0.18541666666666667,-0.11787232905982908
Cho2017,EEGNet,RLACE,REJECT,0.27026235071589827,-0.26652100694444447,-0.25733796296296296,0.2967604406505863,0.30532279149429176,0.4264311318463658,0.021045698575447018,-0.14956730769230772,-0.18464182692307693,-0.11792681623931625
Cho2017,EEGNet,INLP,REJECT,0.27026235071589827,-0.26652100694444447,-0.25733796296296296,0.29704146097051715,0.3055672292873677,0.4264311318463658,0.020994566179956646,-0.14956730769230772,-0.18425307158119658,-0.11747676282051286
Cho2017,EEGNet,random_k,REJECT,0.03014948155359886,-0.033106655092592606,-0.029696759259259256,0.12422423645254155,nan,nan,0.20184883936036263,-0.006943776709401705,-0.010385366586538455,-0.003641810229700852
Cho2017,TSMNet,TOS_VD,ABSTAIN,0.00040821901537681026,-0.00027083333333333343,-8.333333333333341e-05,0.012154271274260409,0.012170781427523147,0.019797837067767277,0.9810662414431303,-2.6709401709397345e-05,-0.0005341880341880323,0.0005128205128205182
Cho2017,TSMNet,LEACE,REJECT,0.021595600064483172,-0.007581134259259262,-0.0062314814814814845,0.9759571280628196,0.9746600937997645,0.9122674051232552,0.004503058662750093,-0.0012980769230769202,-0.002895566239316246,0.0002032585470085545
Cho2017,TSMNet,RLACE,REJECT,0.11424460774719769,-0.12194010416666667,-0.1168240740740741,0.40392557067066154,0.40538820306318735,0.431837234631665,0.49241792327259704,-7.478632478632366e-05,-0.004166933760683763,0.0042630876068376075
Cho2017,TSMNet,INLP,REJECT,0.43518507457214956,-0.43928246527777776,-0.43465046296296295,0.9674423799421538,0.9661325028016957,0.9598438513898653,0.02003282953083876,-0.10511217948717946,-0.12686444978632477,-0.08383533653846159
Cho2017,TSMNet,random_k,REJECT,0.04563899260351678,-0.052403298611111114,-0.04931481481481482,0.00048688404267084687,nan,nan,0.9954025750463856,-4.5405982905982174e-05,-0.0020607305021367534,0.00177637553418804
Lee2019_MI,EEGNet,TOS_VD,ABSTAIN,0.00039131254252480063,-0.000930555555555562,-0.00033333333333333766,0.19871278825995806,0.2029047286279991,0.24816561844863733,0.058890053575588165,-0.0005246913580246918,-0.0017908950617284013,0.0007098765432098792
Lee2019_MI,EEGNet,LEACE,REJECT,0.29504719694431225,-0.27869548611111106,-0.27175,0.24566457023060792,0.2527882599580713,0.3630666200791987,0.015157232704402515,-0.18546296296296297,-0.22025231481481478,-0.15191203703703704
Lee2019_MI,EEGNet,RLACE,REJECT,0.29504719694431225,-0.27869548611111106,-0.27175,0.24566457023060792,0.2527882599580713,0.36306894945259727,0.015157232704402515,-0.18546296296296297,-0.2189814814814815,-0.15045447530864203
Lee2019_MI,EEGNet,INLP,REJECT,0.29504719694431225,-0.27869548611111106,-0.27175,0.24566457023060792,0.2527882599580713,0.36306894945259727,0.015157232704402515,-0.18546296296296297,-0.21997145061728393,-0.15160185185185182
Lee2019_MI,EEGNet,random_k,REJECT,0.03891209127078142,-0.04004201388888889,-0.034472222222222224,0.08938364779874214,nan,nan,0.1717283950617284,-0.007233796296296294,-0.01013898533950618,-0.004705922067901242
Lee2019_MI,TSMNet,TOS_VD,ABSTAIN,0.00045129082276513247,-0.0005000000000000008,-0.0002499999999999999,0.02337106918238993,0.025085022129047396,0.03591194968553446,0.961219426974144,-0.00012345679012345552,-0.0008024691358024651,0.0005555555555555506
Lee2019_MI,TSMNet,LEACE,REJECT,0.024655118442083967,-0.011833333333333333,-0.010666666666666666,0.9759832285115305,0.9741101793617517,0.7008001397624039,0.010881667831353366,-0.001697530864197531,-0.0034876543209876546,9.336419753086465e-05
Lee2019_MI,TSMNet,RLACE,REJECT,0.08548538490774234,-0.08870902777777777,-0.08533333333333333,0.480796645702306,0.4830503144654089,0.404698346144887,0.3976321919403681,-0.0031172839506172847,-0.006327932098765429,-9.259259259258855e-05
Lee2019_MI,TSMNet,INLP,REJECT,0.45624152729692163,-0.4432781249999999,-0.43844444444444436,0.9741551362683439,0.9715851385977172,0.9561996273002562,0.015118798043326347,-0.15388888888888888,-0.18061882716049382,-0.12706404320987658
Lee2019_MI,TSMNet,random_k,REJECT,0.03759061129001946,-0.04293090277777777,-0.03904166666666667,0.000784067085953883,nan,nan,0.989545917773119,4.629629629628126e-05,-0.0013195408950617323,0.0014892939814814712
