grouping,group_id,n_rows,target_utility_variance,joint_good_entropy,pareto_good_entropy,preference_robust_entropy,target_gauge_variance,endpoint_vector_trace_variance,target_utility_range,target_labels_diagnostic_only
global,global,3804,0.868960934265508,0.9833972412548246,0.574826587279707,0.19423363282901535,0.0034457779063144112,3.0,7.870943754233185,1
target,1,402,0.9918659755329253,0.9942073218788372,0.6263959917169503,0.22983578430824558,0.002560627967750123,2.934939262151263,3.9953640716044188,1
target,2,498,0.7892128945682754,0.8899487789424102,0.437675126695029,0.19499570935361069,0.00462710589806695,2.0398527012420136,3.5594858587286113,1
target,3,456,0.5818637101377727,0.821539952334744,0.729752925731618,0.23987382528036544,0.003177333966570636,2.0532012922061558,4.094393204161692,1
target,4,459,0.9190747413090254,0.942248306959667,0.5594066281867337,0.13923299905509887,0.001880219991707826,3.9906121350464208,5.160912652396533,1
target,5,378,0.8521138473663358,0.611822857624116,0.611822857624116,0.1623261801753929,0.005167980935550531,2.8760837344642916,4.730430733973807,1
target,6,396,0.30007116681542817,0.9940302114769565,0.41381685030363374,0.19590927087360493,0.000997736843703014,1.3027582916938554,2.7214125366358504,1
target,7,408,0.21864904329336265,0.9873267857661039,0.5008024688653857,0.19143325481419343,0.0013777925559036092,0.7597454657058234,2.14521109720817,1
target,8,390,0.7350351481350522,0.9558398699876868,0.6900703653284017,0.19823496409776623,0.00310202171140319,2.3758730504150716,4.195324358606694,1
target,9,417,0.46304540637360175,0.9362967487572058,0.5359423426233068,0.18822088853744873,0.0021631904350896134,1.7921731412005122,3.4580417475304976,1
trajectory,0|1|0|S0_full_support,20,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,0.6181328104085815,2.0051491280051597,1
trajectory,0|1|0|S2_rare_cells,20,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,0.6181328104085815,2.0051491280051597,1
trajectory,0|1|0|S3_nonestimable_cells,20,0.32027536763443254,0.28639695711595625,0.7219280948873623,0.28639695711595625,0.0007363025053047834,0.6181328104085815,2.0051491280051597,1
trajectory,0|1|1|S0_full_support,20,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1.4120067125063935,2.1717678972364203,1
trajectory,0|1|1|S2_rare_cells,20,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1.4120067125063935,2.1717678972364203,1
trajectory,0|1|1|S3_nonestimable_cells,20,0.581845373457839,0.8112781244591328,0.4689955935892812,0.28639695711595625,0.0022703380088846255,1.4120067125063935,2.1717678972364203,1
trajectory,0|2|0|S0_full_support,27,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,0.27649457222549956,1.2006048720741904,1
trajectory,0|2|0|S2_rare_cells,27,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,0.27649457222549956,1.2006048720741904,1
trajectory,0|2|0|S3_nonestimable_cells,27,0.08233901522905854,0.9990102708804813,0.5032583347756457,0.22853814395352784,0.00016944617628434142,0.27649457222549956,1.2006048720741904,1
trajectory,0|2|1|S0_full_support,28,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1.010992363040128,2.688176983227777,1
trajectory,0|2|1|S2_rare_cells,28,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1.010992363040128,2.688176983227777,1
trajectory,0|2|1|S3_nonestimable_cells,28,0.44704072094162267,0.863120568566631,0.222284830685688,0.222284830685688,0.0005302231623934434,1.010992363040128,2.688176983227777,1
trajectory,0|3|0|S0_full_support,23,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1.6010790334707803,1.8008338401815172,1
trajectory,0|3|0|S2_rare_cells,23,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1.6010790334707803,1.8008338401815172,1
trajectory,0|3|0|S3_nonestimable_cells,23,0.19350944745401982,0.828055725379504,0.9321115676166747,0.2580186686648155,0.0026806639485460588,1.6010790334707803,1.8008338401815172,1
trajectory,0|3|1|S0_full_support,25,0.35689241601597277,0.0,0.7219280948873623,0.24229218908241482,0.0006513985339506176,0.5450492072481729,2.6820490949462283,1
