dataset,method,seed,fold,target_subject,representation,observed_kl,perm_mean,perm_std,num_exceed,n_perm,exact_p,bh_fdr_q
BNCI2015_001,erm,0,2,3,graph,1.0756460428237915,0.12133823747187852,0.00832150838564024,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,2,3,node,0.5313578844070435,0.030649676973000167,0.0036892550983677022,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,1,2,graph,1.089389681816101,0.11226867229491472,0.008635935047612526,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,1,2,node,0.5210842490196228,0.02894351964816451,0.0035501266855015663,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,0,1,graph,1.0081067085266113,0.09069666296988725,0.007631356947336606,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,0,1,node,0.48904263973236084,0.025897095607593654,0.0032125884608075308,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,10,11,graph,1.2546422481536865,0.1167582240626216,0.00912318923547059,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,10,11,node,0.6209675669670105,0.035310543660074474,0.003879480809019292,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,8,9,graph,1.052337408065796,0.12748346333950758,0.009050824029295048,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,8,9,node,0.47871971130371094,0.030765737352892758,0.0035168854825654064,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,5,6,graph,1.138045072555542,0.11175865742564202,0.009043711331729026,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,5,6,node,0.6520489454269409,0.03221950357407331,0.003910760958919426,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,6,7,graph,1.0841927528381348,0.11285251459479331,0.008306744900470746,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,6,7,node,0.5406233668327332,0.028994348026812077,0.003499535486247123,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,7,8,graph,1.2091193199157715,0.1297292288541794,0.009131294767090702,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,7,8,node,0.512378454208374,0.031833161046728495,0.003697316869985141,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,3,4,graph,1.1714783906936646,0.11570849736779928,0.008517814344758325,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,3,4,node,0.5659484267234802,0.0295362941659987,0.00365214326777059,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,9,10,graph,1.1581052541732788,0.11515888876467943,0.008860459216914326,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,9,10,node,0.5740123987197876,0.033536385299637914,0.00398747797709998,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,5,6,graph,1.2795294523239136,0.1702094582170248,0.011154273263789902,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,5,6,node,0.47105786204338074,0.030727846205234527,0.00391309748348568,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,6,7,graph,1.391997218132019,0.16155847999453546,0.0110747857496907,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,6,7,node,0.5475509762763977,0.03216755919903517,0.004080921430635127,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,2,3,graph,1.2468034029006958,0.17444559654593467,0.012206756026731522,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,2,3,node,0.4271014332771301,0.0325880211032927,0.003822418492819315,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,4,5,graph,1.0894231796264648,0.10502813825756312,0.00859608022320445,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,4,5,node,0.5364523530006409,0.02696700461767614,0.0034475422354938593,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,11,12,graph,1.0499358177185059,0.10514817205816507,0.008682822881732288,0,1000,0.000999000999000999,0.000999000999000999
BNCI2015_001,erm,0,11,12,node,0.5427402853965759,0.028205095937475562,0.003485721501732029,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,0,1,graph,1.2715359926223755,0.17236854884028435,0.01159102192348354,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,0,1,node,0.517815887928009,0.03423540497012437,0.004146377437981724,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,8,9,graph,1.218982458114624,0.1691061108261347,0.011547208539520367,0,1000,0.000999000999000999,0.000999000999000999
BNCI2014_001,erm,0,8,9,node,0.4156144857406616,0.03393999362550676,0.004070691127297113,0,1000,0.000999000999000999,0.000999000999000999
