dataset,method,seed,fold,max_abs_diff,max_abs_logit,replay_ok_abs,replay_ok_rel,primary_replay_ok
BNCI2014_001,erm,0,0,1.7917005159517885e-06,8.18612003326416,True,True,True
BNCI2014_001,erm,0,1,1.4867530797602058e-06,10.690345764160156,True,True,True
BNCI2014_001,erm,0,2,1.1061871010298319e-06,8.992776870727539,True,True,True
BNCI2014_001,erm,0,3,1.2943194249714907e-06,8.875700950622559,True,True,True
BNCI2014_001,erm,0,4,1.2100236150835997e-06,9.248892784118652,True,True,True
BNCI2014_001,erm,0,5,1.896706656623337e-06,9.6257905960083,True,True,True
BNCI2014_001,erm,0,6,1.8778177004463714e-06,10.123299598693848,True,True,True
BNCI2014_001,erm,0,7,1.1945124080980918e-06,10.189329147338867,True,True,True
BNCI2014_001,erm,0,8,1.4823968896848783e-06,10.774825096130371,True,True,True
BNCI2014_001,erm,1,0,1.1260085277520204e-06,10.908011436462402,True,True,True
BNCI2014_001,erm,1,1,1.287130197979991e-06,12.852615356445312,True,True,True
BNCI2014_001,erm,1,2,1.4345903918133729e-06,10.273045539855957,True,True,True
BNCI2014_001,erm,1,3,1.3482811169751585e-06,11.268467903137207,True,True,True
BNCI2014_001,erm,1,4,1.1886352879741935e-06,9.790816307067871,True,True,True
BNCI2014_001,erm,1,5,1.172044779451653e-06,12.408592224121094,True,True,True
BNCI2014_001,erm,1,6,1.6019038096004579e-06,10.350269317626953,True,True,True
BNCI2014_001,erm,1,7,1.5059304097064796e-06,12.346234321594238,True,True,True
BNCI2014_001,erm,1,8,1.4651723887482149e-06,12.635560989379883,True,True,True
BNCI2014_001,erm,2,0,1.3472093751687453e-06,9.646745681762695,True,True,True
BNCI2014_001,erm,2,1,9.704516465980362e-07,9.01754379272461,True,True,True
BNCI2014_001,erm,2,2,1.0765690774405812e-06,9.419332504272461,True,True,True
BNCI2014_001,erm,2,3,1.3783619063900687e-06,8.560025215148926,True,True,True
BNCI2014_001,erm,2,4,9.51548453365092e-07,11.208806037902832,True,True,True
BNCI2014_001,erm,2,5,1.1981787544357303e-06,8.876093864440918,True,True,True
BNCI2014_001,erm,2,6,1.0568112154274445e-06,9.255449295043945,True,True,True
BNCI2014_001,erm,2,7,1.2669596962666674e-06,8.52767276763916,True,True,True
BNCI2014_001,erm,2,8,1.2770673389894682e-06,10.382488250732422,True,True,True
BNCI2014_001,cigl_graph_node,0,0,7.492236306916311e-07,6.502615928649902,True,True,True
BNCI2014_001,cigl_graph_node,0,1,1.0918208941390617e-06,8.496899604797363,True,True,True
BNCI2014_001,cigl_graph_node,0,2,9.012245705264377e-07,6.577879428863525,True,True,True
BNCI2014_001,cigl_graph_node,0,3,1.0502815870339077e-06,7.517803192138672,True,True,True
