config,seed,true_cmi_nats,mc_se,knn_cmi,ruler_primary,ruler_h2,ruler_h8,ruler_h32,ruler_h128
null_noleak,0,2.724688992946274e-16,1.055022407540178e-18,0.08665141365585122,0.04838825389742851,0.053202904760837555,0.019180607050657272,0.04838825389742851,0.12541463971138
null_noleak,1,2.724688992946274e-16,1.055022407540178e-18,0.08177073542508279,0.038647398352622986,0.0844329446554184,0.01865680329501629,0.038647398352622986,0.115755096077919
null_noleak,2,2.724688992946274e-16,1.055022407540178e-18,0.0546857137795773,0.05254257842898369,0.018371356651186943,0.022218097001314163,0.05254257842898369,0.10837326943874359
xs_weak,0,0.1118888985699744,0.0005422246448229218,0.3264864696202502,0.15374961495399475,0.10032831877470016,0.08757186681032181,0.15374961495399475,0.24888013303279877
xs_weak,1,0.1118888985699744,0.0005422246448229218,0.3528911337023163,0.1269202083349228,0.1050308495759964,0.08161087334156036,0.1269202083349228,0.2183569073677063
xs_weak,2,0.1118888985699744,0.0005422246448229218,0.3411464706425186,0.1529099941253662,0.07226045429706573,0.09022372961044312,0.1529099941253662,0.22575435042381287
xs_only,0,0.11279971294030518,0.0005440582437725885,0.42718169350685253,0.1530652642250061,0.11254315823316574,0.09778314083814621,0.1530652642250061,0.21626798808574677
xs_only,1,0.11279971294030518,0.0005440582437725885,0.4766769202967685,0.12254458665847778,0.11884061992168427,0.0949658527970314,0.12254458665847778,0.2032591849565506
xs_only,2,0.11279971294030518,0.0005440582437725885,0.4535133921720232,0.14512090384960175,0.0729176253080368,0.08916627615690231,0.14512090384960175,0.22091585397720337
wideE_style0p3,0,0.34566119980630233,0.0008609727182388112,1.089886663093365,0.3745153844356537,0.18016637861728668,0.2595561444759369,0.3745153844356537,0.4183942377567291
wideE_style0p3,1,0.34566119980630233,0.0008609727182388112,1.007560529547989,0.332187682390213,0.17132239043712616,0.27578750252723694,0.332187682390213,0.4016515612602234
wideE_style0p3,2,0.34566119980630233,0.0008609727182388112,0.9614307561736093,0.3729051351547241,0.26883581280708313,0.25680819153785706,0.3729051351547241,0.41920602321624756
style_0p4,0,0.36892103443813434,0.0008943843293932269,0.715339386751618,0.4089502990245819,0.18370214104652405,0.2709716260433197,0.4089502990245819,0.45521342754364014
style_0p4,1,0.36892103443813434,0.0008943843293932269,0.7669498086736054,0.37105995416641235,0.16881348192691803,0.32766973972320557,0.37105995416641235,0.4211200177669525
style_0p4,2,0.36892103443813434,0.0008943843293932269,0.7301634897215032,0.4038938581943512,0.31661757826805115,0.3211236596107483,0.4038938581943512,0.4530841112136841
style_0p6_noisy,0,0.5663989132624981,0.0009484673186899365,0.9712774854870074,0.5830501914024353,0.24512390792369843,0.4181787669658661,0.5830501914024353,0.6440768837928772
style_0p6_noisy,1,0.5663989132624981,0.0009484673186899365,0.9460987086445547,0.5555323958396912,0.2323482781648636,0.48164281249046326,0.5555323958396912,0.6129930019378662
style_0p6_noisy,2,0.5663989132624981,0.0009484673186899365,0.9732320805018845,0.5755939483642578,0.3999755084514618,0.4621192514896393,0.5755939483642578,0.6363683938980103
style_0p8,0,0.7321373932173731,0.0009164972562611116,1.306339682633818,0.7169683575630188,0.29691728949546814,0.5475785136222839,0.7169683575630188,0.7685258984565735
style_0p8,1,0.7321373932173731,0.0009164972562611116,1.4167100930230279,0.6957454085350037,0.2400030940771103,0.6036353707313538,0.6957454085350037,0.7559325695037842
style_0p8,2,0.7321373932173731,0.0009164972562611116,1.3830569557050647,0.7062479257583618,0.47429487109184265,0.5804743766784668,0.7062479257583618,0.7626029253005981
style_1p0_noxs,0,0.8130665513148524,0.0008430060873266411,1.281100326904133,0.790406346321106,0.3440554738044739,0.6640844345092773,0.790406346321106,0.8539720177650452
style_1p0_noxs,1,0.8130665513148524,0.0008430060873266411,1.3219344497902532,0.780704915523529,0.3887425661087036,0.6587138772010803,0.780704915523529,0.8467372059822083
style_1p0_noxs,2,0.8130665513148524,0.0008430060873266411,1.3087610233204348,0.7854571342468262,0.5243135690689087,0.657880961894989,0.7854571342468262,0.8479451537132263
style_1p2,0,0.9404754598305576,0.0007971446902382359,1.9220007825762948,0.8916746973991394,0.3845847547054291,0.7254393696784973,0.8916746973991394,0.9475029110908508
style_1p2,1,0.9404754598305576,0.0007971446902382359,1.9823588618741783,0.8604118824005127,0.29742810130119324,0.7483212947845459,0.8604118824005127,0.9287839531898499
style_1p2,2,0.9404754598305576,0.0007971446902382359,1.9567228132242613,0.8791726231575012,0.5785447359085083,0.7419933080673218,0.8791726231575012,0.9526848196983337
style_1p6,0,1.0454133798423708,0.0007123502967056769,2.3977460608944745,0.9843593835830688,0.4497664272785187,0.8259434700012207,0.9843593835830688,1.0448439121246338
style_1p6,1,1.0454133798423708,0.0007123502967056769,2.4783163564308195,0.9587941765785217,0.4024394750595093,0.8276479244232178,0.9587941765785217,1.0289769172668457
style_1p6,2,1.0454133798423708,0.0007123502967056769,2.438900161743034,0.9708001017570496,0.646869957447052,0.8458336591720581,0.9708001017570496,1.0418040752410889
style_2p0,0,1.1025855224027155,0.0006717808019994333,2.7848001282001933,1.033536434173584,0.44699859619140625,0.88666832447052,1.033536434173584,1.0897135734558105
style_2p0,1,1.1025855224027155,0.0006717808019994333,2.8533659504960323,1.0198979377746582,0.43853500485420227,0.8783903121948242,1.0198979377746582,1.0890778303146362
style_2p0,2,1.1025855224027155,0.0006717808019994333,2.818434945341172,1.0246738195419312,0.6876368522644043,0.895614504814148,1.0246738195419312,1.0887576341629028
style_2p4,0,1.1373689693544553,0.0006589235432476558,3.1297512433611274,1.058689832687378,0.4168035387992859,0.9218417406082153,1.058689832687378,1.1149194240570068
style_2p4,1,1.1373689693544553,0.0006589235432476558,3.1876523087010407,1.052884578704834,0.4626213610172272,0.9109178185462952,1.052884578704834,1.1202139854431152
style_2p4,2,1.1373689693544553,0.0006589235432476558,3.1434158158295,1.0550458431243896,0.7120859026908875,0.9273820519447327,1.0550458431243896,1.1180330514907837
style_2p0_wideE,0,1.1183807124385652,0.0006785529711272135,3.25435135120489,1.0450953245162964,0.40658825635910034,0.8908616900444031,1.0450953245162964,1.109694480895996
style_2p0_wideE,1,1.1183807124385652,0.0006785529711272135,3.2433471429655443,1.0059531927108765,0.4686041474342346,0.890015721321106,1.0059531927108765,1.0919175148010254
style_2p0_wideE,2,1.1183807124385652,0.0006785529711272135,3.169378356347093,1.0491523742675781,0.6665742993354797,0.910508394241333,1.0491523742675781,1.118109107017517
