candidate_count,effective_multiplicity,top_gap,association_strength,transport_heterogeneity,label_budget,cell_id,replicates,association_detection_rate,mean_local_excess_r2,median_incremental_R2,median_trajectory_incremental_R2,transport_qualification_rate,mean_positive_regimes,mean_positive_trajectories,mean_top1_increment,mean_regret_reduction,actionability_qualification_rate,association_detection_count,transport_qualification_count,actionability_qualification_count
20,2,0.01,0.0,0.0,8,syn_2a20c83e9fa831de,400,0.025,0.0001375287379490639,-0.0010767729695529047,-0.0006485843386262458,0.0,1.2225,0.76,-0.0009722222222222222,-0.003286055518756986,0.0,10,0,0
20,2,0.01,0.0,1.5,128,syn_72b32053ffd740c3,400,0.0325,0.0005305266927249631,-0.0008122105010254417,-0.00044995138098366527,0.0,1.2225,0.7325,-0.0016666666666666666,-0.0018836728864013886,0.0,13,0,0
20,2,0.01,0.2,1.5,32,syn_1849c9d766393a01,400,1.0,0.12242762724227091,0.10052138694134612,0.10278427020740696,0.8175,2.825,1.96,0.13597222222222222,0.32744433432746467,0.78,400,327,312
20,2,0.01,0.5,1.5,8,syn_479b876b1f352656,400,1.0,0.32937853486566626,0.305425056036578,0.319448323647755,0.8575,2.8675,1.975,0.36370370370370364,1.3804366906646988,0.8575,400,343,343
20,2,0.03,0.0,0.75,128,syn_5312624848f00cda,400,0.0225,0.0003798418093459001,-0.0006748918041970345,-0.0005872017474687907,0.0,1.1675,0.755,-0.0015740740740740739,-0.0031837919983401224,0.0,9,0,0
20,2,0.03,0.2,0.75,32,syn_5993a65bf241ba69,400,0.9975,0.09655159154736065,0.10373452776093403,0.10334954641612984,0.9775,2.98,1.9975,0.12916666666666665,0.32064743374985555,0.9325,399,391,373
20,2,0.03,0.5,0.75,8,syn_338b17a7064c1ed4,400,1.0,0.3092971673608976,0.38106918050029825,0.38320093765980257,0.995,2.995,2.0,0.4220833333333333,1.3589996244610654,0.995,400,398,398
20,8,0.01,0.0,0.0,128,syn_e8194fc6453e76e7,400,0.03,-0.00020311696307165163,-0.0007069612972168866,-0.0006087483500531732,0.0,1.21,0.685,-0.0005092592592592592,-0.0010288535417777292,0.0,12,0,0
20,8,0.01,0.2,0.0,32,syn_5ea34b8e453c0cb4,400,0.995,0.053585107898747,0.0743505560502356,0.07363600767613485,0.9975,2.9975,2.0,0.13893518518518516,0.2205982976162599,0.955,398,399,382
20,8,0.01,0.5,0.0,8,syn_7bb2bf2d05c3498f,400,1.0,0.17439710001334227,0.223355192123996,0.22305620323424227,1.0,3.0,2.0,0.4602777777777778,0.7889697585680753,1.0,400,400,400
20,8,0.01,0.5,1.5,128,syn_cd7808b72375ac4a,400,1.0,0.19185342863347038,0.15795885195934936,0.16342153274565765,0.88,2.8775,1.995,0.35050925925925924,0.6954262443629503,0.8625,400,352,345
20,8,0.03,0.0,1.5,32,syn_66f915b7e69de2f7,400,0.0175,0.000552925259769887,-0.0010111847859559653,-0.0004923387019689918,0.0,1.1825,0.725,-0.0016666666666666666,-0.0031043231305667527,0.0,7,0,0
