candidate_count,effective_multiplicity,top_gap,association_strength,transport_heterogeneity,label_budget,cell_id,replicates,association_detection_rate,mean_local_excess_r2,median_incremental_R2,median_trajectory_incremental_R2,transport_qualification_rate,mean_positive_regimes,mean_positive_trajectories,mean_top1_increment,mean_regret_reduction,actionability_qualification_rate,association_detection_count,transport_qualification_count,actionability_qualification_count
20,2,0.01,0.0,0.75,32,syn_066d6d65de442ad3,400,0.025,0.0005187011123601238,-0.0008832265235315477,-0.0005495818009368936,0.0,1.12,0.695,-0.0010185185185185184,-0.0010493150907695064,0.0,10,0,0
20,2,0.01,0.2,0.75,8,syn_8096aedc2676bc37,400,0.9975,0.08970953463811882,0.10814936643098036,0.10819963068086094,0.975,2.98,1.995,0.13648148148148148,0.32954850484236703,0.9275,399,390,371
20,2,0.01,0.5,0.0,128,syn_6d4fafa85b37f14e,400,1.0,0.34214995146821453,0.42710879356914483,0.42923952212216704,1.0,3.0,2.0,0.46967592592592594,1.3774692557095674,1.0,400,400,400
20,2,0.03,0.0,0.0,32,syn_5f54cfd496816fb4,400,0.03,0.0002475316443405794,-0.0009468388355309831,-0.0006473954152857453,0.0,1.1525,0.67,-0.0021296296296296298,-0.0026051774846038234,0.0,12,0,0
20,2,0.03,0.2,0.0,8,syn_a614a2b6d00c7d42,400,1.0,0.08117418552412647,0.11032972328324447,0.11007251726186665,0.9975,2.9975,2.0,0.13347222222222221,0.3200754896167591,0.9625,400,399,385
20,2,0.03,0.2,1.5,128,syn_58f1738ba0897518,400,1.0,0.12594034870903928,0.09508646213963441,0.09880908298617,0.83,2.845,1.9675,0.12837962962962962,0.31253421554265237,0.78,400,332,312
20,2,0.03,0.5,1.5,32,syn_8460e25083c418fe,400,1.0,0.33989281091696877,0.2847012179270275,0.30243389798285464,0.8525,2.865,1.9825,0.35782407407407407,1.3423530132047006,0.8525,400,341,341
20,8,0.01,0.0,1.5,8,syn_093216fd6116b42a,400,0.02,0.00017667940132544386,-0.0009624000098553132,-0.0006639695035456639,0.0,1.1625,0.6925,-0.0022222222222222222,0.0003025202272233769,0.0,8,0,0
20,8,0.01,0.2,0.75,128,syn_63dcd8e948c91bdb,400,0.9925,0.056972232182405685,0.06966309328186987,0.06994065363540461,0.9675,2.97,2.0,0.13689814814814816,0.22661172084335035,0.895,397,387,358
20,8,0.01,0.5,0.75,32,syn_c13166a83f3c53d0,400,1.0,0.1744884809385961,0.2001009410610923,0.20263794645263633,1.0,3.0,2.0,0.41300925925925924,0.7624255281313964,1.0,400,400,400
