candidate_count,effective_multiplicity,top_gap,association_strength,transport_heterogeneity,label_budget,cell_id,replicates,association_detection_rate,mean_local_excess_r2,median_incremental_R2,median_trajectory_incremental_R2,transport_qualification_rate,mean_positive_regimes,mean_positive_trajectories,mean_top1_increment,mean_regret_reduction,actionability_qualification_rate,association_detection_count,transport_qualification_count,actionability_qualification_count
20,2,0.01,0.0,0.75,8,syn_55e2a1370855e471,400,0.0125,0.00010865041469134872,-0.0008910435323734405,-0.0006588484210256762,0.0,1.28,0.7575,-0.0011574074074074073,-0.001749848276248917,0.0,5,0,0
20,2,0.01,0.2,0.0,128,syn_d5ba226f388855c1,400,1.0,0.09378900160317771,0.112247361822913,0.11242599173779336,1.0,3.0,2.0,0.14185185185185184,0.33706816927980043,0.965,400,400,386
20,2,0.01,0.5,0.0,32,syn_ba1caa04499c9dea,400,1.0,0.33742167179136273,0.42602761946576007,0.42934560269797867,1.0,3.0,2.0,0.4668055555555556,1.364212797821952,1.0,400,400,400
20,2,0.03,0.0,0.0,8,syn_3103b0ca3a089af5,400,0.035,-0.00032846347491799943,-0.0008875284773337359,-0.000718597117917108,0.0,1.1875,0.69,-0.0010648148148148149,-0.003594433385384768,0.0,14,0,0
20,2,0.03,0.0,1.5,128,syn_a442f44a3616e696,400,0.03,0.0005449416533306934,-0.0007539002479157361,-0.00033961885668432057,0.0,1.1825,0.7575,-4.629629629629643e-05,-0.00026840888433458097,0.0,12,0,0
20,2,0.03,0.2,1.5,32,syn_acd7a1a2386c09fe,400,1.0,0.12428608901110633,0.09913006614512668,0.10401671320751518,0.8275,2.8375,1.9775,0.13810185185185186,0.3353414936218877,0.7875,400,331,315
20,2,0.03,0.5,1.5,8,syn_4dd7879962cbab63,400,1.0,0.3250202164215024,0.29973183697612266,0.3061249780011671,0.87,2.8825,1.9775,0.35953703703703704,1.3497009827374524,0.87,400,348,348
20,8,0.01,0.0,0.75,128,syn_c920bfd98853559e,400,0.0275,-0.0005166681272419154,-0.0009576688670812072,-0.0005195912580522877,0.0,1.12,0.69,-4.6296296296296294e-05,-0.0036528934601568136,0.0,11,0,0
20,8,0.01,0.2,0.75,32,syn_32ef69923f07aa09,400,0.99,0.0555813275455671,0.06915338061222404,0.07038901635128195,0.965,2.9675,1.9975,0.1347685185185185,0.2204137352570677,0.8725,396,386,349
20,8,0.01,0.5,0.75,8,syn_f75e64049fbe7bd2,400,1.0,0.16884116619655798,0.1981208137262358,0.20156197390658137,1.0,3.0,2.0,0.40699074074074076,0.7873090547793327,1.0,400,400,400
20,8,0.03,0.0,0.0,128,syn_3fb88146a476da18,400,0.03,-0.0002644616372786155,-0.0007783600020846252,-0.000564443950199417,0.0,1.1475,0.7075,4.6296296296296294e-05,-0.0006082340671976481,0.0,12,0,0
20,8,0.03,0.2,0.0,32,syn_ab411c6d40456cb3,400,1.0,0.05616717126371665,0.0785874700082134,0.07788126861749894,1.0,3.0,2.0,0.13527777777777777,0.24852924817330851,0.9225,400,400,369
20,8,0.03,0.5,0.0,8,syn_0d0414616889fd01,400,1.0,0.1826850818440586,0.2331840956273366,0.23164499553358042,1.0,3.0,2.0,0.4632407407407408,0.8122389409918597,1.0,400,400,400
20,8,0.03,0.5,1.5,128,syn_e327b9c92f0ffc85,400,1.0,0.19952019792355302,0.15981196799989683,0.1693845139012358,0.8775,2.8825,1.9875,0.3607870370370371,0.7172267032388581,0.8575,400,351,343
20,20,0.01,0.0,1.5,32,syn_58df88617f3bc9a2,400,0.0325,2.8061439280779762e-05,-0.00845526559808028,-0.01035599979257859,0.0,0.65,0.3575,-0.0058796296296296305,-0.0014865740740740744,0.0,13,0,0
20,20,0.01,0.2,1.5,8,syn_aa768cc063eae31a,400,0.0425,0.003131070018765909,0.03085417126218696,0.01947869040618866,0.2725,2.1925,1.345,0.10472222222222222,0.00835601851851852,0.07,17,109,28
20,20,0.01,0.5,0.75,128,syn_74412335321fdbe2,400,1.0,0.0798221855580122,0.23137344771027374,0.2288676183580067,0.9975,2.9975,2.0,0.40847222222222224,0.037756018518518515,0.96,400,399,384
20,20,0.03,0.0,0.75,32,syn_945c792ba2bf2a47,400,0.025,1.4466411856181443e-05,-0.0016200764566272063,-0.0017894202180509244,0.0,1.0875,0.625,-0.0018055555555555555,-0.0009180555555555553,0.0,10,0,0
20,20,0.03,0.2,0.75,8,syn_f7c900bd8c0b56d9,400,0.425,0.016449971987680247,0.07324586642946856,0.0716751962797155,0.94,2.9675,1.975,0.12194444444444442,0.041443055555555545,0.7525,170,376,301
20,20,0.03,0.5,0.0,128,syn_1376ffe10da7877a,400,1.0,0.2080713633403047,0.26529233393241336,0.26423104685252563,1.0,3.0,2.0,0.4575925925925926,0.13179583333333333,1.0,400,400,400
40,2,0.01,0.0,0.0,32,syn_978c623a67e86a21,400,0.0075,-0.0003772962028890131,-0.0003437293070834846,-0.00030852382422197344,0.0,1.1775,0.6525,-0.00018518518518518518,-0.0019126977978826702,0.0,3,0,0
40,2,0.01,0.2,0.0,8,syn_ed1f679ae5259046,400,1.0,0.09165570316238018,0.11363289959185181,0.11369416509982991,1.0,3.0,2.0,0.16458333333333333,0.4593752747878432,0.9875,400,400,395
40,2,0.01,0.2,1.5,128,syn_ff17ef907fd4aefe,400,1.0,0.1426723530060243,0.10074358071906507,0.10459696898525953,0.87,2.875,1.985,0.15768518518518518,0.44802365448192577,0.8425,400,348,337
40,2,0.01,0.5,1.5,32,syn_58e7b97abc49246e,400,1.0,0.38462365183821406,0.3150255456116991,0.3227487346997283,0.94,2.94,1.9975,0.40699074074074076,1.8405021543057904,0.94,400,376,376
40,2,0.03,0.0,1.5,8,syn_7e5c1a495c3f9645,400,0.02,-0.0004046068290956521,-0.0005098023239134368,-0.00033477195899153656,0.0,1.1575,0.735,-0.0019444444444444442,-0.0008831121459289315,0.0,8,0,0
40,2,0.03,0.2,0.75,128,syn_5b48d8a2eac785bd,400,1.0,0.1138025769237258,0.11128106034115962,0.11236393044182533,0.995,2.995,2.0,0.15921296296296295,0.4566737505350884,0.98,400,398,392
40,2,0.03,0.5,0.75,32,syn_a3746b7b8376bdda,400,1.0,0.3714947510590605,0.396900175689987,0.40219274109945874,1.0,3.0,2.0,0.47254629629629635,1.8566418494241872,1.0,400,400,400
40,8,0.01,0.0,0.75,8,syn_7b8480bb2a132c53,400,0.025,0.00010292242014340297,-0.0004737506366839598,-0.000390185836788709,0.0,1.125,0.68,-0.00041666666666666664,-0.00532607811721689,0.0,10,0,0
40,8,0.01,0.2,0.0,128,syn_753b4935d01ac2a6,400,1.0,0.08816707635533164,0.09856456358505536,0.0987556206710819,1.0,3.0,2.0,0.15564814814814815,0.4249278894937575,0.985,400,400,394
40,8,0.01,0.5,0.0,32,syn_6690200f01af607f,400,1.0,0.30704816605167634,0.3364256804408306,0.3367102262490995,1.0,3.0,2.0,0.53375,1.487929643625826,1.0,400,400,400
40,8,0.03,0.0,0.0,8,syn_71dbf41648ad5670,400,0.02,-1.5597163347464037e-05,-0.00045350654837957494,-0.000337511597129303,0.0,1.1,0.645,0.0006944444444444445,-0.0012654788504547925,0.0,8,0,0
40,8,0.03,0.0,1.5,128,syn_887f84323ae734eb,400,0.02,0.0001222684633819443,-0.0004336500566224736,-0.0002129440788121162,0.0,1.13,0.755,-9.259259259259259e-05,-0.00022565672022049142,0.0,8,0,0
40,8,0.03,0.2,1.5,32,syn_57332ebbd75c40a1,400,1.0,0.118573073102741,0.08812864119752767,0.0926987930507095,0.8775,2.885,2.0,0.1641203703703704,0.38209231659331094,0.8325,400,351,333
40,8,0.03,0.5,1.5,8,syn_b37c0d98e8dfc686,400,1.0,0.30243370081526627,0.2480469070489304,0.256732910735302,0.9025,2.9025,2.0,0.4048148148148148,1.4625155277050153,0.9025,400,361,361
40,20,0.01,0.0,0.75,128,syn_297ad3f71b482c10,400,0.0325,0.000320267013603409,-0.00028537537811497893,-0.00019812955929274234,0.0,1.245,0.74,9.259259259259252e-05,-0.0009525592795141549,0.0,13,0,0
40,20,0.01,0.2,0.75,32,syn_2a4763ab9cafc10b,400,1.0,0.05198022210215056,0.058908222916523686,0.05935765578549376,0.9975,2.9975,2.0,0.1572222222222222,0.19595363758376558,0.9075,400,399,363
40,20,0.01,0.5,0.75,8,syn_a0e40050f19604f5,400,1.0,0.14422904327215613,0.15367859571637615,0.15425454377128195,0.9975,2.9975,2.0,0.4552314814814815,0.6369866710113306,0.9975,400,399,399
40,20,0.03,0.0,0.0,128,syn_da575ef06b0aebb6,400,0.0225,9.683509170134154e-05,-0.00039622426335994554,-0.00023700930412123844,0.0,1.1775,0.7025,-0.00032407407407407406,0.0008853940035206805,0.0,9,0,0
40,20,0.03,0.2,0.0,32,syn_3f63b29a08990292,400,1.0,0.05662068812525575,0.06975252220442513,0.06951091109006263,1.0,3.0,2.0,0.1586574074074074,0.2605594716835654,0.9625,400,400,385
40,20,0.03,0.5,0.0,8,syn_381c4bc84d55c45a,400,1.0,0.16706603594935296,0.18483690163256233,0.18542689897657932,1.0,3.0,2.0,0.52625,0.7366226483913987,1.0,400,400,400
40,20,0.03,0.5,1.5,128,syn_307ce0c8f7ae9ab2,400,1.0,0.17365615708255205,0.1187632435686159,0.12495820239790634,0.89,2.895,1.995,0.38185185185185183,0.5358296916584085,0.8275,400,356,331
80,2,0.01,0.0,1.5,32,syn_e93a4417f44f39f1,400,0.0225,-0.00012920321975194482,-0.00024416582764746897,-0.0001374415827722908,0.0,1.1075,0.6675,0.00032407407407407406,0.00021673608302442388,0.0,9,0,0
80,2,0.01,0.2,1.5,8,syn_c32ac57233515f1f,400,1.0,0.13880283113164224,0.10287390371599073,0.10771776540850633,0.9125,2.92,1.9925,0.1887037037037037,0.6139143611385603,0.8975,400,365,359
80,2,0.01,0.5,0.75,128,syn_5f769b983ca85812,400,1.0,0.3983150478684856,0.40378916413546095,0.4064470049010242,1.0,3.0,2.0,0.5075000000000001,2.3693569162251418,1.0,400,400,400
80,2,0.03,0.0,0.75,32,syn_3d8968afb9f7275f,400,0.025,-0.00013396293134998883,-0.00018355280674292596,-0.00014997690168586097,0.0,1.145,0.6725,-9.259259259259259e-05,-0.003028692082770026,0.0,10,0,0
80,2,0.03,0.2,0.75,8,syn_4020b50dfe05863e,400,1.0,0.10824867529134906,0.11357883694169857,0.11319216440713933,0.995,2.995,2.0,0.17861111111111108,0.60814080229887,0.9875,400,398,395
80,2,0.03,0.5,0.0,128,syn_61d5bbf9f8b34411,400,1.0,0.42743838467545897,0.45711490545347944,0.4575223859268916,1.0,3.0,2.0,0.5786111111111111,2.427003063000653,1.0,400,400,400
80,8,0.01,0.0,0.0,32,syn_584fb22602f3bf59,400,0.0225,0.00012317368147964463,-0.0001715973858733566,-0.0001498623539671895,0.0,1.18,0.72,-4.6296296296296294e-05,-0.0024892229149256514,0.0,9,0,0
80,8,0.01,0.2,0.0,8,syn_f6ca65476347ae04,400,1.0,0.09728440255632195,0.11308483579298481,0.11287190697563382,1.0,3.0,2.0,0.18708333333333335,0.6049952607373126,1.0,400,400,400
80,8,0.01,0.2,1.5,128,syn_6b2d7c4e955229fc,400,1.0,0.1442934466228079,0.09963987510570917,0.10364301617721042,0.9,2.9075,1.9925,0.18791666666666665,0.5486406856530058,0.8825,400,360,353
80,8,0.01,0.5,1.5,32,syn_a0b26a7ef7b0cfb0,400,1.0,0.37859275830323713,0.28763668871719705,0.3091701077267296,0.94,2.9375,1.995,0.43712962962962965,2.171198348193138,0.94,400,376,376
80,8,0.03,0.0,1.5,8,syn_5e96484536b40c4b,400,0.025,4.9497712439579074e-06,-0.00020683314415537168,-0.00018386097856287753,0.0,1.185,0.695,-0.0005555555555555556,-0.0016837881090725553,0.0,10,0,0
80,8,0.03,0.2,0.75,128,syn_b4639c7844c66b35,400,1.0,0.11814792644159101,0.11243470992883715,0.11427974995118828,1.0,3.0,2.0,0.18078703703703702,0.6003836832462983,0.985,400,400,394
80,8,0.03,0.5,0.75,32,syn_aee4d2ef2fe5f74a,400,1.0,0.3682306732907085,0.3725476995447971,0.3775821520434377,1.0,3.0,2.0,0.5094907407407407,2.1932290868979125,1.0,400,400,400
80,20,0.01,0.0,0.75,8,syn_1f3883e6c67bd971,400,0.025,0.0002096060611327511,-0.0002390022067928303,-0.00018853738767288242,0.0,1.14,0.63,0.0006481481481481481,-0.0014153632410103948,0.0,10,0,0
80,20,0.01,0.2,0.0,128,syn_70730907202cde58,400,1.0,0.08804445465278826,0.09242637415612397,0.09251464024980258,1.0,3.0,2.0,0.18217592592592588,0.4883779655507472,0.995,400,400,398
80,20,0.01,0.5,0.0,32,syn_e4300e2e2921521a,400,1.0,0.28736835968899366,0.29348377955106575,0.29278402893363714,1.0,3.0,2.0,0.5768055555555556,1.490851616798405,1.0,400,400,400
80,20,0.03,0.0,0.0,8,syn_cf101d586b3e2a36,400,0.0275,0.00016229810072102918,-0.0002003251208187451,-0.00013897441171994984,0.0,1.1075,0.7,0.0006018518518518518,-0.0005771738791735453,0.0,11,0,0
80,20,0.03,0.0,1.5,128,syn_e631b3348cc7a098,400,0.03,5.059622024658062e-05,-0.0001655288060232555,-0.0001286065758763777,0.0,1.2,0.71,-0.0008333333333333333,-0.0016897515845244063,0.0,12,0,0
80,20,0.03,0.2,1.5,32,syn_d1dc2e9ee82076f2,400,1.0,0.11597489872687186,0.08305092594140326,0.08650113979115309,0.91,2.9125,2.0,0.18611111111111106,0.3887865097625792,0.865,400,364,346
80,20,0.03,0.5,1.5,8,syn_71762ad9ddcae6e1,400,1.0,0.28556092233313735,0.21419042651261982,0.2304038445729032,0.9375,2.9375,2.0,0.43620370370370365,1.4911587598986824,0.925,400,375,370
