tag,subject_left,subject_right,pairwise_auc,pairwise_standardized_margin,pairwise_bacc_diagnostic,heldout_items
random,1,2,0.7975749559082892,0.5102130366223199,0.6904761904761905,168
random,1,3,0.9905643738977071,0.8357104169470924,0.9464285714285714,168
random,1,4,0.9682539682539681,0.802141261952264,0.9107142857142857,168
random,1,5,0.9055555555555556,0.6950724316494805,0.8333333333333334,168
random,1,6,0.9128306878306878,0.6977040980543409,0.8392857142857143,168
random,1,7,0.968694885361552,0.7876035145350865,0.8809523809523809,168
random,1,8,0.918915343915344,0.7068216907126563,0.8333333333333334,168
random,1,9,0.6614638447971782,0.28362448673163143,0.5535714285714286,168
random,1,10,0.8508818342151676,0.5961544513702393,0.7559523809523809,168
random,1,11,0.9928130511463845,0.8947408029011318,0.9702380952380952,168
random,1,12,1.0,0.9156669931752341,0.9940476190476191,168
random,1,13,0.8381834215167548,0.5857142571892057,0.7619047619047619,168
random,1,14,0.9992063492063492,0.8973905912467411,0.9702380952380952,168
random,1,15,0.9339065255731922,0.733874152813639,0.875,168
random,1,16,0.979320987654321,0.823698599423681,0.9166666666666666,168
random,1,17,0.9513227513227513,0.7582514924662453,0.8869047619047619,168
random,1,18,0.9481922398589064,0.7532827109098434,0.875,168
random,1,19,0.8351851851851851,0.5839210173913411,0.7678571428571429,168
random,1,20,0.9984126984126985,0.9129964900868279,0.9761904761904762,168
random,1,21,0.6654320987654321,0.3280764948576689,0.6547619047619048,168
random,1,22,0.9714726631393298,0.79742773941585,0.8869047619047619,168
random,1,23,0.9906966490299824,0.8549680092505046,0.9464285714285714,168
random,1,24,1.0,0.9783109532935279,1.0,168
random,1,25,0.9113315696649031,0.6919063052960804,0.8154761904761905,168
random,1,26,0.8847883597883598,0.6898661862526622,0.8392857142857143,168
random,1,27,0.992063492063492,0.877379298210144,0.9583333333333334,168
random,1,28,0.909126984126984,0.6800503262451717,0.8452380952380952,168
random,1,29,0.9684303350970018,0.7645765713282994,0.875,168
random,1,30,0.900705467372134,0.6732401166643415,0.8452380952380952,168
random,1,31,0.9707671957671958,0.770415159208434,0.8511904761904762,168
random,1,32,0.7925925925925926,0.4927603432110378,0.7202380952380952,168
random,1,33,0.9594797178130511,0.800534359046391,0.9107142857142857,168
random,1,34,0.9889770723104057,0.8324377515486309,0.9583333333333334,168
random,1,35,0.9731922398589067,0.819576838186809,0.9107142857142857,168
random,1,36,0.8741622574955908,0.6349766211850303,0.7678571428571429,168
random,1,37,0.9646384479717812,0.8108874921287809,0.9107142857142857,168
random,1,38,0.9836860670194002,0.8339618636029107,0.9464285714285714,168
random,1,39,0.9424162257495591,0.7380469973598208,0.8690476190476191,168
random,1,40,0.9673721340388008,0.7865818930523736,0.9345238095238095,168
random,1,41,0.9966049382716049,0.880392502461161,0.9583333333333334,168
random,1,42,0.9658289241622575,0.7978061160870961,0.9107142857142857,168
random,1,43,0.9418430335097002,0.7440739231450217,0.8511904761904762,168
random,1,44,0.9832010582010582,0.8471678963729313,0.9285714285714286,168
random,1,45,0.9700176366843033,0.7987472351108279,0.8809523809523809,168
random,1,46,0.9260141093474427,0.7149436686720166,0.8333333333333334,168
random,1,47,0.9932980599647268,0.8609153351613453,0.9464285714285714,168
random,1,48,0.9980158730158731,0.8884787197623935,0.9821428571428571,168
random,1,49,0.96820987654321,0.7763907760381699,0.8690476190476191,168
random,1,50,0.9884038800705467,0.8454615558896746,0.9345238095238095,168
random,1,51,0.9977954144620811,0.9036665431090763,0.9702380952380952,168
random,1,52,0.9463403880070546,0.7583398520946503,0.875,168
random,1,53,0.9759700176366843,0.8001116407769067,0.9166666666666666,168
random,1,54,0.9652557319223987,0.7842826864549092,0.8988095238095238,168
random,1,55,0.9532186948853616,0.7413539950336728,0.8869047619047619,168
random,1,56,0.9590828924162257,0.7761110556977135,0.8809523809523809,168
random,1,57,0.9876543209876543,0.8385371948991504,0.9404761904761905,168
random,1,58,0.9638447971781305,0.7788830740111214,0.8928571428571429,168
random,1,59,0.9941358024691357,0.8737086206674576,0.9523809523809523,168
random,1,60,0.9275132275132275,0.7154138428824288,0.8511904761904762,168
random,1,61,0.9991622574955908,0.8935111867530006,0.9642857142857143,168
random,1,62,0.9084656084656085,0.6984493775027139,0.8511904761904762,168
random,1,63,0.9265873015873017,0.7366465351411274,0.8392857142857143,168
random,1,64,0.9597442680776015,0.779508575797081,0.8869047619047619,168
random,1,65,0.9763668430335098,0.8291723132133484,0.9404761904761905,168
random,1,66,0.9823192239858908,0.8327915860073907,0.9464285714285714,168
random,1,67,0.9259700176366843,0.714461013674736,0.8630952380952381,168
random,1,68,0.955599647266314,0.7739146394389016,0.8928571428571429,168
random,1,69,0.9479717813051145,0.773117761526789,0.9047619047619048,168
random,1,70,0.9759259259259259,0.8091975663389478,0.9166666666666666,168
random,1,71,0.96331569664903,0.8043756825583321,0.9166666666666666,168
random,1,72,0.9301587301587302,0.7348274418285915,0.8452380952380952,168
random,1,73,0.9619047619047618,0.7669707856007985,0.875,168
random,1,74,0.9162698412698413,0.6921307891607285,0.8571428571428571,168
random,1,75,0.9170194003527337,0.6888939759560994,0.8392857142857143,168
random,1,76,0.9234126984126984,0.7067506845508303,0.8392857142857143,168
random,1,77,0.878968253968254,0.6515459311859948,0.8035714285714286,168
random,1,78,0.9580246913580246,0.7881653734615871,0.8988095238095238,168
random,1,79,0.9380070546737214,0.7291279946054731,0.8809523809523809,168
random,1,80,0.9511904761904761,0.7652472172464643,0.8809523809523809,168
random,2,3,0.9646384479717812,0.784684847508158,0.8988095238095238,168
random,2,4,0.9106701940035273,0.6839944230658668,0.8333333333333334,168
random,2,5,0.8055996472663138,0.5243095606565475,0.7142857142857143,168
random,2,6,0.7529541446208112,0.4426081914986883,0.6964285714285714,168
random,2,7,0.8868606701940036,0.6506275151457105,0.8333333333333334,168
random,2,8,0.8375220458553791,0.5862041456358773,0.75,168
random,2,9,0.7897266313932979,0.5065339654684067,0.6845238095238095,168
random,2,10,0.9628306878306877,0.8074885202305657,0.8988095238095238,168
random,2,11,0.9977954144620812,0.9094700004373278,0.9821428571428571,168
random,2,12,1.0,0.8889390294040952,0.9821428571428571,168
random,2,13,0.8832892416225749,0.6537260221583503,0.7916666666666666,168
random,2,14,0.9777336860670195,0.8232683965138027,0.9107142857142857,168
random,2,15,0.865652557319224,0.6254641988447734,0.7976190476190477,168
random,2,16,0.9791887125220459,0.8289067617484501,0.9047619047619048,168
random,2,17,0.955246913580247,0.7610990809542793,0.8690476190476191,168
random,2,18,0.9025573192239859,0.6829311634813037,0.8333333333333334,168
random,2,19,0.8541446208112875,0.6432253611939294,0.8333333333333334,168
random,2,20,0.9697089947089946,0.8147027598960059,0.9047619047619048,168
random,2,21,0.7193121693121693,0.42494856087224825,0.7023809523809523,168
random,2,22,0.9529982363315697,0.7570702348436628,0.8511904761904762,168
random,2,23,0.9814373897707233,0.8471758195332119,0.9583333333333334,168
random,2,24,1.0,0.9802123414618629,1.0,168
random,2,25,0.9041887125220457,0.6873954577105386,0.8035714285714286,168
random,2,26,0.8307760141093474,0.6051973359925407,0.8154761904761905,168
random,2,27,0.9849647266313933,0.8242731945855277,0.9285714285714286,168
random,2,28,0.8088183421516755,0.5189243948885373,0.6904761904761905,168
random,2,29,0.9832010582010582,0.7881877273321152,0.8511904761904762,168
random,2,30,0.8166225749559082,0.5401241853833199,0.7261904761904762,168
random,2,31,0.9302910052910053,0.6978379104818616,0.8273809523809523,168
random,2,32,0.7817019400352734,0.49350785464048386,0.7142857142857143,168
random,2,33,0.8742063492063492,0.6291914965425219,0.7976190476190477,168
random,2,34,0.933994708994709,0.7378959826060704,0.8273809523809523,168
random,2,35,0.8827601410934746,0.6414119069065366,0.7738095238095238,168
random,2,36,0.739594356261023,0.41267176823956625,0.6726190476190477,168
random,2,37,0.8764550264550264,0.6360414283616203,0.7976190476190477,168
random,2,38,0.9212522045855378,0.7142790726252964,0.8333333333333334,168
random,2,39,0.7906525573192239,0.5105413645505905,0.7380952380952381,168
random,2,40,0.9218694885361551,0.7112500752721514,0.8511904761904762,168
random,2,41,0.9617283950617284,0.7859107809407371,0.875,168
random,2,42,0.8110670194003526,0.539649275796754,0.7083333333333334,168
random,2,43,0.8140652557319225,0.5268244849784034,0.7380952380952381,168
random,2,44,0.8676366843033511,0.6266771448510033,0.7797619047619048,168
random,2,45,0.7791887125220457,0.46702158025332857,0.7142857142857143,168
random,2,46,0.7909171075837742,0.5023931775774274,0.6785714285714286,168
random,2,47,0.9685626102292769,0.7939056477376393,0.9166666666666666,168
random,2,48,0.9399029982363315,0.7493965093578611,0.8690476190476191,168
random,2,49,0.8338183421516755,0.5599125772714615,0.7559523809523809,168
random,2,50,0.8380952380952381,0.5840816412653241,0.7619047619047619,168
random,2,51,0.985626102292769,0.8432004643338067,0.9226190476190477,168
random,2,52,0.8730158730158729,0.6215528228453228,0.7738095238095238,168
