tag,subject,heldout_clip_subject_nll,heldout_clip_subject_accuracy_diagnostic,heldout_clip_true_subject_probability,true_subject_probability_gt_0p999999_frac,retrieval_map,class_conditional_subject_nll_macro
random,1,3.6090175549149244,0.30952380952380953,0.28407728720746706,0.0,0.03826817448031213,3.7514898295202364
random,2,4.542788207195127,0.16666666666666666,0.15027009103080963,0.0,0.020910388019944652,4.797414339017656
random,3,4.415748428956907,0.2976190476190476,0.27621486700904235,0.0,0.04539972801556423,4.0226844093454135
random,4,4.599662248827836,0.11904761904761904,0.0843789719447699,0.0,0.022422859783696264,5.61921907409633
random,5,6.008762100118727,0.03571428571428571,0.045147415540943675,0.0,0.016455945991322714,5.13300309576179
random,6,5.099472758585186,0.05952380952380952,0.048258856880609956,0.0,0.017725689089035705,5.22386122684842
random,7,4.955100597535965,0.11904761904761904,0.08020400410611572,0.0,0.01882245506961847,5.232012903859383
random,8,3.688386139898915,0.2857142857142857,0.24180401714524302,0.0,0.03266847859684712,4.737360124994189
random,9,4.270598541974125,0.11904761904761904,0.14883309543989093,0.0,0.0499098572496828,4.371448108381305
random,10,2.377477953169706,0.44047619047619047,0.37113910660802507,0.0,0.07183561513432471,3.4978230104460515
random,11,0.5564128941684977,0.8571428571428571,0.7719086645279487,0.0,0.2490956475417107,2.2491790951027713
random,12,1.1375839291614072,0.6190476190476191,0.5619421942843706,0.0,0.19590815283649815,3.1322339483128614
random,13,3.0139327895481336,0.35714285714285715,0.340612184666323,0.0,0.2264397923265759,3.9094447840287763
random,14,2.711404202894877,0.4166666666666667,0.3789368131958481,0.0,0.24753744531228264,4.160761333648491
random,15,3.217548088488221,0.34523809523809523,0.29293233533811125,0.0,0.14537913449162534,4.064673824244347
random,16,2.2419516477183588,0.4880952380952381,0.44054745578340776,0.0,0.1061204030967717,3.3025133789360677
random,17,3.413113701388019,0.32142857142857145,0.3032810122289862,0.0,0.09793608027223766,4.167357630707721
random,18,3.1194388074819557,0.2976190476190476,0.25988725775677346,0.0,0.05334171348481568,3.960182882645447
random,19,3.258332945532473,0.36904761904761907,0.3094636981795639,0.0,0.17294070593306024,4.090808943867082
random,20,1.8976950931287764,0.47619047619047616,0.4536615487888858,0.0,0.14412753792403293,3.6380830110463855
random,21,4.700015335330568,0.21428571428571427,0.19164192368846572,0.0,0.1818203334671815,4.541349963435369
random,22,3.3010685200343746,0.40476190476190477,0.3703120030364376,0.011904761904761904,0.2964905472203152,4.782043882738023
random,23,3.213290762808082,0.39285714285714285,0.33746488730866336,0.0,0.03620453192222598,3.8469669747862807
random,24,0.2949137078376503,0.9047619047619048,0.8097732255678193,0.0,0.28414638750010013,1.6017203430911149
random,25,4.614751948243732,0.19047619047619047,0.16604418067023233,0.0,0.05618833145839643,3.6964923712714506
random,26,3.9282671178742405,0.4166666666666667,0.3745598608253131,0.0,0.3048717033185105,4.706049768219493
random,27,3.256711260037128,0.34523809523809523,0.3066383847550953,0.0,0.15529517615293495,3.635650812784002
random,28,4.622487494968889,0.08333333333333333,0.06905089975927808,0.0,0.027398647072475697,4.924867598879226
random,29,2.5408492212821465,0.5595238095238095,0.5147196777570395,0.0,0.2620922521435061,3.20673188751338
random,30,4.703625313581592,0.07142857142857142,0.07556611702708786,0.0,0.02515980068990954,5.04090559742323
random,31,4.084105131328815,0.39285714285714285,0.3396494539964398,0.0,0.11360426747458938,4.097467915450547
random,32,3.8312576746415026,0.2976190476190476,0.2248932516320076,0.0,0.030938997066054883,4.624575719211475
random,33,5.000184554519232,0.10714285714285714,0.08183599257999397,0.0,0.019935531650425636,4.997332626618749
random,34,3.738038212840971,0.2261904761904762,0.18640554334803294,0.0,0.051746116812774794,4.390886609970876
random,35,4.298767402121493,0.16666666666666666,0.13771096011882045,0.0,0.03788712308694294,5.21757459390723
random,36,4.677617073504836,0.14285714285714285,0.08947949066077514,0.0,0.03781067241237601,4.97054374703652
random,37,4.011556492679022,0.21428571428571427,0.1449640848667681,0.0,0.02088321370364688,4.326901544983571
random,38,4.945226603608024,0.07142857142857142,0.0762532950320408,0.0,0.01941225661716182,5.308283285287947
random,39,4.929090525605551,0.03571428571428571,0.04104835181570507,0.0,0.017854729686885718,5.0841600484593
random,40,3.1565739909758883,0.35714285714285715,0.31618537912220274,0.0,0.05602563714187519,3.606698635608448
random,41,3.23935247854645,0.32142857142857145,0.30826423132676245,0.0,0.0359599750822426,3.6104341356183602
random,42,4.424956716350122,0.05952380952380952,0.06775967496289813,0.0,0.01898770262815254,4.949648295898647
random,43,4.983703689277014,0.10714285714285714,0.07342526889390553,0.0,0.017225532490009486,4.876962822263037
random,44,4.625686156039076,0.09523809523809523,0.0834431173128457,0.0,0.02172220307359043,4.659527335402144
random,45,4.645501643619748,0.07142857142857142,0.06071829950134168,0.0,0.017906368449982044,5.110066590572999
random,46,5.443945111075326,0.08333333333333333,0.050977226397622574,0.0,0.018322361359186974,4.872222203100772
random,47,3.3946653537409794,0.23809523809523808,0.18454395125172326,0.0,0.02604915320452221,4.263770264205589
random,48,4.776673100745955,0.16666666666666666,0.14331230223701222,0.0,0.023269322257441716,4.486383242487617
random,49,4.814644088100441,0.09523809523809523,0.07992443224763639,0.0,0.018113821313379946,4.670289065423872
