seed,method_id,method,information_class,standardized_regret,regret_number_id,source_relative_gain,gain_number_id,Q1_pass,Q1_maxT_p,Q2_pass,Q2_simultaneous_upper,top1,top5,top10,topk_number_ids,allowed_interpretation
3,S1,Source-validation balanced accuracy,IS,0.7794759728707445,c82_seed3_S1_mean_standardized_regret,0.0,c82_seed3_S1_source_relative_regret_gain,NA,NA,NA,NA,0.0,0.0,0.0,c82_seed3_S1_top1|c82_seed3_S1_top5|c82_seed3_S1_top10,registered_comparator
3,U7,Average Thresholded Confidence MC,ISU,0.6415178176313072,c82_seed3_U7_mean_standardized_regret,0.13795815523943733,c82_seed3_U7_source_relative_regret_gain,0,0.7120622568093385,0,0.44740551743036294,0.0,0.0625,0.0625,c82_seed3_U7_top1|c82_seed3_U7_top5|c82_seed3_U7_top10,fixed_primary_zero_label_method
3,U5,Normalized nuclear norm,IU,0.763311452913763,c82_seed3_U5_mean_standardized_regret,0.016164519956981538,c82_seed3_U5_source_relative_regret_gain,0,1.0,0,0.5691991527128186,0.0,0.0,0.0,c82_seed3_U5_top1|c82_seed3_U5_top5|c82_seed3_U5_top10,fixed_primary_zero_label_method
3,U11,MaNo p4,IU,0.9461808356169957,c82_seed3_U11_mean_standardized_regret,-0.16670486274625118,c82_seed3_U11_source_relative_regret_gain,0,1.0,0,0.7520685354160513,0.0,0.0,0.0,c82_seed3_U11_top1|c82_seed3_U11_top5|c82_seed3_U11_top10,fixed_primary_zero_label_method
3,U13,Confidence Optimal Transport with Thresholding,ISU,0.33864056415217253,c82_seed3_U13_mean_standardized_regret,0.440835408718572,c82_seed3_U13_source_relative_regret_gain,1,0.01556420233463035,0,0.1445282639512282,0.125,0.3125,0.375,c82_seed3_U13_top1|c82_seed3_U13_top5|c82_seed3_U13_top10,fixed_primary_zero_label_method
3,U14,Soft Neighborhood Density,IU,0.7622112039203117,c82_seed3_U14_mean_standardized_regret,0.01726476895043283,c82_seed3_U14_source_relative_regret_gain,0,1.0,0,0.5680989037193673,0.0,0.125,0.125,c82_seed3_U14_top1|c82_seed3_U14_top5|c82_seed3_U14_top10,fixed_primary_zero_label_method
3,U15,Agreement-on-the-Line,ISU,0.7794759728707445,c82_seed3_U15_mean_standardized_regret,0.0,c82_seed3_U15_source_relative_regret_gain,0,1.0,0,0.5853636726698002,0.0,0.0,0.0,c82_seed3_U15_top1|c82_seed3_U15_top5|c82_seed3_U15_top10,fixed_primary_zero_label_method
3,L1,Frozen Q0 B=1,ILc,0.35338318633180843,c80_seed3_budget1_expected_standardized_regret,0.426092786538936,c80_seed3_budget1_mean_regret_reduction_vs_source,NA,NA,NA,NA,0.037841796875,0.159210205078125,0.280792236328125,c80_seed3_budget1_top1|c80_seed3_budget1_top5|c80_seed3_budget1_top10,registered_comparator
3,L7,Frozen Q0 FULL,ILc,0.08279432226091084,c80_seed3_budgetFULL_expected_standardized_regret,0.6966816506098336,c80_seed3_budgetFULL_mean_regret_reduction_vs_source,NA,NA,NA,NA,0.125,0.6875,0.75,c80_seed3_budgetFULL_top1|c80_seed3_budgetFULL_top5|c80_seed3_budgetFULL_top10,registered_comparator
4,S1,Source-validation balanced accuracy,IS,0.8048232601796825,c82_seed4_S1_mean_standardized_regret,0.0,c82_seed4_S1_source_relative_regret_gain,NA,NA,NA,NA,0.0,0.0,0.0,c82_seed4_S1_top1|c82_seed4_S1_top5|c82_seed4_S1_top10,registered_comparator
4,U7,Average Thresholded Confidence MC,ISU,0.7209056660389691,c82_seed4_U7_mean_standardized_regret,0.08391759414071343,c82_seed4_U7_source_relative_regret_gain,0,0.9727626459143969,0,0.5064714708699354,0.0,0.0,0.0,c82_seed4_U7_top1|c82_seed4_U7_top5|c82_seed4_U7_top10,fixed_primary_zero_label_method
4,U5,Normalized nuclear norm,IU,0.7661732914334574,c82_seed4_U5_mean_standardized_regret,0.03864996874622517,c82_seed4_U5_source_relative_regret_gain,0,1.0,0,0.5517390962644235,0.0,0.0,0.0,c82_seed4_U5_top1|c82_seed4_U5_top5|c82_seed4_U5_top10,fixed_primary_zero_label_method
4,U11,MaNo p4,IU,0.8741790516622012,c82_seed4_U11_mean_standardized_regret,-0.06935579148251869,c82_seed4_U11_source_relative_regret_gain,0,1.0,0,0.6597448564931674,0.0,0.0,0.0,c82_seed4_U11_top1|c82_seed4_U11_top5|c82_seed4_U11_top10,fixed_primary_zero_label_method
4,U13,Confidence Optimal Transport with Thresholding,ISU,0.4653350333230629,c82_seed4_U13_mean_standardized_regret,0.3394882268566196,c82_seed4_U13_source_relative_regret_gain,0,0.10116731517509728,0,0.2509008381540292,0.0,0.25,0.3125,c82_seed4_U13_top1|c82_seed4_U13_top5|c82_seed4_U13_top10,fixed_primary_zero_label_method
4,U14,Soft Neighborhood Density,IU,0.6610950733080356,c82_seed4_U14_mean_standardized_regret,0.1437281868716469,c82_seed4_U14_source_relative_regret_gain,0,0.6264591439688716,0,0.44666087813900196,0.0625,0.1875,0.1875,c82_seed4_U14_top1|c82_seed4_U14_top5|c82_seed4_U14_top10,fixed_primary_zero_label_method
4,U15,Agreement-on-the-Line,ISU,0.8048232601796825,c82_seed4_U15_mean_standardized_regret,0.0,c82_seed4_U15_source_relative_regret_gain,0,1.0,0,0.5903890650106489,0.0,0.0,0.0,c82_seed4_U15_top1|c82_seed4_U15_top5|c82_seed4_U15_top10,fixed_primary_zero_label_method
4,L1,Frozen Q0 B=1,ILc,0.3737050812998979,c80_seed4_budget1_expected_standardized_regret,0.42374240248226924,c80_seed4_budget1_mean_regret_reduction_vs_source,NA,NA,NA,NA,0.03839111328125,0.164825439453125,0.29412841796875,c80_seed4_budget1_top1|c80_seed4_budget1_top5|c80_seed4_budget1_top10,registered_comparator
4,L7,Frozen Q0 FULL,ILc,0.1106669682773286,c80_seed4_budgetFULL_expected_standardized_regret,0.6867805155048384,c80_seed4_budgetFULL_mean_regret_reduction_vs_source,NA,NA,NA,NA,0.125,0.5,0.6875,c80_seed4_budgetFULL_top1|c80_seed4_budgetFULL_top5|c80_seed4_budgetFULL_top10,registered_comparator
