dataset,target_subject,source_seed,q,method,checkpoint_hash,adaptation_manifest_hash,translation_vector_hash,log_scale_vector_hash,translation_norm,log_scale_norm,translation_displacement_from_q05,log_scale_displacement_from_q05,geometry_displacement_from_q05,fitted_prior_class0,fitted_prior_class1,source_prior_class0,source_prior_class1,tta_seed
Lee2019_MI,1,0,0.1,FP-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,6648b6e4de3f637b095fc5e617a5cb65ae687f7e5a3e203a220c115735cee0e7,bb7154284b26f77066c12ae8ac0f75a7ce107024c394a48ef07e54402210908e,1.1366366147994995,10.207603454589844,0.35614678263664246,1.5466409921646118,1.5871165330328982,0.5,0.5,0.5,0.5,5497305536424661849
Lee2019_MI,1,0,0.1,Joint-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,b1a289deec2f4e039c7d7297ee1f6f4220abb84e9355f909017f8d9debcad095,519bcce9bd297366413787faf26e3799fe67804e12e5a77de60d9e17f0f0f52c,1.1372145414352417,10.243459701538086,0.3625456392765045,1.6051514148712158,1.645585125486213,0.7183682322502136,0.2816317677497864,0.5,0.5,5497305536424661849
Lee2019_MI,1,0,0.5,FP-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,ec904dd91e0582602efc5003838c1218bab176ed2cc987ad988a7b1b7fbc839b,d405a3e144684e2467d3fc36ef8acce96d475030d90ab0fbf5d48e5824158efb,1.1157068014144897,9.507972717285156,0.0,0.0,0.0,0.5,0.5,0.5,0.5,5497305536424661849
Lee2019_MI,1,0,0.5,Joint-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,613043f04adedf128b32be32632e639f9582b3789d59adc74caa6b11a37fb794,74717a241eea2d8014cba4151737c1bba4abe5084b8aca756ad56f112ec8312c,1.1160433292388916,9.505093574523926,0.0,0.0,0.0,0.4827081859111786,0.5172918438911438,0.5,0.5,5497305536424661849
Lee2019_MI,1,0,0.9,FP-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,189e4620d6a65b94ddb7950be37446cfd3ed932b165a592618827edea72ec087,b83eafc29ab0171c855cc04482e9dea727cc0157a677f20942fdfa5df440f119,1.2291419506072998,9.95075511932373,0.37236592173576355,1.4398702383041382,1.4872399546892696,0.5,0.5,0.5,0.5,5497305536424661849
Lee2019_MI,1,0,0.9,Joint-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,e6247097188df0a59baf043e9beac6ed358f126f58edee715f9dc47b5649d35e,a9b406a0b49be4115be8285386e37d56684c3551017d7df00e1ec17ccb264170,1.2465777397155762,9.932504653930664,0.4222947061061859,1.4597994089126587,1.5196536227269217,0.3176248073577881,0.6823751926422119,0.5,0.5,5497305536424661849
Lee2019_MI,1,1,0.1,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,25a661bc43e90ff6d560161c7a94cb2263ed24e11a2c70859540d3e3ad438bb1,e378c2ef9939e189a44f756c36b08904d33ef3ec9ffe468e47259bdc3193042e,1.0162625312805176,10.105450630187988,0.27681776881217957,1.4749367237091064,1.5006886472802765,0.5,0.5,0.5,0.5,5889788009468423762
Lee2019_MI,1,1,0.1,Joint-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,d0e13bdd86c5a54479fd9feed620761a9687c55d6bc6dd82901c8e28c964de25,5ebd7b8703e25db6b645a047eeb4f8550628d4266f79b8501f5bbeca642bfbf4,1.0264503955841064,10.096711158752441,0.292682021856308,1.4695281982421875,1.4983911009302031,0.34399139881134033,0.6560086011886597,0.5,0.5,5889788009468423762
Lee2019_MI,1,1,0.5,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,2d63580857e3ab3de04c92678d19c92eedbd5516b99a8f2894ce06d17127ac9f,e79ef2741a089d147fea2a2dff4bd7945164d704548df28fb5dee0e9a6d236f9,1.0307875871658325,9.372237205505371,0.0,0.0,0.0,0.5,0.5,0.5,0.5,5889788009468423762
Lee2019_MI,1,1,0.5,Joint-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,f1075a28c99cc8a018f610a995be09aacdce533d1070fed4a90a3c7aa6c97158,42fe5a3ffcfdd857d769011254052af5d4fdc18c9e1ce1641a3087197b2dc04f,1.0346415042877197,9.369861602783203,0.0,0.0,0.0,0.394794762134552,0.605205237865448,0.5,0.5,5889788009468423762
Lee2019_MI,1,1,0.9,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,897b9de6663ad92c7edf7e20da96a85c2d0ec9bce119c60b371a589dd3a15158,980d460ff43c650712cf0bfd04d875458f5bdf08b21c45e41069557472e009cc,1.1223609447479248,9.798284530639648,0.32594117522239685,1.381592869758606,1.4195198158085633,0.5,0.5,0.5,0.5,5889788009468423762
