dataset,target_subject,source_seed,hardware_group,slurm_array_job_id,slurm_array_task_id,raw_path,raw_sha256,stdout_path,stdout_sha256,stdout_status,stderr_path,stderr_sha256,stderr_status,scheduler_handoff_verified,launch_commit,runner_sha256,checkpoint_sha256,status
Lee2019_MI,1,0,V100,894784,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target1_seed0.json,62dd97e201f83de4a0281cc2255f55f2d8c639e1dba90b2b98694c8aa39199d7,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_0.out,be442266299709333981dfadabee48549bc5b6a7b5bd849b4c61d28136105811,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,pass
Lee2019_MI,1,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target1_seed1.json,816e68f3298b38b0a616af7e3047fc06ba73cee308a938f671bc6e8689100de9,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,pass
Lee2019_MI,1,2,V100,894784,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target1_seed2.json,369a2ae39c7c6a1b35f2cc832e3b828b02040fb9f22e6c7f68b2f1b023b168bc,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_2.out,9d2c652045a893dcc349411d921e9218e087aa50319f12e86e913d75ac77c56b,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,pass
Lee2019_MI,2,0,V100,894784,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target2_seed0.json,c3ddfef6ae078ea0a176ab30abec422c9788b34de5805d51c75f995f2268c2dc,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_3.out,bd88fbe106189544ce9be8af24d1f8f1e9cfb4f1084930012347fb61d0a0ca18,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,6018d21b03062ea0b3322005c3aac3cf2c8bf471a3c094a67119b61c1c373613,pass
Lee2019_MI,2,1,V100,894879,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target2_seed1.json,722030d1dea25bd76f89396a6e5839b391d1fe092bec2a076472e907f00ee331,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894879_4.out,a283a01f70da6ddd3c8bcfbd8bf245ee2d87f402a8555e6e0e597674ca11e456,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894879_4.err,5b75487a0e7ec4c7725d3854c963f56428b30ebe1bc3326de705055f25b1d826,verified_post_artifact_scheduler_handoff,True,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,b6f4b891c075a943280c12d769627c4956e405a1386c931fedd51b5ce076f9f2,pass
Lee2019_MI,2,2,V100,894784,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target2_seed2.json,3a6f8cdac914c79d1c6ed0a287737a973644a673b5d7287ee200c2e501ada8f7,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.out,e77daec47f6f35da800a60f72b23a9bef7388c989be20bef2732536da252732c,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,81d9479dc6e0c3770b9d9031690bcc59d8b71d09153ab761987745ff2e92d4ee,pass
Lee2019_MI,3,0,V100,894784,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target3_seed0.json,e3899d06b2c2fb0662f8151965c173443f09269e04ba952a7d6cb72dfdf4b705,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_0.out,be442266299709333981dfadabee48549bc5b6a7b5bd849b4c61d28136105811,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,e9d926212e9232bdf9eac61e99704140e09f22c17c05feb6366509ad32de2cd5,pass
Lee2019_MI,3,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target3_seed1.json,da2165b7796977701e3686e5abb71a54097ba266f894c77e1b223bfcaa1919e8,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,432f21aac699296d6fd44a9c2dfe27d39c9a86877abba701f7a666886816c8f8,pass
Lee2019_MI,3,2,V100,894897,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target3_seed2.json,9c5cc5a42b93f969b1dea424c3b2b32870ecc4205fbe8ab70632728bb1992d3c,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.out,96cd1ea7d1d8f33cda235e63a1943872117157ae7194b2991aff4168c70b41e2,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,7a3bd87aa4be139d43f83c4876b0002fffed2b5de126018279be696f6a884ae4,pass
Lee2019_MI,4,0,V100,894784,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target4_seed0.json,2dc2a4a2ad939fee527dd2234ed0360b144f9f21e5257a212af9c59388f411fe,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_3.out,bd88fbe106189544ce9be8af24d1f8f1e9cfb4f1084930012347fb61d0a0ca18,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,pass
