unit_id,dataset,method,seed,fold,align_k1,align_k2,R3_task_drop,graph_kl,collapse_guard
BNCI2014_001:cigl_graph_node:s0:f0,BNCI2014_001,cigl_graph_node,0,0,0.016035625127576347,0.016646606740176203,0.048611111111111105,0.7225001454353333,True
BNCI2014_001:cigl_graph_node:s0:f1,BNCI2014_001,cigl_graph_node,0,1,0.003156963950134339,0.006625995141973174,-0.015625,0.8742154836654663,True
BNCI2014_001:cigl_graph_node:s0:f2,BNCI2014_001,cigl_graph_node,0,2,0.028317111473034142,0.049236356748330184,0.04166666666666663,0.5307035446166992,True
BNCI2014_001:cigl_graph_node:s0:f3,BNCI2014_001,cigl_graph_node,0,3,0.0031282496608597984,0.02949492684586832,0.015625,0.8700321912765503,True
BNCI2014_001:cigl_graph_node:s0:f4,BNCI2014_001,cigl_graph_node,0,4,0.011792782340244416,0.02441762045522593,0.008680555555555552,0.7354043126106262,True
BNCI2014_001:cigl_graph_node:s0:f5,BNCI2014_001,cigl_graph_node,0,5,0.014820853335144168,0.01870544533519162,0.001736111111111105,0.8982024788856506,True
BNCI2014_001:cigl_graph_node:s0:f6,BNCI2014_001,cigl_graph_node,0,6,0.005408289158447048,0.023928714150817872,0.005208333333333315,0.7855993509292603,True
BNCI2014_001:cigl_graph_node:s0:f7,BNCI2014_001,cigl_graph_node,0,7,0.034866215375081416,0.03953831356826459,0.0625,0.6547400951385498,True
BNCI2014_001:cigl_graph_node:s0:f8,BNCI2014_001,cigl_graph_node,0,8,0.046171760930878165,0.11959304748877018,0.041666666666666685,0.5984208583831787,True
BNCI2014_001:cigl_graph_node:s1:f0,BNCI2014_001,cigl_graph_node,1,0,0.0029867116780242886,0.005286366776244905,-0.00347222222222221,,True
BNCI2014_001:cigl_graph_node:s1:f1,BNCI2014_001,cigl_graph_node,1,1,0.002524333574014376,0.009693344715477463,-0.017361111111111105,,True
BNCI2014_001:cigl_graph_node:s1:f2,BNCI2014_001,cigl_graph_node,1,2,0.003414021174160307,0.07014296190346779,0.02951388888888884,,True
BNCI2014_001:cigl_graph_node:s1:f3,BNCI2014_001,cigl_graph_node,1,3,0.00431669571782276,0.022743967413987543,-0.006944444444444475,,True
BNCI2014_001:cigl_graph_node:s1:f4,BNCI2014_001,cigl_graph_node,1,4,0.003670745232329389,0.05397467939703612,0.008680555555555552,,True
BNCI2014_001:cigl_graph_node:s1:f5,BNCI2014_001,cigl_graph_node,1,5,0.002779812307548028,0.011157225227117354,-0.00868055555555558,,True
BNCI2014_001:cigl_graph_node:s1:f6,BNCI2014_001,cigl_graph_node,1,6,0.0027798588739424705,0.016175257009531548,0.015625,,True
BNCI2014_001:cigl_graph_node:s1:f7,BNCI2014_001,cigl_graph_node,1,7,0.002805151641924924,0.024591863745848222,0.043402777777777735,,True
BNCI2014_001:cigl_graph_node:s1:f8,BNCI2014_001,cigl_graph_node,1,8,0.017420516413379657,0.01781659258572211,0.027777777777777735,,True
BNCI2014_001:cigl_graph_node:s2:f0,BNCI2014_001,cigl_graph_node,2,0,0.004553961845106665,0.04410968653127269,0.02256944444444442,,True
BNCI2014_001:cigl_graph_node:s2:f1,BNCI2014_001,cigl_graph_node,2,1,0.0053554803795116315,0.0064026101049418456,-0.005208333333333315,,True
BNCI2014_001:cigl_graph_node:s2:f2,BNCI2014_001,cigl_graph_node,2,2,0.042346280698527736,0.04279079955091989,0.04340277777777779,,True
BNCI2014_001:cigl_graph_node:s2:f3,BNCI2014_001,cigl_graph_node,2,3,0.0034934090004552568,0.006755505782884804,0.010416666666666685,,True
BNCI2014_001:cigl_graph_node:s2:f4,BNCI2014_001,cigl_graph_node,2,4,0.006269867067166299,0.028139034823501528,0.00694444444444442,,True
BNCI2014_001:cigl_graph_node:s2:f5,BNCI2014_001,cigl_graph_node,2,5,0.022727244569833667,0.04240062460464028,0.013888888888888895,,True
BNCI2014_001:cigl_graph_node:s2:f6,BNCI2014_001,cigl_graph_node,2,6,0.00730575799159944,0.06579532987456924,-0.005208333333333315,,True
BNCI2014_001:cigl_graph_node:s2:f7,BNCI2014_001,cigl_graph_node,2,7,0.0015360453823140365,0.014926471106917766,0.031249999999999944,,True
BNCI2014_001:cigl_graph_node:s2:f8,BNCI2014_001,cigl_graph_node,2,8,0.0023935882094177903,0.05605175429444701,0.02083333333333337,,True
BNCI2014_001:erm:s0:f0,BNCI2014_001,erm,0,0,0.0013958062533600364,0.0021997702882757876,0.010416666666666685,1.2715359926223755,True
BNCI2014_001:erm:s0:f1,BNCI2014_001,erm,0,1,0.0016801083060055178,0.0020880225972902252,-0.01215277777777779,1.390123963356018,True
BNCI2014_001:erm:s0:f2,BNCI2014_001,erm,0,2,0.001276257781292439,0.002835912968810244,0.01215277777777779,1.2468034029006958,True
BNCI2014_001:erm:s0:f3,BNCI2014_001,erm,0,3,0.0019825858890876024,0.003759243989464576,0.0017361111111110494,1.316481113433838,True
BNCI2014_001:erm:s0:f4,BNCI2014_001,erm,0,4,0.002273825805886571,0.0033562679897909506,0.006944444444444475,1.2211480140686035,True
BNCI2014_001:erm:s0:f5,BNCI2014_001,erm,0,5,0.0033051170370802024,0.005138306936720414,-0.00347222222222221,1.2795294523239136,True
BNCI2014_001:erm:s0:f6,BNCI2014_001,erm,0,6,0.0014853714466998519,0.0030198232029496263,0.005208333333333315,1.391997218132019,True
BNCI2014_001:erm:s0:f7,BNCI2014_001,erm,0,7,0.0022827379903629557,0.005856385805800551,0.01215277777777779,1.2259830236434937,True
BNCI2014_001:erm:s0:f8,BNCI2014_001,erm,0,8,0.004456355624541457,0.008833386312438764,0.00694444444444442,1.218982458114624,True
BNCI2014_001:erm:s1:f0,BNCI2014_001,erm,1,0,0.0024916348261014337,0.005029311541191643,-0.0017361111111111605,,True
BNCI2014_001:erm:s1:f1,BNCI2014_001,erm,1,1,0.0021555746471283214,0.007227392633631193,-0.006944444444444475,,True
BNCI2014_001:erm:s1:f2,BNCI2014_001,erm,1,2,0.0014583055220134939,0.003653699891494347,-0.00520833333333337,,True
BNCI2014_001:erm:s1:f3,BNCI2014_001,erm,1,3,0.006836398426694526,0.009041326309523987,0.006944444444444475,,True
BNCI2014_001:erm:s1:f4,BNCI2014_001,erm,1,4,0.0014902350236998365,0.002180058378137186,-0.00347222222222221,,True
BNCI2014_001:erm:s1:f5,BNCI2014_001,erm,1,5,0.002561687123840275,0.005831146476974542,0.008680555555555525,,True
BNCI2014_001:erm:s1:f6,BNCI2014_001,erm,1,6,0.002568424890628588,0.004529662888391885,0.01215277777777779,,True
BNCI2014_001:erm:s1:f7,BNCI2014_001,erm,1,7,0.005288853886826198,0.007649113840492605,0.00694444444444442,,True
BNCI2014_001:erm:s1:f8,BNCI2014_001,erm,1,8,0.007994618336643887,0.009745936540318365,-0.012152777777777735,,True
BNCI2014_001:erm:s2:f0,BNCI2014_001,erm,2,0,0.0010449731785932073,0.0017376829891870716,0.0034722222222222654,,True
BNCI2014_001:erm:s2:f1,BNCI2014_001,erm,2,1,0.0009358807413110545,0.001493358603444315,0.001736111111111105,,True
BNCI2014_001:erm:s2:f2,BNCI2014_001,erm,2,2,0.0014705079589771397,0.0017166910127107563,0.00520833333333337,,True
BNCI2014_001:erm:s2:f3,BNCI2014_001,erm,2,3,0.001097964629120884,0.0014806890227654814,0.0034722222222222654,,True
BNCI2014_001:erm:s2:f4,BNCI2014_001,erm,2,4,0.004022106037082498,0.005130946352496062,0.00347222222222221,,True
BNCI2014_001:erm:s2:f5,BNCI2014_001,erm,2,5,0.0021806711699474675,0.004843151287689233,0.0034722222222222376,,True
BNCI2014_001:erm:s2:f6,BNCI2014_001,erm,2,6,0.0011751987122203753,0.0018830716460665202,-0.001736111111111105,,True
BNCI2014_001:erm:s2:f7,BNCI2014_001,erm,2,7,0.0026663463480540543,0.0046257005978032045,-0.00694444444444442,,True
BNCI2014_001:erm:s2:f8,BNCI2014_001,erm,2,8,0.00045802276801821157,0.004019230280895339,-0.0034722222222222654,,True
BNCI2015_001:cigl_graph_node:s0:f0,BNCI2015_001,cigl_graph_node,0,0,0.554282454535689,0.7329068414401831,0.18,0.1643371284008026,True
BNCI2015_001:cigl_graph_node:s0:f1,BNCI2015_001,cigl_graph_node,0,1,0.37628840769766875,0.3960472335837592,0.23250000000000004,0.2979535460472107,True
BNCI2015_001:cigl_graph_node:s0:f10,BNCI2015_001,cigl_graph_node,0,10,0.1914067144284891,0.24826637014581548,-0.07999999999999996,0.5199632048606873,True
BNCI2015_001:cigl_graph_node:s0:f11,BNCI2015_001,cigl_graph_node,0,11,0.33895846076550973,0.6718957851996366,-0.019999999999999962,0.2789929509162903,True
BNCI2015_001:cigl_graph_node:s0:f2,BNCI2015_001,cigl_graph_node,0,2,0.05993128006227382,0.689026203490529,0.2675,0.30763348937034607,True
BNCI2015_001:cigl_graph_node:s0:f3,BNCI2015_001,cigl_graph_node,0,3,0.09925700719258154,0.4376167721739031,0.15499999999999992,0.479448527097702,True
BNCI2015_001:cigl_graph_node:s0:f4,BNCI2015_001,cigl_graph_node,0,4,0.6753444595059218,0.7082557313447353,0.05499999999999994,0.21702484786510468,True
BNCI2015_001:cigl_graph_node:s0:f5,BNCI2015_001,cigl_graph_node,0,5,0.29833249421794666,0.3181647343278579,0.09750000000000003,0.4481675326824188,True
BNCI2015_001:cigl_graph_node:s0:f6,BNCI2015_001,cigl_graph_node,0,6,0.4581257428850382,0.7310906212352857,5.551115123125783e-17,0.17968539893627167,True
BNCI2015_001:cigl_graph_node:s0:f7,BNCI2015_001,cigl_graph_node,0,7,0.31790069570069884,0.4490198676583057,0.01333333333333342,0.2995750606060028,True
