level,scientific_independent,role,resampling_or_handling
seed,0,repeated_training_factor,report_separately_and_pair_within_target
target,1,primary_cluster,exact_signflip_and_target_cluster_bootstrap
level,0,repeated_within_target,average_or_block_within_target
regime,0,candidate_structure,ERM_anchor_OACI_SRC_trajectories_not_iid
trajectory,0,candidate_structure,blocked_and_descriptive
checkpoint,0,candidate_not_subject,never_row_iid
trial_ID,0,shared_across_seeds,join_split_and_cluster_only
class,0,stratification,stratified_sampling_without_replacement
MC_chain,0,numerical_integration,paired_nested_draws_not_scientific_sample
budget,0,nested_repeated_measure,maxT_simultaneous_family
