trajectory_id,n_rows,coverage,hit,actionability_fail,mean_neighbor_count,singleton_fraction,local_bayes_hit,best_existing_score_hit,underuse_gap,null_percentile_N1,null_percentile_N2,primary_failure_code,secondary_failure_code,target_labels_diagnostic_only,no_selection_artifact
0|1|0|S0_full_support,20,1.0,0.0,1,50.5,0.0,0.0,0.0,0.0,0.578125,0.953125,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|1|0|S2_rare_cells,20,1.0,0.0,1,49.1,0.0,0.0,0.0,0.0,0.4375,0.984375,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|1|0|S3_nonestimable_cells,20,1.0,0.0,1,49.55,0.0,0.0,0.0,0.0,0.453125,0.984375,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|1|1|S0_full_support,20,1.0,1.0,0,39.65,0.0,1.0,0.0,1.0,1.0,1.0,PASS,,1,1
0|1|1|S2_rare_cells,20,1.0,1.0,0,41.05,0.0,1.0,0.0,1.0,1.0,1.0,PASS,,1,1
0|1|1|S3_nonestimable_cells,20,1.0,1.0,0,40.4,0.0,1.0,0.0,1.0,1.0,1.0,PASS,,1,1
0|2|0|S0_full_support,27,1.0,1.0,0,107.22222222222223,0.0,1.0,1.0,0.0,1.0,1.0,PASS,,1,1
0|2|0|S2_rare_cells,27,1.0,1.0,0,106.03703703703704,0.0,1.0,1.0,0.0,1.0,1.0,PASS,,1,1
0|2|0|S3_nonestimable_cells,27,1.0,1.0,0,106.70370370370371,0.0,1.0,1.0,0.0,1.0,1.0,PASS,,1,1
0|2|1|S0_full_support,28,1.0,1.0,0,104.14285714285714,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|2|1|S2_rare_cells,28,1.0,1.0,0,106.53571428571429,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|2|1|S3_nonestimable_cells,28,1.0,1.0,0,106.71428571428571,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|3|0|S0_full_support,23,1.0,1.0,1,80.82608695652173,0.0,1.0,1.0,1.0,1.0,1.0,LOW_TRAJECTORY_ENRICHMENT,SOURCE_SCORE_UNDERUSE,1,1
0|3|0|S2_rare_cells,23,1.0,1.0,1,81.65217391304348,0.0,1.0,1.0,1.0,1.0,1.0,LOW_TRAJECTORY_ENRICHMENT,SOURCE_SCORE_UNDERUSE,1,1
0|3|0|S3_nonestimable_cells,23,1.0,1.0,1,81.04347826086956,0.0,1.0,1.0,1.0,1.0,1.0,LOW_TRAJECTORY_ENRICHMENT,SOURCE_SCORE_UNDERUSE,1,1
0|3|1|S0_full_support,25,1.0,0.0,1,64.8,0.0,0.0,0.0,0.0,0.703125,1.0,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|3|1|S2_rare_cells,25,1.0,0.0,1,62.4,0.0,0.0,0.0,0.0,0.65625,1.0,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|3|1|S3_nonestimable_cells,25,1.0,0.0,1,63.0,0.0,0.0,0.0,0.0,0.65625,1.0,LOW_TRAJECTORY_HIT,TRAJECTORY_FRAGMENTED,1,1
0|4|0|S0_full_support,24,1.0,1.0,0,47.375,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|4|0|S2_rare_cells,24,1.0,1.0,0,48.125,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|4|0|S3_nonestimable_cells,24,1.0,1.0,0,48.208333333333336,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|4|1|S0_full_support,36,1.0,1.0,0,105.19444444444444,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|4|1|S2_rare_cells,36,1.0,1.0,0,104.55555555555556,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
0|4|1|S3_nonestimable_cells,36,1.0,1.0,0,104.52777777777777,0.0,1.0,1.0,1.0,1.0,1.0,PASS,,1,1
