seed,target,level,budget,expected_standardized_regret,regret_reduction_vs_source,top1,top5,top10,target4_primary,same_label_oracle_accessed,pass
3,1,0,1,0.3185504415760869,0.4543964183272947,0.033203125,0.109375,0.2001953125,0,0,1
3,1,0,2,0.24186197916666663,0.531084880736715,0.04150390625,0.1474609375,0.25390625,0,0,1
3,1,0,4,0.1888233129528985,0.5841235469504831,0.04248046875,0.169921875,0.3095703125,0,0,1
3,1,0,8,0.14485912967995168,0.62808773022343,0.0498046875,0.2041015625,0.357421875,0,0,1
3,1,0,16,0.12221656099033816,0.6507302989130435,0.04345703125,0.22607421875,0.42236328125,0,0,1
3,1,0,32,0.10307923837560387,0.6698676215277778,0.0263671875,0.2373046875,0.47802734375,0,0,1
3,1,0,FULL,0.028985507246376833,0.7439613526570048,0.0,0.0,0.0,0,0,1
3,1,1,1,0.37108090049342113,0.42716471354166663,0.0283203125,0.14404296875,0.25634765625,0,0,1
3,1,1,2,0.2945942125822369,0.5036514014528508,0.04296875,0.18896484375,0.33642578125,0,0,1
3,1,1,4,0.2159852145010966,0.5822603995339912,0.0615234375,0.26123046875,0.4560546875,0,0,1
3,1,1,8,0.15553471080043868,0.6427109032346491,0.0869140625,0.37744140625,0.60009765625,0,0,1
3,1,1,16,0.10383472108004395,0.6944108929550438,0.11474609375,0.50634765625,0.74560546875,0,0,1
3,1,1,32,0.07720411869517554,0.7210414953399122,0.1708984375,0.68896484375,0.91552734375,0,0,1
3,1,1,FULL,0.026315789473684348,0.7719298245614035,0.0,1.0,1.0,0,0,1
3,2,0,1,0.3750985320908072,0.37826469660874434,0.0146484375,0.09326171875,0.20654296875,0,0,1
3,2,0,2,0.3117248808856502,0.4416383478139013,0.03173828125,0.14892578125,0.283203125,0,0,1
3,2,0,4,0.2681408527186099,0.48522237598094164,0.03369140625,0.17236328125,0.31201171875,0,0,1
3,2,0,8,0.24297794632847536,0.5103852823710762,0.03076171875,0.18798828125,0.3564453125,0,0,1
3,2,0,16,0.2248677480381166,0.5284954806614349,0.0390625,0.203125,0.3828125,0,0,1
3,2,0,32,0.21839309487107622,0.5349701338284754,0.03369140625,0.1806640625,0.40625,0,0,1
3,2,0,FULL,0.13452914798206275,0.6188340807174888,0.0,0.0,0.0,0,0,1
3,2,1,1,0.3069283621651785,0.3805716378348215,0.0478515625,0.171875,0.2978515625,0,0,1
3,2,1,2,0.243467058454241,0.444032941545759,0.06787109375,0.23779296875,0.3779296875,0,0,1
3,2,1,4,0.20782034737723204,0.47967965262276796,0.08984375,0.30322265625,0.4833984375,0,0,1
3,2,1,8,0.1828046526227678,0.5046953473772322,0.12451171875,0.4189453125,0.60400390625,0,0,1
3,2,1,16,0.17391967773437494,0.513580322265625,0.18798828125,0.572265625,0.74072265625,0,0,1
3,2,1,32,0.1672188895089285,0.5202811104910715,0.31298828125,0.78515625,0.90478515625,0,0,1
3,2,1,FULL,0.0,0.6875,1.0,1.0,1.0,0,0,1
3,3,0,1,0.39379882812500006,0.37506909640330194,0.021484375,0.10107421875,0.20556640625,0,0,1
3,3,0,2,0.3077024063974057,0.4611655181308963,0.02783203125,0.1337890625,0.26220703125,0,0,1
3,3,0,4,0.22476599351415097,0.544101931014151,0.03759765625,0.1875,0.34375,0,0,1
3,3,0,8,0.1596863944575472,0.6091815300707548,0.0498046875,0.2705078125,0.45068359375,0,0,1
3,3,0,16,0.11998590433372647,0.6488820201945755,0.078125,0.36572265625,0.59033203125,0,0,1
3,3,0,32,0.09693764740566042,0.6719302771226415,0.13525390625,0.55224609375,0.79345703125,0,0,1
3,3,0,FULL,0.09905660377358494,0.669811320754717,0.0,1.0,1.0,0,0,1
3,3,1,1,0.42207879535222464,0.41690425549523297,0.02392578125,0.1494140625,0.279296875,0,0,1
3,3,1,2,0.31037928694385597,0.5286037639036016,0.048828125,0.21923828125,0.404296875,0,0,1
3,3,1,4,0.2215462377515891,0.6174368130958685,0.0673828125,0.32373046875,0.55029296875,0,0,1
3,3,1,8,0.1588879601430086,0.680095090704449,0.09228515625,0.44775390625,0.7060546875,0,0,1
