path,sha256,size_bytes,raw_payload,observed_sha256,pass
oaci/reports/C80_LABEL_BUDGET_FRONTIER.json,90074280c4d05acdaeb5f33e7fcd7d0e6f1c27417ed5fd1467b86083ac967675,1058,0,90074280c4d05acdaeb5f33e7fcd7d0e6f1c27417ed5fd1467b86083ac967675,1
oaci/reports/c80e_tables/authorization_lock_replay.csv,14c0bbafaa808945a8a296543ab3faa785be83b16e0e4f3e758d26473cdba5d3,401,0,14c0bbafaa808945a8a296543ab3faa785be83b16e0e4f3e758d26473cdba5d3,1
oaci/reports/c80e_tables/budget_grid_and_availability_replay.csv,62f71d28ded61af69bf8701c4c7a1afa268a3d16298d64170a95f99bd19f2faf,176,0,62f71d28ded61af69bf8701c4c7a1afa268a3d16298d64170a95f99bd19f2faf,1
oaci/reports/c80e_tables/cross_seed_frontier_stability.csv,9a97690167e5b7aba0f64144caebffc4e17037c8704f7969d8c709bbfa7553e0,1510,0,9a97690167e5b7aba0f64144caebffc4e17037c8704f7969d8c709bbfa7553e0,1
oaci/reports/c80e_tables/execution_attempt_ledger.csv,f55e52e653576a44c8a09b2d68ca272853fa0153a97ddc82f115b6fd0d618111,553,0,f55e52e653576a44c8a09b2d68ca272853fa0153a97ddc82f115b6fd0d618111,1
oaci/reports/c80e_tables/failure_reason_ledger.csv,f0075482e825207d9688faafd70de6ef86834ef5c57b23c29a282b5f3fa7964a,110,0,f0075482e825207d9688faafd70de6ef86834ef5c57b23c29a282b5f3fa7964a,1
oaci/reports/c80e_tables/field_view_manifest_replay.csv,68630cd17cb1eb783cd248c66fe890a6d9d4062e70dbd95b384e4d7bd54d277f,2910,0,68630cd17cb1eb783cd248c66fe890a6d9d4062e70dbd95b384e4d7bd54d277f,1
oaci/reports/c80e_tables/full_budget_cell_counts.csv,52865657cfe8c8678f48b78d6bc91fbbafec2045032663b6e6a9f56d08beeb9d,1957,0,52865657cfe8c8678f48b78d6bc91fbbafec2045032663b6e6a9f56d08beeb9d,1
oaci/reports/c80e_tables/leave_one_target_out_sensitivity.csv,d8412e892553dd34152d07f7347f97dd525a330997af3f63b248d34f00cc3f48,288,0,d8412e892553dd34152d07f7347f97dd525a330997af3f63b248d34f00cc3f48,1
oaci/reports/c80e_tables/monte_carlo_precision_replay.csv,097b51703ba1f6d86da5b91df6f90927fb8e5e727a8624d00f8a1d6db6163d18,122,0,097b51703ba1f6d86da5b91df6f90927fb8e5e727a8624d00f8a1d6db6163d18,1
oaci/reports/c80e_tables/regime_selection_summary.csv,23e80062ad187d360ae3a6e6e019657e9b44c6e3ccc53f5dc2528ce778ff3661,9360,0,23e80062ad187d360ae3a6e6e019657e9b44c6e3ccc53f5dc2528ce778ff3661,1
oaci/reports/c80e_tables/registry_execution_ledger.csv,a74f629d53af8978514943ec9771e7e7fa690bfd13341cb0fc1a56af16928944,116,0,a74f629d53af8978514943ec9771e7e7fa690bfd13341cb0fc1a56af16928944,1
oaci/reports/c80e_tables/reliability_actionability_summary.csv,c0bc0857b9248344cef4e43eaa93a6a506c8e2fe5da0ebe6a66a31ea20260428,1999,0,c0bc0857b9248344cef4e43eaa93a6a506c8e2fe5da0ebe6a66a31ea20260428,1
oaci/reports/c80e_tables/repaired_authorization_preflight.csv,3862f8404682d164d5b2ce24772d3fe6f37f42d1925d5419212fe586eddb7b35,865,0,3862f8404682d164d5b2ce24772d3fe6f37f42d1925d5419212fe586eddb7b35,1
oaci/reports/c80e_tables/seed3_budget_frontier.csv,95623a4d7955ab9e48ed830024af0807ecc1a06c67d57826993df85552b495a1,976,0,95623a4d7955ab9e48ed830024af0807ecc1a06c67d57826993df85552b495a1,1
oaci/reports/c80e_tables/seed4_budget_frontier.csv,f58b98d77336d071fb265f6f3524966698610fa8a1505a0ed814f0b272acd83b,978,0,f58b98d77336d071fb265f6f3524966698610fa8a1505a0ed814f0b272acd83b,1
oaci/reports/c80e_tables/seed_specific_bstar.csv,4a7daec0b1204efaa9ee2d0a2eb922fab937c70a3b2e1f8222fe84af46723cb2,66,0,4a7daec0b1204efaa9ee2d0a2eb922fab937c70a3b2e1f8222fe84af46723cb2,1
oaci/reports/c80e_tables/selection_descriptor_repair_replay.csv,18734f31560cfc2cc5d3d102a935447e452d6b18ab2efd2c48ed20692489e4b9,783,0,18734f31560cfc2cc5d3d102a935447e452d6b18ab2efd2c48ed20692489e4b9,1
oaci/reports/c80e_tables/simultaneous_inference_summary.csv,c60829bb1e37f6eae2310b2b452c4420fe842989de0eac9606d79f11c2cf9934,1974,0,c60829bb1e37f6eae2310b2b452c4420fe842989de0eac9606d79f11c2cf9934,1
oaci/reports/c80e_tables/target_level_regret.csv,bbc8015db0be61a7121f335dc909dcf1904e072004a42ff32af919b243e1e79f,60524,0,bbc8015db0be61a7121f335dc909dcf1904e072004a42ff32af919b243e1e79f,1
oaci/reports/c80e_tables/topgap_multiplicity_moderation.csv,b3f6dadd499b74b57773ec43318d452ad8fc97877b91a22ff58639ea21cf1447,22455,0,b3f6dadd499b74b57773ec43318d452ad8fc97877b91a22ff58639ea21cf1447,1
oaci/reports/c80e_tables/topk_coverage_summary.csv,dab3db12e19424529cc7de846778688cc0f6c98659bd9b07a56dbf52da49a0c4,4101,0,dab3db12e19424529cc7de846778688cc0f6c98659bd9b07a56dbf52da49a0c4,1
