job_id,suite,commit_under_test,environment,partition,CPUs,memory,GPU,status,accepted,passed,failed,skipped,deselected,reason,stdout_path,stdout_bytes,stdout_sha256,stderr_path,stderr_bytes,stderr_sha256
894743,focused,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,SUPERSEDED_TEST_SET,0,42,0,0,0,passed_before_manifest_replay_test_was_added,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/focused-894743.out,99,b0f6266698132bf9b0ce0cdc4b60e0e88e00a457f1871aa49c5e7668c7431af9,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/focused-894743.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894744,C65-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,INVALID_COMMAND_LIST_QUOTING,0,43,0,0,0,newline_file_list_became_shell_commands,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c65-894744.out,99,a44fbe89d91082ec62d84fd3ed69c663ab6ce427d41f5d9e4545b31aa1ae1c02,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c65-894744.err,3451,528e709c08bc43e7f9899c81f3574fe5496ae5f6c6c10f47d9a4ccdf31836d18
894745,C23-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,INVALID_COMMAND_LIST_QUOTING,0,12,0,0,0,newline_file_list_became_shell_commands,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c23-894745.out,99,1eb2bcdb934506265e620578e28717b7247a2c406495ac607f3a064a36e855df,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c23-894745.err,8506,0e9cb5689621b57c2a4c75765981afdb7e359b2fc41bec61f8e20aa3a9cb9c52
894746,full_OACI,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,CANCELLED_SUPERSEDED_TEST_SET,0,,,,,cancelled_after_manifest_replay_test_was_added,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/full-894746.out,1161,47eacf54e9b1b095482cef7772291bd6d70bd2dc5d8036dba7d264f65842005a,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/full-894746.err,84,90d820df3eb5cf1c1d09613a02c4e359d6b01cda4ff7e915ae779e22a56dcee9
894750,C65-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,SUPERSEDED_TEST_SET,0,411,0,1,3,passed_before_final_manifest_replay_test,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c65-r2-894750.out,712,1bf992bfd244c7c815965383a0ded121fb34ce7534610b10f7da39afe8f47ba0,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c65-r2-894750.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894751,C23-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,CANCELLED_SUPERSEDED_TEST_SET,0,,,,,cancelled_after_manifest_replay_test_was_added,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c23-r2-894751.out,1202,50133d32736d5d6602f845b0ecaaa02a2fb7a9676476678e4457c27a4644966c,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/c23-r2-894751.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894754,focused,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_WRONG_FULL_SHA,0,0,0,0,0,manual_short_SHA_expansion_was_wrong,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-focused-894754.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-focused-894754.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894755,C65-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_WRONG_FULL_SHA,0,0,0,0,0,manual_short_SHA_expansion_was_wrong,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-c65-894755.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-c65-894755.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894756,C23-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_WRONG_FULL_SHA,0,0,0,0,0,manual_short_SHA_expansion_was_wrong,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-c23-894756.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-c23-894756.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894757,full_OACI,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_WRONG_FULL_SHA,0,0,0,0,0,manual_short_SHA_expansion_was_wrong,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-full-894757.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/final-full-894757.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894758,focused,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_DIRTY_WORKTREE,0,0,0,0,0,uncommitted_CSV_line_ending_normalization,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-focused-894758.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-focused-894758.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894759,C65-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_DIRTY_WORKTREE,0,0,0,0,0,uncommitted_CSV_line_ending_normalization,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-c65-894759.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-c65-894759.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894760,C23-C81P,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_DIRTY_WORKTREE,0,0,0,0,0,uncommitted_CSV_line_ending_normalization,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-c23-894760.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-c23-894760.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
894761,full_OACI,e347a06edf9fdcabd999cb848301d7d6b025c36c,/home/infres/yinwang/anaconda3/envs/eeg2025,cpu-high,48,96G,0,GUARD_REJECTED_DIRTY_WORKTREE,0,0,0,0,0,uncommitted_CSV_line_ending_normalization,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-full-894761.out,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/infres/yinwang/CMI_AAAI/c81p_regression_logs/accepted-full-894761.err,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
