dataset,target_subject,source_seed,split_family,method,n_adapt,n_eval,class_counts_adapt,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,protocol,official_repo,official_sha,runner_commit,manifest_hash,split_hash,source_subjects,source_n,target_session,adapt_eval_disjoint,both_classes_adapt,both_classes_eval,source_idx_sha256,adapt_idx_sha256,eval_idx_sha256,parameter_t,source_model_sha256,train_seconds,adapt_seconds,eval_seconds,target_label_leakage_detected,method_selection_uses_target_performance,official_pretrained_weight_used,third_party_vendored
Lee2019_MI,27,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.54,0.54,0.4165398274987316,6558fd34d58f5809e3cf9c766f0ed18b935fccc2c251fa9e6323ab7a88a4ceef,e74a425b9cb870983d9997a1fa33d50ed51f87dfac352972bbf04657777728d5,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,130e8940bd338531c3867f92b40867b053b881d8af5a6e26933017acf3a01685,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,d5dbc3b35643fcfbd31af5c3605b1f9ac03180a9df44b26517f63c9814a4f93b,da1cb40d5b8eb9bf257923ed49f45c45c7d230c79b18583c2ea02940d1f7fa41,1e46ebb3ca0e8b662efcd28e6d5d55f364222f75b821bf40344c6016da2c21e5,1.0,6c1272c50c23103f0858519e999b18ff27a6df78e941372842fef7f08b6206fe,1054.0327911376953,0.0,0.019698619842529297,False,False,False,False
Lee2019_MI,27,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.62,0.62,0.6198479391756703,e3ea9a3b5f9ad30c225c34bc8a58d4665d5ea8e990f4bcf82bc211f574dadb4c,b97d3e2d2d05ebe40ea1d0e105e07aa5fd1558758ce7ac9e1022414af2ea28fa,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,130e8940bd338531c3867f92b40867b053b881d8af5a6e26933017acf3a01685,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,d5dbc3b35643fcfbd31af5c3605b1f9ac03180a9df44b26517f63c9814a4f93b,da1cb40d5b8eb9bf257923ed49f45c45c7d230c79b18583c2ea02940d1f7fa41,1e46ebb3ca0e8b662efcd28e6d5d55f364222f75b821bf40344c6016da2c21e5,1.0,6c1272c50c23103f0858519e999b18ff27a6df78e941372842fef7f08b6206fe,1054.0327911376953,0.04152965545654297,0.01830601692199707,False,False,False,False
Lee2019_MI,27,0,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.62,0.62,0.6198479391756703,e3ea9a3b5f9ad30c225c34bc8a58d4665d5ea8e990f4bcf82bc211f574dadb4c,3cfb43a17c3798e15a5e4df6f0b3b6130aded6b45727c0322a8395d524580403,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,130e8940bd338531c3867f92b40867b053b881d8af5a6e26933017acf3a01685,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,d5dbc3b35643fcfbd31af5c3605b1f9ac03180a9df44b26517f63c9814a4f93b,da1cb40d5b8eb9bf257923ed49f45c45c7d230c79b18583c2ea02940d1f7fa41,1e46ebb3ca0e8b662efcd28e6d5d55f364222f75b821bf40344c6016da2c21e5,0.9930882116532819,6c1272c50c23103f0858519e999b18ff27a6df78e941372842fef7f08b6206fe,1054.0327911376953,0.7962028980255127,0.017824411392211914,False,False,False,False
Lee2019_MI,27,0,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.62,0.6200000000000001,0.6186270574066639,d72a954438a41faf33ff627b74c473c32ab7bfea3a414b847913c215f8e8c2fa,6d8a9caa7334c44518709f4258c8a0a970e00d71cea805afc7e888a2de352511,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,130e8940bd338531c3867f92b40867b053b881d8af5a6e26933017acf3a01685,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,d5dbc3b35643fcfbd31af5c3605b1f9ac03180a9df44b26517f63c9814a4f93b,da1cb40d5b8eb9bf257923ed49f45c45c7d230c79b18583c2ea02940d1f7fa41,1e46ebb3ca0e8b662efcd28e6d5d55f364222f75b821bf40344c6016da2c21e5,1.0,6c1272c50c23103f0858519e999b18ff27a6df78e941372842fef7f08b6206fe,1054.0327911376953,0.8510360717773438,0.0182797908782959,False,False,False,False
Lee2019_MI,28,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,3d24dad0279c46dad11b35689002b912aa04ffac7d48c4cf379a16191f74aa05,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,63c7ff8b97cf7f6225048ffa3610a27fc0e85a0f470eb2f254ec41801d2f1301,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,f9f6eedb810316bd2a39e9d12d8a4dace7bd0183fec0beb543823d737f05e13a,82243654c37f472cb81ed2ce82118168275bcd6fb94cd31558be7d69effb050e,b422ffc0e04383aff7aa406d5dcab3853c5797ce3785dc63af8e1cde8bcfc6d9,1.0,f97b90db0c10a2df4c30839c30da8a23f69a6bdb00c56a54355e94d8297c3c24,1044.1174194812775,0.0,0.01784801483154297,False,False,False,False
Lee2019_MI,28,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.94,0.94,0.9399759903961584,e2310f81bb788d753874f18cba83391bafb9e9264679db40460d7857711521d4,628c07844df2577a6beae1b8feae5679cb0106c2d340cdf506b4af47641bf958,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,63c7ff8b97cf7f6225048ffa3610a27fc0e85a0f470eb2f254ec41801d2f1301,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,f9f6eedb810316bd2a39e9d12d8a4dace7bd0183fec0beb543823d737f05e13a,82243654c37f472cb81ed2ce82118168275bcd6fb94cd31558be7d69effb050e,b422ffc0e04383aff7aa406d5dcab3853c5797ce3785dc63af8e1cde8bcfc6d9,1.0,f97b90db0c10a2df4c30839c30da8a23f69a6bdb00c56a54355e94d8297c3c24,1044.1174194812775,0.04558277130126953,0.017725229263305664,False,False,False,False
Lee2019_MI,28,0,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.92,0.9199999999999999,0.9198717948717949,0856f50210fd6782a293ba6485f3a8c490b450f514dfdac1908853934cf0b4ea,1732cf8128335b0d0211590c947872855a3f4759507231bd686389332980ada2,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,63c7ff8b97cf7f6225048ffa3610a27fc0e85a0f470eb2f254ec41801d2f1301,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,f9f6eedb810316bd2a39e9d12d8a4dace7bd0183fec0beb543823d737f05e13a,82243654c37f472cb81ed2ce82118168275bcd6fb94cd31558be7d69effb050e,b422ffc0e04383aff7aa406d5dcab3853c5797ce3785dc63af8e1cde8bcfc6d9,0.9957341942448106,f97b90db0c10a2df4c30839c30da8a23f69a6bdb00c56a54355e94d8297c3c24,1044.1174194812775,0.7834157943725586,0.017786026000976562,False,False,False,False
Lee2019_MI,28,0,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.94,0.94,0.9399759903961584,c3fa4fb32f5e3425e53bdba023b09414a0693da9732e8a87ab74980459a7a7b1,89f299932853186d839e16a843a4d80e7ff487a3636d3371359ebd1464dd0577,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,63c7ff8b97cf7f6225048ffa3610a27fc0e85a0f470eb2f254ec41801d2f1301,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,f9f6eedb810316bd2a39e9d12d8a4dace7bd0183fec0beb543823d737f05e13a,82243654c37f472cb81ed2ce82118168275bcd6fb94cd31558be7d69effb050e,b422ffc0e04383aff7aa406d5dcab3853c5797ce3785dc63af8e1cde8bcfc6d9,1.0,f97b90db0c10a2df4c30839c30da8a23f69a6bdb00c56a54355e94d8297c3c24,1044.1174194812775,0.8434512615203857,0.017644643783569336,False,False,False,False
Lee2019_MI,29,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.52,0.52,0.37629937629937626,5240e43fd272daf0bea93a97a981fa20f1319a2798ca4d988354128ecdd0198c,429c81b2e80fd83f116458faac724cf819d127781785a257b811db5468664c24,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,2e7f4455c09760a43e330942e711aa1b8f4e2d2cb16a2171d97c09e31c0de27c,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,573cbb0a883574dd499666e50bf849b52503814d9fea5f4016f8b249d78ddf78,545d9e93ea59a53a09965d40ed2f8dc0a9210981dbe7c2f3c5f2d3cb01d5ba90,d124ad7814b7336c8c1e858f410d4a0443b290ca564e1db51ce5e783d110f347,1.0,7f51c77c6ed14b662875cb421f07c86c5051d07fd37187625e5c33881a02cd82,1034.9855573177338,0.0,0.01808476448059082,False,False,False,False
Lee2019_MI,29,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.5,0.5,0.4981934965877158,68829b1d29563c00a60c0f905e2a1e3111892e3ea362d9f8c7d059983449f591,8a3201ad6aea89737cba40c17c165ee1291cf135258b475ec6f006b8cf0148df,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,763e11c4412938017f0a7b1be3cfbe9e40ec3d41,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,2e7f4455c09760a43e330942e711aa1b8f4e2d2cb16a2171d97c09e31c0de27c,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54,10600,0,True,True,True,573cbb0a883574dd499666e50bf849b52503814d9fea5f4016f8b249d78ddf78,545d9e93ea59a53a09965d40ed2f8dc0a9210981dbe7c2f3c5f2d3cb01d5ba90,d124ad7814b7336c8c1e858f410d4a0443b290ca564e1db51ce5e783d110f347,1.0,7f51c77c6ed14b662875cb421f07c86c5051d07fd37187625e5c33881a02cd82,1034.9855573177338,0.04396820068359375,0.01790761947631836,False,False,False,False
