dataset,backbone,feature_object,training_method,heldout_subject,seed,normalized_overlap,raw_overlap,rank_Y,rank_D,null_mean,null_ci_hi,feature_norm,cov_condition_number,effective_rank,top_singular_value,config_hash,git_sha
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,0.03184323695664012,0.09552971086992035,3,7,0.11189132156009025,0.1220438784565683,13.8663328815525,513.5154248142468,44.35954290139753,234.30124152704465,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,0.034303951057386116,0.10291185317215834,3,7,0.10558639476162066,0.11501119707076574,11.113622546620265,1036.9687550347553,43.03164026277434,206.57870967928002,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,0.038283486142192895,0.11485045842657868,3,7,0.09942992336131797,0.10640968719930066,15.055442529128971,1795.3320427824685,40.32006347878834,337.40143359180047,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,0.03376752419502723,0.10130257258508168,3,7,0.10873776309077597,0.11937348747308402,14.907400370251622,684.8670966849041,43.52412614856771,267.1717421159883,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,0.021902753082557232,0.0657082592476717,3,7,0.10841440384980336,0.11624106472825305,13.202120961624688,943.8668546458063,42.24950334935576,232.39475273822586,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,0.024798965470159598,0.0743968964104788,3,7,0.09840152706774759,0.10596390967376587,16.67149354796549,1045.4433705417403,41.7243048391612,329.9337964126187,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,0.08097718183501511,0.2429315455050453,3,7,0.11429346000987022,0.12344590894901462,13.265511664488232,678.8554536196912,44.59075646803776,246.0425108816895,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,0.0582084006597618,0.1746252019792854,3,7,0.10247132071743222,0.1115491392363605,11.163396036517085,874.5794771463645,42.85866527693257,193.12586669589513,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,0.04602632157617833,0.13807896472853498,3,7,0.10578522194602404,0.11353625847552012,13.66767943397578,844.5144327168531,44.42048356304722,243.57968704618972,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,0.04179259470871317,0.1253777841261395,3,7,0.10226561543804447,0.11218552809890782,14.916297908495364,947.2354679187581,43.390403312403016,263.2545146822251,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,0.03254322210524951,0.09762966631574853,3,7,0.1087089403041737,0.11821979537857337,13.548631177658192,858.9945797669945,40.83341617027404,246.2129229209283,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
