backbone,method,dtgt_bacc,dtgt_bacc_lo,dtgt_bacc_hi,dtgt_nll,dtgt_nll_lo,dtgt_nll_hi,improves_target
TSMNet,TOS_VD,-2.6709401709397345e-05,-0.0005341880341880323,0.0005128205128205182,0.03779620440806738,0.03213585621297774,0.04362205500865143,False
TSMNet,LEACE,-0.0012980769230769202,-0.002895566239316246,0.0002032585470085545,0.09597733477091622,0.07882070946092391,0.11169776623177728,False
TSMNet,RLACE,-7.478632478632366e-05,-0.004166933760683763,0.0042630876068376075,-1.7783222447467684,-1.9622382736183652,-1.593279725921706,True
TSMNet,INLP,-0.10511217948717946,-0.12686444978632477,-0.08383533653846159,-2.7084461669914,-3.0216006332534415,-2.403011972833357,True
TSMNet,random_k,-4.5405982905982174e-05,-0.0020607305021367534,0.00177637553418804,-0.5909542780679923,-0.6474103071318499,-0.535412392690834,True
EEGNet,TOS_VD,-0.0013141025641025639,-0.002468215811965817,-9.615384615384549e-05,0.004409845314451284,0.0029030889261042374,0.0059744151941325445,False
EEGNet,LEACE,-0.14956730769230772,-0.18541666666666667,-0.11787232905982908,-0.008069267962833604,-0.0854036756770582,0.06284400270959,False
EEGNet,RLACE,-0.14956730769230772,-0.18464182692307693,-0.11792681623931625,-0.008069267962833604,-0.08990491943897423,0.06165979818118433,False
EEGNet,INLP,-0.14956730769230772,-0.18425307158119658,-0.11747676282051286,-0.008069267962833604,-0.08055109208883766,0.06149357396992731,False
EEGNet,random_k,-0.006943776709401705,-0.010385366586538455,-0.003641810229700852,-0.020652470585432656,-0.03701450660615945,-0.007143737141125034,True
