scope,tag,budget_h,seed,metric,task_gate_pass,empirical_one_sided_p,subject_delta_point,null_delta_point,subject_minus_null_point,subject_minus_null_ci95_low,subject_minus_null_ci95_high,subject_minus_null_bootstrap_sd,subject_intervention_exceeds_null,holm_adjusted_empirical_p
checkpoint,H200_s0,200,0,kappa,True,0.5074626865671642,-0.0022197953788774052,-0.0018607079982413837,-0.0003590873806360215,-0.009522113772583864,0.007979648153431976,0.004478538628164983,False,1.0
checkpoint,H200_s0,200,0,bacc,True,0.5373134328358209,-0.0017444981213097233,-0.0012130971551261437,-0.0005314009661835796,-0.008463365539452474,0.006768216586151372,0.003912545305379157,False,1.0
checkpoint,H200_s1,200,1,kappa,True,0.7711442786069652,-0.0026753749463816895,0.002239214793523547,-0.0049145897399052365,-0.0159428789702126,0.005985471137094766,0.0056460613653974276,False,1.0
checkpoint,H200_s1,200,1,bacc,True,0.736318407960199,-0.0012077294685990114,0.00227187332259798,-0.003479602791196991,-0.013016857890499152,0.006020766237251676,0.004879017783072653,False,1.0
checkpoint,H500_s0,500,0,kappa,True,0.9950248756218906,-0.0014471912269261172,0.020398004012481343,-0.02184519523940746,-0.034495179810727715,-0.010047927047397274,0.00621486944211903,False,1.0
checkpoint,H500_s0,500,0,bacc,True,0.9950248756218906,-0.001341921631776738,0.017589237788513148,-0.018931159420289886,-0.030349184782608712,-0.008329743692968378,0.005631997869715763,False,1.0
checkpoint,H500_s1,500,1,kappa,True,0.9054726368159204,-0.002590284919764957,0.008753063283128122,-0.011343348202893079,-0.02206621815824576,-0.0008087020551087601,0.005511881758432974,False,1.0
checkpoint,H500_s1,500,1,bacc,True,0.900497512437811,-0.002147074610842764,0.0078073000536768525,-0.009954374664519617,-0.019414267981749864,-0.0008947094739667319,0.004783393846490288,False,1.0
checkpoint,H1000_s0,1000,0,kappa,True,0.7512437810945274,-0.00037034581911546405,0.004221232025206633,-0.004591577844322097,-0.014847277506164035,0.005588738643819861,0.0052076802427293775,False,1.0
checkpoint,H1000_s0,1000,0,bacc,True,0.7412935323383084,-0.0004025764895330408,0.0034353193773483327,-0.0038378958668813736,-0.012202462426194301,0.004564059983896966,0.004253101322014371,False,1.0
checkpoint,H1000_s1,1000,1,kappa,True,0.9303482587064676,0.0014984991953302246,0.012326208913660779,-0.010827709718330554,-0.023052647864856914,0.0011006458302892956,0.0062054530991129024,False,1.0
checkpoint,H1000_s1,1000,1,bacc,True,0.9253731343283582,0.0013419216317767102,0.01125,-0.00990807836822329,-0.021022292673107876,0.0009558340042941294,0.0056030281035056445,False,1.0
checkpoint,H2000_s0,2000,0,kappa,True,0.5223880597014925,0.008674747244419148,0.009623837726750205,-0.0009490904823310567,-0.012768497076853753,0.010228454602240315,0.005991210628241314,False,1.0
checkpoint,H2000_s0,2000,0,bacc,True,0.5074626865671642,0.00764895330112722,0.008411164787976398,-0.0007622114868491778,-0.01133878488996243,0.00920028180354269,0.00531473733234648,False,1.0
checkpoint,H2000_s1,2000,1,kappa,True,0.9850746268656716,-0.000507017589914241,0.016340012808764626,-0.016847030398678867,-0.028760435810696792,-0.006093462367763021,0.005842345335611204,False,1.0
checkpoint,H2000_s1,2000,1,bacc,True,0.9950248756218906,-0.00026838432635534204,0.014772544283413853,-0.015040928609769195,-0.025473782206119143,-0.005677620101986019,0.005068051087149399,False,1.0
budget_seed_mean,H200_mean,200,mean_0_1,kappa,True,,-0.0024475851626295474,0.00018925339764108164,-0.0026368385602706292,-0.01038933665318944,0.004825475315210274,0.003865833272274444,descriptive_not_cellwise_tested,
budget_seed_mean,H200_mean,200,mean_0_1,bacc,True,,-0.0014761137949543673,0.000529388083735918,-0.0020055018786902853,-0.008773735238862053,0.004421967257112177,0.0033541745042039647,descriptive_not_cellwise_tested,
budget_seed_mean,H500_mean,500,mean_0_1,kappa,True,,-0.002018738073345537,0.014575533647804732,-0.01659427172115027,-0.025154277090152274,-0.00874710174600047,0.004205359409929114,descriptive_not_cellwise_tested,
budget_seed_mean,H500_mean,500,mean_0_1,bacc,True,,-0.001744498121309751,0.012698268921095001,-0.014442767042404752,-0.022199963097155148,-0.007336428140096598,0.0038196374157522667,descriptive_not_cellwise_tested,
budget_seed_mean,H1000_mean,1000,mean_0_1,kappa,True,,0.0005640766881073803,0.008273720469433705,-0.007709643781326325,-0.01758056886167647,0.0019065092532921646,0.005008215380379334,descriptive_not_cellwise_tested,
budget_seed_mean,H1000_mean,1000,mean_0_1,bacc,True,,0.0004696725711218347,0.007342659688674166,-0.006872987117552331,-0.015444561862587233,0.0014379612855609206,0.0043079487990562,descriptive_not_cellwise_tested,
budget_seed_mean,H2000_mean,2000,mean_0_1,kappa,True,,0.004083864827252454,0.012981925267757415,-0.008898060440504962,-0.018784170506540406,-9.549470567737258e-05,0.00484817814056924,descriptive_not_cellwise_tested,
budget_seed_mean,H2000_mean,2000,mean_0_1,bacc,True,,0.003690284487385939,0.011591854535695126,-0.007901570048309187,-0.01660274087493293,-0.00020195920558235825,0.00425724539425684,descriptive_not_cellwise_tested,
