dataset,backbone,feature_object,training_method,heldout_subject,seed,policy,accepted,refusal_reason,policy_positive,rank,chance,source_task_full,source_task_after_erasure,source_cv_task_drop,subject_decode_full,subject_decode_after_erasure,subject_decode_random,subject_decode_reduction,subject_reduction_vs_random,task_direction_consistency,task_direction_consistency_p,config_hash,git_sha,gated_target_bacc,identity_target_bacc,gated_minus_identity
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G0,True,,,7,0.25,0.36337209302325585,0.38081395348837205,-0.0174418604651162,0.8401937046004843,0.05084745762711865,0.823002421307506,0.7893462469733656,0.7721549636803874,0.19647069442956108,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.421875,0.4288194444444444,-0.00694444444444442
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G1,True,,,7,0.25,0.36337209302325585,0.38081395348837205,-0.0174418604651162,0.8401937046004843,0.05084745762711865,0.823002421307506,0.7893462469733656,0.7721549636803874,0.19647069442956108,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.421875,0.4288194444444444,-0.00694444444444442
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G2,True,,,7,0.25,0.36337209302325585,0.38081395348837205,-0.0174418604651162,0.8401937046004843,0.05084745762711865,0.823002421307506,0.7893462469733656,0.7721549636803874,0.19647069442956108,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.421875,0.4288194444444444,-0.00694444444444442
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G3,True,,,7,0.25,0.36337209302325585,0.38081395348837205,-0.0174418604651162,0.8401937046004843,0.05084745762711865,0.823002421307506,0.7893462469733656,0.7721549636803874,0.19647069442956108,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.421875,0.4288194444444444,-0.00694444444444442
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G0,True,,,7,0.25,0.3436046511627907,0.3604651162790698,-0.01686046511627909,0.8450363196125908,0.043583535108958835,0.8355932203389831,0.801452784503632,0.7920096852300242,0.14029151462131764,0.029850746268656716,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.40451388888888895,0.42013888888888884,-0.015624999999999889
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G1,True,,,7,0.25,0.3436046511627907,0.3604651162790698,-0.01686046511627909,0.8450363196125908,0.043583535108958835,0.8355932203389831,0.801452784503632,0.7920096852300242,0.14029151462131764,0.029850746268656716,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.40451388888888895,0.42013888888888884,-0.015624999999999889
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G2,True,,,7,0.25,0.3436046511627907,0.3604651162790698,-0.01686046511627909,0.8450363196125908,0.043583535108958835,0.8355932203389831,0.801452784503632,0.7920096852300242,0.14029151462131764,0.029850746268656716,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.40451388888888895,0.42013888888888884,-0.015624999999999889
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G3,True,,,7,0.25,0.3436046511627907,0.3604651162790698,-0.01686046511627909,0.8450363196125908,0.043583535108958835,0.8355932203389831,0.801452784503632,0.7920096852300242,0.14029151462131764,0.029850746268656716,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.40451388888888895,0.42013888888888884,-0.015624999999999889
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G0,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7941888619854721,0.0774818401937046,0.7964891041162228,0.7167070217917675,0.7190072639225181,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G1,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7941888619854721,0.0774818401937046,0.7964891041162228,0.7167070217917675,0.7190072639225181,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G2,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7941888619854721,0.0774818401937046,0.7964891041162228,0.7167070217917675,0.7190072639225181,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G3,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7941888619854721,0.0774818401937046,0.7964891041162228,0.7167070217917675,0.7190072639225181,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G0,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8533898305084746,0.7869249394673123,0.785593220338983,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G1,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8533898305084746,0.7869249394673123,0.785593220338983,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G2,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8533898305084746,0.7869249394673123,0.785593220338983,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G3,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8533898305084746,0.7869249394673123,0.785593220338983,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G0,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229658,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G1,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229658,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G2,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229658,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G3,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229658,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G0,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8204600484261502,0.7554479418886199,0.7453995157384988,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G1,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8204600484261502,0.7554479418886199,0.7453995157384988,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G2,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8204600484261502,0.7554479418886199,0.7453995157384988,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G3,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8204600484261502,0.7554479418886199,0.7453995157384988,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G0,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G1,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G2,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G3,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G0,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7941888619854721,0.07263922518159806,0.7924939467312349,0.7215496368038741,0.7198547215496368,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G1,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7941888619854721,0.07263922518159806,0.7924939467312349,0.7215496368038741,0.7198547215496368,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G2,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7941888619854721,0.07263922518159806,0.7924939467312349,0.7215496368038741,0.7198547215496368,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G3,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7941888619854721,0.07263922518159806,0.7924939467312349,0.7215496368038741,0.7198547215496368,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,G0,True,,,7,0.25,0.3936046511627907,0.40813953488372096,-0.014534883720930258,0.7796610169491526,0.043583535108958835,0.7746973365617433,0.7360774818401937,0.7311138014527845,0.26905889426311974,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.44270833333333337,0.4930555555555555,-0.050347222222222154
