dataset,backbone,feature_object,training_method,heldout_subject,seed,eraser,eraser_rank,primary_mlp_small_kl,linear_kl,mlp_large_kl,familywise_max_kl,familywise_max_perm_p,primary_perm_p,config_hash,git_sha
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,full,0,0.9969797134399414,0.5577548146247864,1.5617038011550903,1.5617038011550903,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,whitening_only,0,0.32533666491508484,0.172982320189476,1.3949553966522217,1.3949553966522217,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,lw_leace_full,7,0.2392720729112625,0.1255193054676056,0.7523298263549805,0.7523298263549805,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,random_k,7,0.9807903170585632,0.5384140610694885,1.547566294670105,1.547566294670105,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,full,0,0.8786025047302246,0.540084719657898,1.503202199935913,1.503202199935913,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,whitening_only,0,0.30755844712257385,0.1978784054517746,1.4465919733047485,1.4465919733047485,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,lw_leace_full,7,0.1777309626340866,0.12812542915344238,0.6485983729362488,0.6485983729362488,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,random_k,7,0.8393040895462036,0.5069754719734192,1.4918487071990967,1.4918487071990967,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,full,0,0.9932311177253723,0.572419285774231,1.491665244102478,1.491665244102478,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,whitening_only,0,0.31553253531455994,0.17248907685279846,1.3881009817123413,1.3881009817123413,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,lw_leace_full,7,0.19783136248588562,0.12418252974748611,0.6849846839904785,0.6849846839904785,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,random_k,7,0.9505872130393982,0.49673447012901306,1.4798834323883057,1.4798834323883057,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,full,0,1.0794304609298706,0.6231047511100769,1.5845493078231812,1.5845493078231812,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,whitening_only,0,0.3682533800601959,0.18638575077056885,1.4300884008407593,1.4300884008407593,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,lw_leace_full,7,0.25124111771583557,0.13892842829227448,0.6979047060012817,0.6979047060012817,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,random_k,7,1.0664600133895874,0.5817131996154785,1.583926796913147,1.583926796913147,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,full,0,1.0502103567123413,0.6718096137046814,1.5707690715789795,1.5707690715789795,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,whitening_only,0,0.32878684997558594,0.19232739508152008,1.4586821794509888,1.4586821794509888,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
