tag,dataset,draw,endpoint,information_regime,removal_kind,rank,fit_removed_energy_fraction,variance_match_abs_error,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged
random,seedv,0,fresh_head,global_oracle,same_rank_random,15,0.040240095386156395,0.0,0.03191489361702127,0.22553191489361707,2.5922533338106666,235,8f9689007c298abc3ed2eb4edccd649154a05baa08c239b5570a69b3e031e67e,0.010638297872340385,0.008510638297872408,-0.02612917890177524
random,seedv,0,exact_head,global_oracle,same_rank_random,15,0.040240095386156395,0.0,0.03191489361702127,0.22553191489361707,2.5008792619053217,235,9a88d97f4768c4f6917c9958ad44e874a74ff60cf4509fed92048ab26b241736,0.010638297872340385,0.008510638297872408,-0.1175032508071201
random,seedv,0,fresh_head,global_oracle,variance_matched_random,98,0.4773019153374942,1.1102230246251565e-16,0.05319148936170215,0.24255319148936166,2.577083711006615,235,596e84493a765272f49bbc905d98dafe37ef388fdaf4e0cdf9d2c4899ad532f6,0.03191489361702127,0.025531914893617003,-0.04129880170582689
random,seedv,0,exact_head,global_oracle,variance_matched_random,98,0.4773019153374942,1.1102230246251565e-16,0.07978723404255317,0.26382978723404255,3.1360420583523982,235,7cd226d5263b47c982c9c3946aec7217b28cac6733273c6b631eaa365bcd12ff,0.058510638297872286,0.046808510638297884,0.5176595456399564
random,seedv,1,fresh_head,global_oracle,same_rank_random,15,0.04340242636975021,0.0,0.0478723404255319,0.23829787234042552,2.679587421354649,235,537cf916a5e48b80d675fb9bef6c4f838a1c8828dc5b077a8b0ccceb397350ee,0.02659574468085102,0.021276595744680854,0.06120490864220729
random,seedv,1,exact_head,global_oracle,same_rank_random,15,0.04340242636975021,0.0,0.04255319148936165,0.23404255319148937,2.6235332948562307,235,df69a42bb6bf7eb55286e741b7c5ed415c765e59897e7fdf3c49f5663c80c4c3,0.02127659574468077,0.017021276595744705,0.005150782143788835
random,seedv,1,fresh_head,global_oracle,variance_matched_random,89,0.47730191533749444,1.1102230246251565e-16,0.07978723404255317,0.26382978723404255,2.6326919549640073,235,2de0912b242e949b623241d75774537c1db73f1332e1ba2799f363aa26d01085,0.058510638297872286,0.046808510638297884,0.014309442251565496
random,seedv,1,exact_head,global_oracle,variance_matched_random,89,0.47730191533749444,1.1102230246251565e-16,0.13829787234042556,0.31063829787234043,2.8277122024841552,235,22b399dec7f46b51353b8136113f7301150166cdb1544bffac1fbdedf355d649,0.11702127659574468,0.09361702127659577,0.2093296897717134
random,seedv,2,fresh_head,global_oracle,same_rank_random,15,0.041020665136086286,0.0,0.07446808510638303,0.25957446808510637,2.622500312650053,235,5aead8929d1f376bd022aeccf740b3c9fe7d7fbfe0c91984ccac22d719ecd6cc,0.05319148936170215,0.04255319148936171,0.0041177999376111885
random,seedv,2,exact_head,global_oracle,same_rank_random,15,0.041020665136086286,0.0,0.0478723404255319,0.23829787234042552,2.581733958561671,235,ef89195b3b6e0fed5d8a84819f0c1d28c0efe8f0f01b8f86ef746b8cdbcc5372,0.02659574468085102,0.021276595744680854,-0.03664855415077062
random,seedv,2,fresh_head,global_oracle,variance_matched_random,102,0.4773019153374945,1.6653345369377348e-16,0.031914893617021156,0.22553191489361707,2.488083536642051,235,165ea90dcb2c8b01fdf79a04411433bb6c2c2a1928ae00e8f39d4622d3c9487b,0.010638297872340274,0.008510638297872408,-0.13029897607039098
random,seedv,2,exact_head,global_oracle,variance_matched_random,102,0.4773019153374945,1.6653345369377348e-16,0.03191489361702127,0.22553191489361707,3.3232868103381783,235,46bb0559b1b43a2d81e7bc2732123120696705bc6fb6b9b58d82b88ba7d73b61,0.010638297872340385,0.008510638297872408,0.7049042976257365
random,seedv,3,fresh_head,global_oracle,same_rank_random,15,0.06603407347376368,0.0,0.11170212765957444,0.28936170212765955,2.668100541492376,235,dec6a2eaae1b78804f577ff7d3de3961dca3640c078fdcfd7b66121d96fcd7c3,0.09042553191489355,0.07234042553191489,0.049718028779934365
random,seedv,3,exact_head,global_oracle,same_rank_random,15,0.06603407347376368,0.0,0.0957446808510638,0.276595744680851,2.5167745590458215,235,8c34fa6e91fd633f746e647d0152cc0297a6ccdb34d61e2d65f24c7e51663e29,0.07446808510638292,0.05957446808510636,-0.10160795366662034
random,seedv,3,fresh_head,global_oracle,variance_matched_random,96,0.4773019153374943,5.551115123125783e-17,0.07446808510638303,0.25957446808510637,2.6273754156134195,235,54ef2120f378a7dec0ce10a7334b8f7b18f598ff1be02972aa32e73cd29d2f3a,0.05319148936170215,0.04255319148936171,0.00899290290097765
random,seedv,3,exact_head,global_oracle,variance_matched_random,96,0.4773019153374943,5.551115123125783e-17,-0.037234042553191404,0.1702127659574468,3.837247234379241,235,86cb036c0324247774e11e8e610cede9782adf0e054b71de63acb679a46389e1,-0.058510638297872286,-0.04680851063829786,1.2188647216667992
random,seedv,4,fresh_head,global_oracle,same_rank_random,15,0.042403144489165275,0.0,0.0957446808510638,0.2765957446808511,2.6302443433457356,235,be1566ff30d74e671c1855ad0ca57cff040c55f1155f4260dbe993909c05fc45,0.07446808510638292,0.05957446808510641,0.011861830633293824
random,seedv,4,exact_head,global_oracle,same_rank_random,15,0.042403144489165275,0.0,0.06382978723404253,0.251063829787234,2.564138443833236,235,33586f736540ff922ef33523e29c60eec4e3f8cca13cc92b24138fadcc499fe6,0.04255319148936165,0.034042553191489355,-0.05424406887920563
random,seedv,4,fresh_head,global_oracle,variance_matched_random,96,0.4773019153374943,5.551115123125783e-17,0.07446808510638303,0.25957446808510637,2.4962685430284552,235,e6a4b9f1776773d6e2ac8c01e980b4c48c67d5615d04e9777781fa1a8caf3379,0.05319148936170215,0.04255319148936171,-0.12211396968398658
random,seedv,4,exact_head,global_oracle,variance_matched_random,96,0.4773019153374943,5.551115123125783e-17,0.06382978723404253,0.25106382978723407,3.064191170004026,235,f5ae33bb3af6a910b9724ca467e4b6602d094e977d991c795f9c97522c42137e,0.04255319148936165,0.03404255319148941,0.44580865729158425
random,seedv,5,fresh_head,global_oracle,same_rank_random,15,0.052476736514966024,0.0,0.058510638297872286,0.24680851063829787,2.6087458620509687,235,0b617f9a3d0c43978d94278a50ef4f8cc23a82d840158eb6214e9b921d31a3bc,0.037234042553191404,0.029787234042553207,-0.009636650661473123
random,seedv,5,exact_head,global_oracle,same_rank_random,15,0.052476736514966024,0.0,0.0478723404255319,0.23829787234042552,2.509334808802737,235,4965ed0990ff3b693e0fe60b9975a2630a89c60fc47b8ec7a62f9c66ff575fa0,0.02659574468085102,0.021276595744680854,-0.10904770390970464
random,seedv,5,fresh_head,global_oracle,variance_matched_random,96,0.47730191533749444,1.1102230246251565e-16,0.058510638297872286,0.24680851063829787,2.614391365246274,235,425fccd0ead004db7f36a0af6273a3d6ff241075c8828bdbda5378fdfbfe76c5,0.037234042553191404,0.029787234042553207,-0.003991147466167799
random,seedv,5,exact_head,global_oracle,variance_matched_random,96,0.47730191533749444,1.1102230246251565e-16,0.08510638297872342,0.26808510638297867,3.3470976523752802,235,e8a99a11ba9a6608c52859dd623490c1db015d69363b4fb59df7f1d5734eaedd,0.06382978723404253,0.051063829787234005,0.7287151396628384
random,seedv,6,fresh_head,global_oracle,same_rank_random,15,0.04535912735556763,0.0,0.05319148936170215,0.24255319148936166,2.6635409719821297,235,b8d5f0be8877d16701b124b395bccf86348fddb8ae50d1b56d2877a42dca5952,0.03191489361702127,0.025531914893617003,0.04515845926968787
random,seedv,6,exact_head,global_oracle,same_rank_random,15,0.04535912735556763,0.0,0.037234042553191515,0.22978723404255322,2.6019032282435552,235,d8309aa3dca25f405a23919b54ba78ad0ca1cbb48a8f2cf77023dd3fc34ffe89,0.015957446808510634,0.012765957446808557,-0.01647928446888658
