backbone,method,dtgt_bacc,dtgt_bacc_lo,dtgt_bacc_hi,dtgt_nll,dtgt_nll_lo,dtgt_nll_hi,improves_target
TSMNet,TOS_VD,1.907814407815723e-06,-0.00011446886446886406,9.920634920635414e-05,0.004747991505866382,0.0,0.010719464686290333,False
TSMNet,LEACE,-0.0007987460941686699,-0.004711455553077799,0.0025514844410306392,0.20428216603265525,0.130046547483723,0.28430420496699593,False
TSMNet,RLACE,-0.0034926712713559275,-0.00768179825088491,0.0009082562079547302,0.3352711475020929,0.2503844588608209,0.4169837976153484,False
TSMNet,INLP,-0.2599574225191444,-0.30062369338564965,-0.20932666770531266,-1.2692136155871003,-1.9178300914507975,-0.6462717086244407,True
TSMNet,random_k,-0.0002172523656898684,-0.0005723443223443256,0.0,0.0020053722121353384,0.0,0.0048587546458613426,False
EEGNet,TOS_VD,0.0007205447390034288,-0.0002031911351325333,0.0019628083614924197,0.016490350693352283,0.006094932783286217,0.027183072859163368,False
EEGNet,LEACE,-0.09122176146335978,-0.11269938695899032,-0.06977394144758729,-0.03676198898932862,-0.1979948342488859,0.11474173496917393,False
EEGNet,RLACE,-0.03752930441910875,-0.05101583956281318,-0.023810551899801222,-0.16058931915557753,-0.3033701858092344,-0.02358140179989789,True
EEGNet,INLP,-0.39031499813574133,-0.46173161142127017,-0.31905298240234387,-0.03376665908524287,-0.49613229751573684,0.3740960699085785,False
EEGNet,random_k,-0.025182478552480177,-0.030869884091894343,-0.0200057173273036,-0.002965929191950122,-0.04487206301815932,0.03304855770064211,False
