cell_id,target_id,level,candidate_count,joint_good_prevalence,utility_range,random_top1,random_top5,random_top10,random_expected_regret,random_joint_good_coverage_top1,random_joint_good_coverage_top5,random_joint_good_coverage_top10,source_bAcc_spearman,source_bAcc_pairwise,source_bAcc_selected_true_rank,source_bAcc_regret,source_bAcc_standardized_regret,source_bAcc_oracle_best_in_predicted_top1,source_bAcc_selected_within_true_top1,source_bAcc_joint_good_coverage_top1,source_bAcc_oracle_best_in_predicted_top5,source_bAcc_selected_within_true_top5,source_bAcc_joint_good_coverage_top5,source_bAcc_oracle_best_in_predicted_top10,source_bAcc_selected_within_true_top10,source_bAcc_joint_good_coverage_top10,construction_spearman,construction_pairwise,construction_selected_true_rank,construction_regret,construction_standardized_regret,construction_oracle_best_in_predicted_top1,construction_selected_within_true_top1,construction_joint_good_coverage_top1,construction_oracle_best_in_predicted_top5,construction_selected_within_true_top5,construction_joint_good_coverage_top5,construction_oracle_best_in_predicted_top10,construction_selected_within_true_top10,construction_joint_good_coverage_top10,construction_top1_minus_random,construction_top5_minus_random,construction_top10_minus_random,construction_regret_reduction_vs_random_expectation
target-1|level-0,1,0,81,0.024691358024691357,0.8624999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.36249999999999993,0.024691358024691357,0.12037037037037035,0.23302469135802473,-0.373298402863404,0.36951144094001237,71,0.6666666666666666,0.7729468599033816,0,0,0,0,0,0,0,0,0,0.9226043605422708,0.88,6,0.025000000000000022,0.02898550724637684,0,0,1,0,0,1,0,1,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.3374999999999999
target-1|level-1,1,1,81,0.09876543209876543,0.9500000000000001,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.45000000000000007,0.09876543209876543,0.41376274920578715,0.6692251656497714,-0.2004076705295978,0.4223255813953488,70,0.7583333333333334,0.7982456140350878,0,0,0,0,0,0,0,0,0,0.8848240871259322,0.8551488833746899,3,0.025000000000000133,0.026315789473684348,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.42499999999999993
target-2|level-0,2,0,81,0.04938271604938271,0.9291666666666667,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4291666666666668,0.04938271604938271,0.22886087970476154,0.4159934845588854,-0.43748623815664495,0.3446993180409175,73,0.7,0.7533632286995515,0,0,0,0,0,0,0,0,0,0.6510751966165924,0.736284289276808,8,0.125,0.13452914798206278,0,0,0,0,0,1,0,1,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.3041666666666668
target-2|level-1,2,1,81,0.06172839506172839,0.9333333333333332,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.43333333333333335,0.06172839506172845,0.27893484855510176,0.4918384865642249,-0.5806216658636139,0.2889026658400496,67,0.6416666666666666,0.6875,0,0,0,0,0,0,0,0,0,0.7902460784928367,0.8024231127679403,1,0.0,0.0,1,1,1,1,1,1,1,1,1,0.9876543209876543,0.9382716049382716,0.8765432098765432,0.43333333333333335
target-3|level-0,3,0,81,0.024691358024691357,0.8833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.40000000000000013,0.024691358024691357,0.12037037037037035,0.23302469135802473,-0.13414530917426348,0.47361887026691496,68,0.6791666666666667,0.768867924528302,0,0,0,0,0,0,0,0,0,0.8805730776793265,0.8607990012484394,5,0.08750000000000002,0.09905660377358494,0,0,0,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.3125000000000001
target-3|level-1,3,1,81,0.1111111111111111,0.9833333333333335,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.48750000000000027,0.11111111111111116,0.4539159855615552,0.7145367867936384,-0.2585442700501142,0.4309169764560099,74,0.8250000000000002,0.8389830508474576,0,0,0,0,0,0,0,0,0,0.9511405985319031,0.9174169512573734,8,0.14583333333333337,0.14830508474576273,0,0,0,1,0,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.3416666666666669
target-5|level-0,5,0,81,0.037037037037037035,0.9333333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.46666666666666656,0.03703703703703709,0.17604313173933428,0.3301101734646038,-0.577777281014203,0.2804878048780488,76,0.825,0.8839285714285714,0,0,0,0,0,0,0,0,0,0.8510049376166787,0.8385579937304075,9,0.20833333333333337,0.22321428571428575,0,0,0,1,0,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.2583333333333332
target-5|level-1,5,1,81,0.024691358024691357,0.8833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4375,0.024691358024691357,0.12037037037037035,0.23302469135802473,-0.4499805197698497,0.3248526217809494,62,0.6083333333333334,0.6886792452830189,0,0,0,0,0,0,0,0,0,0.7229158558523872,0.7693026151930261,12,0.1875,0.21226415094339623,0,0,0,0,0,1,0,0,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.25
target-6|level-0,6,0,81,0.1111111111111111,0.9708333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4791666666666665,0.11111111111111116,0.4539159855615552,0.7145367867936384,-0.6785936109954955,0.25317632475983887,75,0.8041666666666666,0.8283261802575107,0,0,0,0,0,0,0,0,0,0.823309185106202,0.8177293934681182,2,0.004166666666666541,0.0042918454935621025,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.475
target-6|level-1,6,1,81,0.09876543209876543,0.9833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4958333333333331,0.09876543209876543,0.41376274920578715,0.6692251656497714,-0.7008949498713138,0.23396343352959406,77,0.9458333333333332,0.9618644067796609,0,0,0,0,0,0,0,0,0,0.7542760021753548,0.7848258706467661,2,0.02083333333333326,0.021186440677966028,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.47499999999999987
