path,cell_id,target_id,level,candidate_count,joint_good_prevalence,utility_range,random_top1,random_top5,random_top10,random_expected_regret,random_joint_good_coverage_top1,random_joint_good_coverage_top5,random_joint_good_coverage_top10,prior_spearman,prior_pairwise,prior_selected_true_rank,prior_regret,prior_standardized_regret,prior_oracle_best_in_predicted_top1,prior_selected_within_true_top1,prior_joint_good_coverage_top1,prior_oracle_best_in_predicted_top5,prior_selected_within_true_top5,prior_joint_good_coverage_top5,prior_oracle_best_in_predicted_top10,prior_selected_within_true_top10,prior_joint_good_coverage_top10,full_spearman,full_pairwise,full_selected_true_rank,full_regret,full_standardized_regret,full_oracle_best_in_predicted_top1,full_selected_within_true_top1,full_joint_good_coverage_top1,full_oracle_best_in_predicted_top5,full_selected_within_true_top5,full_joint_good_coverage_top5,full_oracle_best_in_predicted_top10,full_selected_within_true_top10,full_joint_good_coverage_top10
strict_source_F2,target-1|level-0,1,0,81,0.024691358024691357,0.8624999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.36249999999999993,0.024691358024691357,0.12037037037037035,0.23302469135802473,0.7268313068072964,0.7669242658423493,12,0.14583333333333326,0.16908212560386465,0,0,0,0,0,0,0,0,1,0.6944905545048992,0.7493044822256569,38,0.32499999999999996,0.3768115942028985,0,0,0,0,0,0,0,0,1
strict_source_F2,target-1|level-1,1,1,81,0.09876543209876543,0.9500000000000001,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.45000000000000007,0.09876543209876543,0.41376274920578715,0.6692251656497714,0.7180671484723045,0.7685156492097924,6,0.05833333333333346,0.06140350877192995,0,0,1,0,0,1,0,1,1,0.6796833555955,0.7427951657886582,36,0.3916666666666667,0.41228070175438597,0,0,0,0,0,1,0,0,1
strict_source_F2,target-2|level-0,2,0,81,0.04938271604938271,0.9291666666666667,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4291666666666668,0.04938271604938271,0.22886087970476154,0.4159934845588854,0.5028514012978006,0.6805082119615742,45,0.4625000000000001,0.49775784753363234,0,0,0,0,0,0,0,0,0,0.5988955785314639,0.7124264022311745,13,0.1791666666666667,0.19282511210762335,0,0,0,0,0,0,1,0,1
strict_source_F2,target-2|level-1,2,1,81,0.06172839506172839,0.9333333333333332,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.43333333333333335,0.06172839506172845,0.27893484855510176,0.4918384865642249,0.6472660764230531,0.7333539795602354,13,0.17083333333333317,0.18303571428571414,0,0,0,0,0,0,0,0,1,0.6618108739811134,0.74233508826262,21,0.25,0.2678571428571429,0,0,0,0,0,0,0,0,0
strict_source_F2,target-3|level-0,3,0,81,0.024691358024691357,0.8833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.40000000000000013,0.024691358024691357,0.12037037037037035,0.23302469135802473,0.49884529454051274,0.6673906298479677,39,0.37916666666666665,0.42924528301886794,0,0,0,0,0,0,0,0,0,0.5326452168133888,0.6838349363946633,46,0.4,0.45283018867924535,0,0,0,0,0,0,0,0,0
strict_source_F2,target-3|level-1,3,1,81,0.1111111111111111,0.9833333333333335,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.48750000000000027,0.11111111111111116,0.4539159855615552,0.7145367867936384,0.7004573440107641,0.740328071804395,34,0.4458333333333335,0.4533898305084747,0,0,0,0,0,0,0,0,0,0.6342160249508543,0.7372330547818013,34,0.4458333333333335,0.4533898305084747,0,0,0,0,0,0,0,0,0
strict_source_F2,target-5|level-0,5,0,81,0.037037037037037035,0.9333333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.46666666666666656,0.03703703703703709,0.17604313173933428,0.3301101734646038,0.5691647598008484,0.7075677359078169,22,0.3125,0.33482142857142855,0,0,0,0,0,0,0,0,0,0.21755238908781607,0.5683587667393335,67,0.6916666666666667,0.7410714285714285,0,0,0,0,0,0,0,0,0
strict_source_F2,target-5|level-1,5,1,81,0.024691358024691357,0.8833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4375,0.024691358024691357,0.12037037037037035,0.23302469135802473,0.7489780264272828,0.7900278724063178,4,0.15208333333333324,0.17216981132075462,0,0,0,0,1,0,0,1,0,0.6726855945155947,0.7314958191390524,42,0.45625,0.5165094339622641,0,0,0,0,0,0,0,0,0
strict_source_F2,target-6|level-0,6,0,81,0.1111111111111111,0.9708333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4791666666666665,0.11111111111111116,0.4539159855615552,0.7145367867936384,0.6331997074064643,0.7257814917982048,36,0.46666666666666656,0.48068669527896984,0,0,0,0,0,1,0,0,1,0.3482581452109813,0.6180748994119468,23,0.3416666666666667,0.351931330472103,0,0,0,0,0,1,0,0,1
strict_source_F2,target-6|level-1,6,1,81,0.09876543209876543,0.9833333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4958333333333331,0.09876543209876543,0.41376274920578715,0.6692251656497714,0.753524667054764,0.7771587743732591,31,0.38749999999999996,0.39406779661016944,0,0,0,0,0,1,0,0,1,0.7097888884385444,0.7588981739399566,37,0.4458333333333333,0.4533898305084746,0,0,0,0,0,1,0,0,1
