path,target_id,prior_rho,full_rho,delta_rho,increment_residual_rho,incremental_R2,positive_increment
strict_source,1,0.7171524931765297,0.6812107513492076,-0.03594174182732213,0.11779508045178891,-0.05047591887178027,1
strict_source,2,0.5785882140981182,0.6175940501098992,0.03900583601178098,0.25347852901867307,0.04537328577476085,1
strict_source,3,0.6373785969671055,0.5596281916839143,-0.07775040528319122,-0.13487758993227117,-0.10701653198875638,0
strict_source,5,0.6661289338925696,0.6010829477401985,-0.065045986152371,-0.13185456156915212,-0.21501080494685243,0
strict_source,6,0.6987204641964653,0.493585383118841,-0.2051350810776243,-0.3104221090350725,-0.41794193861460394,0
strict_source,7,0.6311015454856919,0.601764166327545,-0.029337379158146826,-0.07049357782886724,-0.1545850098064001,0
strict_source,8,0.461373442228794,0.4303251330854078,-0.031048309143386188,-0.4183704719847691,-0.426221154592368,0
strict_source,9,0.6119951507193382,0.6067012630352284,-0.005293887684109766,0.03276640966691646,-0.011437112229953472,1
target_unlabeled,1,0.6685197852567204,0.6248423689239577,-0.043677416332762675,0.2098831293283147,0.040123301917284304,1
target_unlabeled,2,0.7233813436810919,0.7283959160062304,0.005014572325138578,0.43511426680271703,0.16207902569841326,1
target_unlabeled,3,0.6133487833863251,0.5575436131182611,-0.055805170268064086,-0.24091221503864876,-0.19747065638277306,0
target_unlabeled,5,0.7169355693757438,0.6386297259989597,-0.07830584337678403,-0.4464329817757398,-0.6966783055639307,0
target_unlabeled,6,0.46679077222993653,-0.028438841686142916,-0.49522961391607945,-0.4809113117995486,-0.6013712870284735,0
target_unlabeled,7,0.7194382895510969,0.5844428763670919,-0.134995413184005,0.10538965593646842,-0.09613665814747385,1
target_unlabeled,8,0.44908763236956506,0.4125773951210421,-0.03651023724852298,-0.6191577013129427,-0.9207198535920902,0
target_unlabeled,9,0.5903256355229045,0.6358098829991755,0.045484247476271,0.3152657287093137,0.10294616279962865,1
