target_id,level,regime,prefix_size,raw_M,effective_M_epsilon_0.05,top_two_gap,top1_miss,selected_true_rank,continuous_regret,standardized_regret,construction_eval_spearman,endpoint_derived_geometry_diagnostic_only
1,0,OACI,5,5,2,0.025000000000000022,1,2,0.025000000000000022,0.08108108108108117,0.7999999999999999,1
1,0,OACI,10,10,2,0.008333333333333304,0,1,0.0,0.0,0.9515151515151514,1
1,0,OACI,20,20,3,1.1102230246251565e-16,1,6,0.15000000000000002,0.22500000000000003,0.8830387988142782,1
1,0,OACI,40,40,6,0.008333333333333304,1,5,0.01666666666666672,0.019512195121951282,0.8203059058352931,1
1,0,SRC,5,5,2,0.012499999999999956,1,2,0.012499999999999956,0.0714285714285712,0.39999999999999997,1
1,0,SRC,10,10,2,0.012499999999999956,1,2,0.012499999999999956,0.0405405405405404,0.7575757575757575,1
1,0,SRC,20,20,3,0.012499999999999956,1,2,0.012499999999999956,0.026785714285714194,0.736367107358755,1
1,0,SRC,40,40,1,0.0708333333333333,1,2,0.0708333333333333,0.08457711442786067,0.9202120184615588,1
1,1,OACI,5,5,1,0.20416666666666666,1,5,0.3166666666666667,1.0,-0.09999999999999999,1
1,1,OACI,10,10,1,0.20416666666666666,1,6,0.3166666666666667,0.4720496894409938,0.7659609850368815,1
1,1,OACI,20,20,2,0.004166666666666763,1,6,0.14583333333333337,0.17948717948717954,0.875047107515341,1
1,1,OACI,40,40,2,0.033333333333333326,1,12,0.2583333333333333,0.27927927927927926,0.8107905239980883,1
1,1,SRC,5,5,1,0.13750000000000007,1,3,0.1916666666666667,0.5822784810126582,0.6,1
1,1,SRC,10,10,1,0.13750000000000007,1,3,0.1916666666666667,0.41441441441441446,0.8787878787878788,1
1,1,SRC,20,20,1,0.09166666666666656,0,1,0.0,0.0,0.9191425997879455,1
1,1,SRC,40,40,4,0.025000000000000133,1,2,0.025000000000000133,0.027397260273972747,0.9461931801939014,1
2,0,OACI,5,5,1,0.054166666666666696,0,1,0.0,0.0,0.8999999999999998,1
2,0,OACI,10,10,2,0.004166666666666541,1,2,0.004166666666666541,0.007633587786259312,0.5393939393939393,1
2,0,OACI,20,20,1,0.10416666666666685,1,11,0.25,0.3243243243243243,0.49021098235498045,1
2,0,OACI,40,40,1,0.0708333333333333,1,28,0.4750000000000001,0.6162162162162163,0.4967859997022724,1
2,0,SRC,5,5,2,0.012499999999999956,0,1,0.0,0.0,0.39999999999999997,1
2,0,SRC,10,10,2,0.012499999999999956,0,1,0.0,0.0,0.6848484848484848,1
2,0,SRC,20,20,1,0.24583333333333335,0,1,0.0,0.0,0.6215201157487013,1
2,0,SRC,40,40,1,0.09999999999999998,1,3,0.10833333333333328,0.11872146118721456,0.7287571038271881,1
2,1,OACI,5,5,1,0.13749999999999984,0,1,0.0,0.0,0.8999999999999998,1
2,1,OACI,10,10,3,0.012499999999999845,1,2,0.012499999999999845,0.018404907975459895,0.9151515151515152,1
2,1,OACI,20,20,4,0.016666666666666607,1,3,0.029166666666666452,0.04191616766467036,0.724812030075188,1
2,1,OACI,40,40,5,0.016666666666666607,1,26,0.3666666666666665,0.526946107784431,0.49723186856797275,1
2,1,SRC,5,5,1,0.1375,1,2,0.1375,0.6000000000000002,0.09999999999999999,1
2,1,SRC,10,10,1,0.12499999999999994,1,4,0.1375,0.3882352941176471,0.6848484848484848,1
2,1,SRC,20,20,1,0.12499999999999994,1,4,0.1375,0.2796610169491526,0.5791651406192455,1
2,1,SRC,40,40,1,0.06666666666666665,0,1,0.0,0.0,0.824732609754467,1
3,0,OACI,5,5,2,0.029166666666666785,0,1,0.0,0.0,0.6,1
3,0,OACI,10,10,3,0.012499999999999845,0,1,0.0,0.0,0.6121212121212121,1
3,0,OACI,20,20,2,0.004166666666666652,0,1,0.0,0.0,0.7868978134576876,1
3,0,OACI,40,40,2,0.004166666666666652,0,1,0.0,0.0,0.7414238188827574,1
3,0,SRC,5,5,1,0.16666666666666685,1,2,0.16666666666666685,0.3174603174603178,0.8999999999999998,1
3,0,SRC,10,10,1,0.16666666666666685,1,2,0.16666666666666685,0.23529411764705907,0.9515151515151514,1
3,0,SRC,20,20,1,0.16666666666666685,1,2,0.16666666666666685,0.23529411764705907,0.8805131901699124,1
3,0,SRC,40,40,4,0.029166666666666563,1,3,0.033333333333333326,0.04020100502512562,0.9512412606091405,1
3,1,OACI,5,5,1,0.09583333333333333,0,1,0.0,0.0,0.6,1
3,1,OACI,10,10,1,0.09583333333333333,0,1,0.0,0.0,0.9300954818304988,1
3,1,OACI,20,20,2,0.04583333333333339,1,2,0.04583333333333339,0.047413793103448336,0.9021453405222675,1
3,1,OACI,40,40,3,0.01666666666666683,1,8,0.14583333333333337,0.14830508474576273,0.8436018966633493,1
3,1,SRC,5,5,1,0.08333333333333331,0,1,0.0,0.0,0.7999999999999999,1
3,1,SRC,10,10,3,0.03749999999999998,1,2,0.03749999999999998,0.13846153846153839,0.7294866524160775,1
3,1,SRC,20,20,7,0.00833333333333336,1,3,0.02916666666666673,0.07368421052631594,0.8448804762131605,1
3,1,SRC,40,40,2,0.02499999999999991,1,3,0.054166666666666474,0.06770833333333309,0.9345408567095067,1
5,0,OACI,5,5,1,0.43333333333333335,0,1,0.0,0.0,0.09999999999999999,1
5,0,OACI,10,10,1,0.12083333333333335,0,1,0.0,0.0,0.4424242424242424,1
5,0,OACI,20,20,1,0.08333333333333337,0,1,0.0,0.0,0.6676691729323309,1
5,0,OACI,40,40,1,0.08333333333333337,0,1,0.0,0.0,0.654726043195193,1
5,0,SRC,5,5,2,0.03749999999999998,0,1,0.0,0.0,0.8207826816681233,1
5,0,SRC,10,10,2,0.04166666666666674,1,2,0.04166666666666674,0.0884955752212391,0.6808542089216724,1
5,0,SRC,20,20,2,0.04166666666666674,1,2,0.04166666666666674,0.08474576271186456,0.7406854551955218,1
5,0,SRC,40,40,1,0.17499999999999993,1,2,0.17499999999999993,0.1944444444444444,0.8089339374959398,1
5,1,OACI,5,5,1,0.07916666666666661,1,2,0.07916666666666661,0.20652173913043465,0.8999999999999998,1
5,1,OACI,10,10,1,0.1791666666666667,0,1,0.0,0.0,0.7696969696969697,1
5,1,OACI,20,20,1,0.1416666666666666,1,3,0.1875,0.25,0.662655180370851,1
5,1,OACI,40,40,1,0.1416666666666666,1,9,0.1875,0.25,0.6951585785746128,1
5,1,SRC,5,5,4,0.008333333333333415,1,2,0.008333333333333415,0.09090909090909173,0.39999999999999997,1
5,1,SRC,10,10,2,0.041666666666666685,1,4,0.06250000000000006,0.1595744680851065,0.042553388057604516,1
5,1,SRC,20,20,2,0.041666666666666685,1,4,0.06250000000000006,0.13274336283185853,0.3676089381319829,1
5,1,SRC,40,40,1,0.1708333333333334,1,3,0.1791666666666667,0.20283018867924532,0.511780719046278,1
6,0,OACI,5,5,1,0.20000000000000007,0,1,0.0,0.0,0.8999999999999998,1
6,0,OACI,10,10,1,0.16666666666666674,1,4,0.20833333333333337,0.45045045045045046,0.8206724839680872,1
6,0,OACI,20,20,2,0.008333333333333304,0,1,0.0,0.0,0.3890144065884728,1
6,0,OACI,40,40,3,0.004166666666666541,1,2,0.004166666666666541,0.006535947712418104,0.5892840412543628,1
6,0,SRC,5,5,2,0.02083333333333337,1,3,0.08750000000000002,0.24418604651162798,0.7,1
6,0,SRC,10,10,2,0.008333333333333415,1,6,0.12499999999999994,0.29411764705882343,0.08510677611520903,1
6,0,SRC,20,20,1,0.07083333333333341,1,4,0.08333333333333343,0.16528925619834725,0.35276422201354046,1
